smiles,reagent_id,dhodh_activity,rorgt_activity,ds_1,ds_2
CN(C)[C@H]1CCCCNC1,3451675,0.4182177484035492,0.5756319761276245,-5.7,-5.1
OCc1ccc2c(c1)NCC2,3452268,0.3870801031589508,0.58545982837677,-6.2,-6.1
CC1CCCNC1CCO,3452599,0.4181564748287201,0.5771001577377319,-5.1,-5.2
C[C@@H]1NCCCNC1=O,3452977,0.4293576776981354,0.5708878040313721,-5.6,-5.4
COCC1(O)CCNCC1,3453165,0.4151609539985657,0.560373842716217,-5.2,-5.1
N#CN=C1COCCN1,3453208,0.432799220085144,0.5583036541938782,-5.4,-4.6
CNc1cccc(C=O)c1,3453325,0.3990166187286377,0.5742928981781006,-5.9,-5.4
CC1NCCCNC1=O,3453391,0.4284373521804809,0.5713804364204407,-5.4,-5.1
N#CCC1CCNC1,3453462,0.4252628087997436,0.5720595717430115,-4.7,-4.3
OC1[C@H]2CNC[C@@H]1COC2,3453677,0.4146836102008819,0.5839818716049194,-4.1,-5.1
C1C[C@H]2O[C@@H]1[C@@H]1CNC[C@@H]12,3453797,0.4089468717575073,0.5872628092765808,-5.2,-5.4
CC(O)[C@H]1CCCN1,3453815,0.4244777262210846,0.5784987807273865,-5.0,-4.5
OC[C@@H]1CNC[C@@H]1CO,3453829,0.4198737740516662,0.5703062415122986,-5.1,-4.4
OCC1(CO)CCNC1,3453831,0.4116294085979461,0.5657497644424438,-4.6,-4.3
CC1CNCC(=O)N1C,3453857,0.4220978915691376,0.5666515827178955,-5.0,-4.9
C1NC2CC1C2,3453881,0.3881822824478149,0.6079825162887573,-3.8,-3.9
CC1CCNC1CO,3454115,0.4201946854591369,0.5804073214530945,-4.9,-4.6
CNC(=O)C(C)(C)C(=O)O,3454129,0.435353010892868,0.558185338973999,-5.8,-5.2
c1onc2c1CNCC2,3454309,0.3928423225879669,0.5784114599227905,-5.6,-5.6
C#CC1CCCNC1,3454311,0.4249876141548157,0.5758445262908936,-4.9,-4.7
CC(C)(C)[C@H]1COCCN1,3454479,0.4348543286323547,0.5638514161109924,-5.2,-5.1
C[C@H]1CCN1,3454507,0.4268586933612823,0.5826059579849243,-3.4,-3.1
C[C@H]1C[C@H](O)CN1,3454579,0.4205223321914673,0.5807341933250427,-4.7,-4.0
CON1CCNCC1,3454608,0.4361692667007446,0.5654342770576477,-4.1,-4.1
O=c1[nH]nc2n1CCNC2,3454626,0.3911060988903045,0.5789523720741272,-5.9,-5.6
NS(=O)(=O)c1nnc[nH]1,3454899,0.4037695527076721,0.5641899704933167,-5.2,-5.5
CC1NCCCC1CO,3454928,0.4183630347251892,0.5825157761573792,-4.8,-4.8
NC(CO)c1cccc(F)c1,3460890,0.406028151512146,0.5716302990913391,-6.2,-5.7
CC(C)C[C@H](O)C(=O)O,3478385,0.4354314506053924,0.5464503765106201,-5.2,-4.7
CCCCC(=O)C(=O)O,3478390,0.4330542981624603,0.5470063090324402,-5.2,-4.8
C=CC(C)(C)C(=O)O,3478392,0.4445142447948456,0.5510267019271851,-5.1,-4.6
CC(C)=C(C)C(=O)O,3478398,0.4339288771152496,0.5494416952133179,-5.3,-4.7
CC(C)(Cl)C(=O)O,3478400,0.4381899833679199,0.5472961664199829,-4.4,-4.2
CC#CCCC(=O)O,3478402,0.4486852288246155,0.5383201837539673,-5.3,-4.6
O=C(O)C1=CCCCCC1,3478409,0.4139645099639892,0.5602453351020813,-6.5,-6.0
CCC(C)(C(=O)O)C(=O)O,3478416,0.4306522607803345,0.5500131249427795,-5.7,-4.9
C#CCCCCCC(=O)O,3478417,0.4361119866371155,0.5436076521873474,-5.2,-5.0
CC(C)C(C(=O)O)C(C)C,3478419,0.4311672151088714,0.5606187582015991,-5.4,-5.0
CC(=O)CC(C)(C)C(=O)O,3478420,0.4298916459083557,0.5435649156570435,-5.7,-4.9
C[C@@H](C(=O)O)N(C)C,3478421,0.4491436779499054,0.5473101139068604,-4.5,-4.2
C=C(C(=O)O)C(C)C,3478439,0.4351049661636352,0.5593589544296265,-5.1,-4.7
CC1=C(C(=O)O)CCC1,3478452,0.4125280082225799,0.556647002696991,-6.1,-5.3
O=C(O)C1=CCC1,3478453,0.4214278757572174,0.5622966289520264,-5.1,-4.4
CC(O)(CO)C(=O)O,3478456,0.441013753414154,0.5461551547050476,-4.4,-4.3
CCC[C@H](O)C(=O)O,3478458,0.441553384065628,0.5449138283729553,-5.0,-4.3
CC1=C(C(=O)O)CCCC1,3478462,0.4100562930107116,0.5563092231750488,-6.1,-5.7
CC(=O)OCCC(=O)O,3478490,0.4296445548534393,0.5278486609458923,-5.0,-4.4
CC(C)[C@@H](O)CC(=O)O,3478495,0.4368522763252258,0.5512322783470154,-5.3,-4.7
CCC[C@@H](O)C(=O)O,3478499,0.4423538744449615,0.5451691150665283,-4.7,-4.6
C[C@@H](O)[C@H](O)C(=O)O,3478513,0.4509502053260803,0.5406214594841003,-4.8,-4.4
COC(=O)C(C)C(=O)O,3478544,0.4383047819137573,0.5433463454246521,-5.1,-4.6
CC(=O)OC(C)(C)C(=O)O,3478545,0.4275745451450348,0.5352412462234497,-5.5,-5.1
CC[C@@H](O)CC(=O)O,3478554,0.4347866773605346,0.5496127009391785,-4.7,-4.2
CC(C)(O)C(O)C(=O)O,3478555,0.4356969594955444,0.551326334476471,-4.8,-4.9
CC[C@H](C)[C@@H](O)C(=O)O,3478572,0.4442930817604065,0.5524942874908447,-5.1,-5.0
CCC(F)C(=O)O,3478575,0.4437128603458404,0.5434408783912659,-4.6,-4.1
C[C@H](C(=O)O)N(C)C,3478622,0.4442394375801086,0.5508696436882019,-4.6,-4.1
O=C(O)CCCF,3478651,0.4405305683612823,0.534712016582489,-4.4,-3.9
CC(C(=O)O)C(F)(F)F,3478696,0.442602127790451,0.5394785404205322,-5.4,-5.1
CC(C)(C)[C@@H](O)C(=O)O,3478701,0.4421450793743133,0.5440453886985779,-4.7,-4.7
CCOC(C)(C)C(=O)O,3478736,0.4445402026176452,0.5451643466949463,-5.1,-4.5
C=C(CO)C(=O)O,3478779,0.4370031654834747,0.5487383604049683,-4.6,-4.0
O=C(O)CCCCCF,3478786,0.4348480999469757,0.5407320261001587,-4.8,-4.6
CCC(COC)C(=O)O,3478788,0.4339351952075958,0.5509828329086304,-4.9,-4.5
CC(C)(C=O)CCC(=O)O,3478789,0.4323134124279022,0.547167956829071,-5.6,-4.9
O=C(O)COC(=O)CO,3478797,0.4358497858047485,0.5316938161849976,-5.3,-4.2
CC(ON)C(=O)O,3478819,0.449980765581131,0.5436916351318359,-4.3,-3.9
CSC(C)(C)C(=O)O,3478850,0.4353647530078888,0.5445159673690796,-4.7,-3.9
O=C(O)C(F)C(=O)O,3478862,0.4397340714931488,0.5320452451705933,-4.9,-4.3
CC(C)C(F)C(=O)O,3478867,0.4416107535362243,0.5503973960876465,-5.0,-4.6
C=CC(C)C(C)C(=O)O,3478878,0.4391996562480926,0.5561186671257019,-5.5,-5.0
CC(C)[C@@H](O)[C@@H](C)C(=O)O,3478891,0.4460386633872986,0.5524174571037292,-5.8,-5.2
CC(O)C(C)(O)C(=O)O,3478923,0.4447720050811767,0.5457037091255188,-5.2,-4.9
C=C(C(=O)O)C(C)(C)C,3478928,0.4247112572193146,0.5550592541694641,-5.2,-4.8
CSCC(C)(C)C(=O)O,3478938,0.4320915043354034,0.5493764281272888,-5.0,-4.3
CC(C)CCC(O)C(=O)O,3478941,0.4316017925739288,0.5508041381835938,-5.5,-5.1
CC(C)=C(F)C(=O)O,3478967,0.435411125421524,0.5455209612846375,-5.1,-4.7
COC(C)(C)CC(=O)O,3479011,0.4306330680847168,0.5404543280601501,-4.7,-4.4
CP(C)(=O)CC(=O)O,3479064,0.4172601103782654,0.5338041186332703,-4.3,-4.2
CC(C)[C@H](O)[C@@H](C)C(=O)O,3479093,0.4417985379695892,0.55230313539505,-5.7,-5.2
C=CCC(C)(C)CC(=O)O,3479095,0.4307314157485962,0.5461665391921997,-5.3,-5.1
C[C@H](C(=O)O)C(C)(C)C,3479096,0.4314093291759491,0.5515940189361572,-5.3,-4.8
CN1CCC(C(=O)O)C1=O,3479125,0.417958527803421,0.5579733848571777,-5.7,-5.2
CCOCC(C)C(=O)O,3479152,0.446315735578537,0.5503671765327454,-4.8,-4.4
C=CC(C)(O)CC(=O)O,3479159,0.4360993802547455,0.5494859218597412,-5.1,-4.9
CCC(C(=O)O)C(=O)OC,3479168,0.4306904673576355,0.5488303303718567,-5.4,-4.9
CCC(C)(CO)C(=O)O,3479173,0.4304936230182647,0.5495960116386414,-5.1,-4.5
C[C@@H](C(=O)O)C(C)(C)C,3479257,0.4347689747810364,0.5463690757751465,-5.3,-4.8
CC(F)CC(=O)O,3479317,0.4351014494895935,0.5396625399589539,-4.4,-4.0
C=C(C)CC(C)C(=O)O,3479372,0.438848078250885,0.5510490536689758,-5.5,-5.1
C=C(C)C(C)(O)C(=O)O,3479379,0.4453239440917969,0.5464769601821899,-5.1,-4.9
CSCC(O)C(=O)O,3479450,0.4376473426818847,0.5425563454627991,-4.3,-4.1
COC(C(=O)O)C(C)C,3479598,0.4372692704200744,0.5526148080825806,-5.0,-4.5
CCC(C)=C(C)C(=O)O,3479631,0.4397282004356384,0.5549666285514832,-5.5,-4.9
O=C(O)C(F)(F)CO,3479664,0.4466612935066223,0.5340791940689087,-4.8,-4.4
C=C(Cl)CCC(=O)O,3479699,0.4378976821899414,0.5331504344940186,-4.9,-4.3
O=C(O)CCCCC1CC1,3479780,0.4099844396114349,0.5582378506660461,-5.5,-5.3
O=C(O)C1CCC(F)CC1,3479896,0.4057856798171997,0.561242401599884,-6.1,-5.4
CC(C)(CF)C(=O)O,3479986,0.4411609172821045,0.5435969233512878,-4.8,-4.7
CC(C)[C@H](C(=O)O)N(C)C,3479992,0.4393529593944549,0.556308388710022,-4.8,-4.7
C=C(C)C[C@H](C)C(=O)O,3480002,0.4399267733097076,0.5488657355308533,-5.4,-5.0
CC(CF)C(=O)O,3480102,0.4487158358097076,0.5437934398651123,-4.4,-4.0
CSC(C)(C)CC(=O)O,3480297,0.4259439706802368,0.541911244392395,-4.7,-4.2
C[C@H](O)[C@@H](C(=O)O)N(C)C,3480401,0.4427393078804016,0.5494479537010193,-4.9,-4.7
C#CC[C@H](C)C(=O)O,3480419,0.4457778334617615,0.5491870641708374,-5.1,-4.6
CC(F)(F)CC(=O)O,3480482,0.4341365993022918,0.5391185879707336,-4.8,-4.6
Cc1ncc(C(=O)O)o1,3480699,0.3893277943134308,0.5600888729095459,-5.5,-5.0
COC[C@H](C)C(=O)O,3481018,0.4436688125133514,0.5444054007530212,-4.7,-4.1
CC(CF)CC(=O)O,3481261,0.4365127086639404,0.5425140857696533,-4.7,-4.5
C#CC(C(=O)O)C(C)C,3481496,0.441458523273468,0.5623077154159546,-5.5,-5.1
C[C@@H](C(=O)O)C(C)(C)O,3481689,0.4406590759754181,0.5443035960197449,-5.3,-5.1
CC[C@H](CC(=O)O)C(C)C,3481742,0.427239179611206,0.5600593090057373,-5.7,-5.1
CC(C(=O)O)=C(F)F,3481812,0.4414223134517669,0.5449386239051819,-5.2,-4.6
CC(C)(F)CC(=O)O,3482166,0.4318698644638061,0.5438946485519409,-4.9,-4.5
C[C@H](ON)C(=O)O,3524873,0.4505634307861328,0.5385384559631348,-4.7,-4.1
N#Cc1ccncc1C(=O)O,3525087,0.3944561183452606,0.5662775039672852,-5.9,-5.5
C#CC[C@@H](C)C(=O)O,3525120,0.4440822899341583,0.5463789105415344,-5.0,-4.6
O=C(O)CCCC(F)F,3525205,0.4355349540710449,0.5357022881507874,-4.9,-4.7
CC(C)(C(=O)O)C(F)F,3525249,0.441897451877594,0.5400135517120361,-5.2,-5.1
CCC(C)(F)C(=O)O,3525272,0.4362431168556213,0.5448384881019592,-5.0,-4.4
C#CCCCC(C)C(=O)O,3525296,0.4397833943367004,0.5494197607040405,-5.7,-5.3
O=C(O)COCCF,3525305,0.4473481476306915,0.5316641330718994,-4.4,-3.9
CCN(CC)[C@H](C)C(=O)O,3525502,0.4475430846214294,0.5622859597206116,-5.1,-4.7
C[C@@H](ON)C(=O)O,3525567,0.453244537115097,0.5357495546340942,-4.5,-4.0
ClCc1cccnn1,3526220,0.39046111702919,0.5626553297042847,-5.4,-4.8
CCC(C)C(=O)CCl,3526238,0.4463501870632171,0.5510990619659424,-4.9,-4.5
CC1CCC(CCl)CC1,3526412,0.4040698409080505,0.5789178013801575,-5.3,-5.4
Cc1oncc1CCl,3526530,0.404144674539566,0.5588299632072449,-5.2,-4.9
CCC(C)C(=O)OCCl,3526736,0.4432736337184906,0.5489522218704224,-5.2,-4.7
Fc1ccc(OCCl)cc1,3527008,0.4079324305057525,0.563071608543396,-5.9,-5.5
Cn1ccc(CCl)n1,3527216,0.3968960642814636,0.5720993280410767,-4.8,-4.2
Cc1cnc(CCl)o1,3527252,0.4004610478878021,0.5535928010940552,-5.0,-4.4
ClCc1ccns1,3527330,0.3927260637283325,0.5558069944381714,-4.4,-4.0
Cc1ccc(C(=O)CCl)[nH]1,3529859,0.4025980830192566,0.5736899375915527,-5.8,-5.3
ClCc1ccsn1,3530619,0.3887199461460113,0.5538066029548645,-4.5,-3.9
ClCc1cocn1,3530976,0.4040398001670837,0.5648200511932373,-4.3,-3.9
Cn1ncc(CCl)n1,3531044,0.3960700929164886,0.5693862438201904,-4.7,-4.3
Cn1cc(CCl)cn1,3531260,0.4033744931221008,0.5751606225967407,-4.8,-4.3
Cc1nc2ncnn2c(Cl)c1C,3531434,0.3691653609275818,0.5687007308006287,-6.6,-6.4
Cc1nc2ccccc2nc1Br,3531487,0.3679748773574829,0.5682244896888733,-7.0,-6.7
COc1ncccc1S(N)(=O)=O,3531515,0.4106771349906921,0.5715598464012146,-6.2,-5.9
CS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,3531533,0.4099810719490051,0.581004798412323,-5.8,-6.0
Sc1ncccc1Br,3531554,0.3872358798980713,0.558740496635437,-5.0,-4.4
Fc1cccc2c1CCCN2,3531584,0.3866089284420013,0.5785827040672302,-6.6,-6.3
CC(=O)c1ccc2ncccc2c1,3531893,0.3630299866199493,0.5762964487075806,-7.5,-7.0
N#Cc1ccc(C(Cl)C(N)=O)cc1,3532149,0.4111960232257843,0.5767326354980469,-6.5,-6.1
C1CCC(C2CCCCCN2)CC1,3532190,0.3994074165821075,0.5830193161964417,-7.5,-7.1
Cc1nnc(-c2cccc(N)c2)o1,3532246,0.3660318553447723,0.574886679649353,-7.8,-6.9
Cc1cccc(-c2csc(N)n2)c1,3532265,0.3647568523883819,0.5753411054611206,-7.8,-7.2
O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1,3532420,0.3984358310699463,0.571325957775116,-6.8,-6.6
CS(=O)(=O)CCCS(=O)(=O)Cl,3532476,0.4193976521492004,0.5399399399757385,-4.8,-4.8
Cn1cc(CCBr)cn1,3532481,0.4053790271282196,0.5758697986602783,-5.0,-4.5
C[C@@H](O)c1cnccn1,3532483,0.4020163118839264,0.5656464099884033,-5.7,-4.8
C[C@H](O)c1cnccn1,3532484,0.3970859050750732,0.5658063292503357,-5.6,-4.8
Cc1cccc(-c2ccc(CN)cc2)c1,3532511,0.3747950196266174,0.5803262591362,-7.6,-7.7
CC(c1ccccc1)S(N)(=O)=O,3532523,0.4036554396152496,0.5817850828170776,-7.0,-6.1
Nc1cccc(CSCc2ccccc2)c1,3532602,0.3822815120220184,0.5789579749107361,-8.5,-7.1
Brc1cccc(-c2cscn2)c1,3532625,0.3616662323474884,0.5697687864303589,-6.8,-6.1
CN(C)C(=O)c1cccc(S(N)(=O)=O)c1,3532737,0.4102795124053955,0.5804544687271118,-7.2,-6.7
Cn1cc(N2CCNCC2=O)cn1,3532906,0.3963077366352081,0.5811229944229126,-7.0,-5.8
CS(=O)(=O)NC1CCNC1,3533004,0.4253009557723999,0.5708188414573669,-4.9,-5.0
OCCn1ncc2ccccc21,3533026,0.3700231313705444,0.5805633664131165,-6.4,-5.9
NCCCCc1ccc([N+](=O)[O-])cc1,3533066,0.4112501144409179,0.5719183683395386,-6.7,-6.4
CS(=O)(=O)N1CCC(N)C1,3533113,0.4236926734447479,0.5685257911682129,-4.5,-5.0
NS(=O)(=O)c1ncsn1,3533116,0.3962155878543854,0.5511173605918884,-5.1,-4.9
Cc1csc(I)n1,3533273,0.3845217525959015,0.5526008009910583,-4.3,-4.0
N#Cc1cnsc1,3533311,0.3910975754261017,0.5512174963951111,-4.4,-3.9
NS(=O)(=O)c1ccc(CO)cc1,3533675,0.4061360955238342,0.5784454345703125,-6.1,-5.7
Fc1cccc(CS)c1F,3534459,0.3954625725746155,0.5550145506858826,-6.0,-5.5
CNCc1cccc(Cl)c1,3534464,0.4048932790756225,0.5730916261672974,-5.9,-5.4
NS(=O)(=O)N1CCC(=O)CC1,3534552,0.4319047629833221,0.5607591271400452,-5.7,-5.8
O=Cc1ccc(C(F)F)cc1,3534646,0.3990478217601776,0.5667970180511475,-6.1,-6.1
NNC(=O)c1cnccc1N,3534866,0.3941755592823028,0.5751630663871765,-6.1,-5.6
N#CC1CC2(CC2)C1,3534927,0.3938597738742828,0.5741786956787109,-5.2,-5.0
CC1COCCCN1,3534936,0.4290887117385864,0.5719059109687805,-4.9,-4.5
O=Cc1cccc(C(F)F)c1,3534974,0.4014151990413666,0.5644505023956299,-6.5,-6.4
C1COC2(CCOC2)CN1,3535030,0.4124470055103302,0.562279224395752,-5.4,-5.2
C1CNCC(C2COC2)C1,3535041,0.4078520834445953,0.5787231922149658,-5.4,-5.3
Cc1cncc(CCCO)c1,3535282,0.403326004743576,0.5679921507835388,-6.3,-5.5
N#Cc1cnc2ncccc2c1,3535290,0.3668613135814667,0.5724689364433289,-7.1,-6.4
C#Cc1ccc2cccnc2c1,3535452,0.360077291727066,0.5735068321228027,-6.9,-6.8
Cc1ccc(CCCO)cn1,3535518,0.402106761932373,0.5693099498748779,-6.0,-5.5
CC(O)c1ccc(Cl)cn1,3535666,0.4025202691555023,0.5714574456214905,-6.0,-5.5
ON=Cc1ccc(Cl)cn1,3535704,0.3934634625911712,0.5623019933700562,-5.8,-5.2
FC(F)c1cc(Cl)ccn1,3535724,0.4036262929439544,0.5569140911102295,-5.8,-5.7
Cc1ccc(NC(N)=S)cn1,3536148,0.393341064453125,0.5779948830604553,-6.0,-5.1
Nc1cc(Cl)cc2[nH]cnc12,3537432,0.3622938394546509,0.5807484984397888,-6.3,-5.9
COC(C)c1nc2ccccc2[nH]1,3537482,0.3806635439395904,0.5803086161613464,-6.9,-6.5
Cc1cc(C#N)cc2nc[nH]c12,3537607,0.3707917332649231,0.5738507509231567,-6.0,-6.2
Cc1nc2cc(C=O)ccc2[nH]1,3537614,0.3653639256954193,0.5757206678390503,-6.4,-6.0
O=Cc1cccc2c1CCC2,3538118,0.381964772939682,0.5764551162719727,-6.8,-6.5
CNc1nccc2ccccc12,3538834,0.3611876964569092,0.5780020356178284,-6.8,-6.8
O=CN1CCC(=O)CC1,3538936,0.4255472719669342,0.5506449341773987,-5.3,-5.0
NS(=O)(=O)N1CCC(O)CC1,3538947,0.4226226508617401,0.5706807971000671,-5.2,-5.3
CC(=O)CS(N)(=O)=O,3538957,0.4262922704219818,0.5417332053184509,-4.8,-4.4
CCCC(=O)CBr,3540148,0.4476819932460785,0.5440354943275452,-4.6,-4.0
OCC#Cc1ncccn1,3540453,0.404971033334732,0.5583628416061401,-5.5,-5.1
Nc1cccnc1S(N)(=O)=O,3540586,0.4009191691875458,0.5731155872344971,-6.4,-5.8
NS(=O)(=O)c1cc(Cl)ccn1,3540589,0.4083805680274963,0.5674495100975037,-6.0,-6.0
CN1CCC(CO)C1=O,3540699,0.4194616079330444,0.5635094046592712,-5.2,-4.6
Cc1cc([C@H](C)O)no1,3541280,0.4003761708736419,0.5584372282028198,-5.7,-5.0
Cc1ccc(S(N)(=O)=O)cn1,3541509,0.4076778292655945,0.5762124061584473,-6.0,-5.7
Cc1cncnc1C#N,3542113,0.4007042050361633,0.5594434142112732,-5.3,-4.9
NS(=O)(=O)c1cscn1,3542182,0.402593582868576,0.5620700716972351,-5.1,-4.9
Cc1cnc2cccc(C(=O)O)c2c1,3542567,0.3646359741687774,0.5726325511932373,-8.0,-7.0
Cc1cc2cnccc2cc1O,3542699,0.3628835678100586,0.5736506581306458,-6.4,-6.6
O=Cc1cnc2n1CCOC2,3542841,0.3949394822120666,0.570877730846405,-5.9,-5.6
CC(=O)Nc1ccc(O)c(F)c1,3542988,0.4027659595012665,0.5683040618896484,-6.8,-6.1
CC(=O)N[C@@H]1c2ccccc2C[C@@H]1O,3543039,0.395508736371994,0.5840204954147339,-7.5,-6.7
N#CCc1cccc(S(N)(=O)=O)c1,3543488,0.4208067655563354,0.5763502717018127,-6.4,-6.4
NS(=O)(=O)c1cccc(CO)c1,3543489,0.4080609381198883,0.5767443180084229,-6.1,-5.9
CCCc1cccc(S(N)(=O)=O)c1,3543494,0.4124624729156494,0.5811347365379333,-6.6,-6.6
N#Cc1c(F)cccc1S,3543699,0.3919754922389984,0.5501354336738586,-5.6,-5.4
N#Cc1cc(N)c(N)cc1F,3543724,0.3976813554763794,0.5735468864440918,-5.9,-5.6
CN(C)C(=O)CCC=O,3543927,0.4360864460468292,0.5463369488716125,-4.8,-4.4
Cc1cnccc1C=NO,3544257,0.3908921778202057,0.563957154750824,-6.5,-5.6
Cc1cccc([C@H](C)O)n1,3544262,0.3978948295116424,0.5687816739082336,-6.4,-5.5
Cc1cccnc1C=NO,3544314,0.3914653062820434,0.5644724369049072,-6.2,-5.8
ON=Cc1ccncn1,3544347,0.3862122893333435,0.5607740879058838,-6.4,-5.0
Cn1cnc2cc(CN)ccc21,3546206,0.3740229606628418,0.5805615186691284,-6.0,-5.7
O=Cc1cnn2ncccc12,3548783,0.3580419421195984,0.5782175660133362,-6.8,-6.0
CC(=O)c1nc[nH]n1,3548931,0.3847271502017975,0.5663983821868896,-4.9,-4.6
C[C@H](O)c1ccc(Cl)cn1,3550280,0.402157723903656,0.5672811269760132,-6.2,-5.5
Cc1cc(C(=O)O)ncn1,3550524,0.3915367126464844,0.5666049122810364,-5.9,-5.4
FC(F)(F)C(F)(F)c1ccc(Br)cc1,3550738,0.4129606187343597,0.565721869468689,-7.0,-7.2
c1[nH]nc2c1NCCC2,3550775,0.3813551962375641,0.5854547023773193,-5.7,-5.1
Cc1cc(S(=O)(=O)Cl)n(C)n1,3550833,0.4032126367092132,0.5672861933708191,-5.9,-5.8
CC1CCNC(C(C)C)CC1,3550913,0.4149761199951172,0.5833508372306824,-6.7,-6.3
NCc1ccc(O)nc1,3550929,0.3975463509559631,0.5705499053001404,-5.5,-5.1
CC(Cl)c1ccc(F)c(F)c1,3550965,0.4067742228507995,0.5691267848014832,-6.5,-6.4
CC(Br)c1ccc(C#N)cc1,3550966,0.4058434963226318,0.5791645050048828,-6.2,-5.7
CCC(C(=O)O)N(CC)CC,3550994,0.4376620054244995,0.5640302300453186,-5.3,-4.8
OCCCc1ccc(F)cc1,3551089,0.4028728902339935,0.5685456395149231,-6.1,-6.0
Nc1ccc(COCc2ccccc2)cc1,3551102,0.3841986954212188,0.5775898098945618,-8.1,-7.6
O=C(c1cccc(Br)c1)C(F)(F)F,3556536,0.4031574428081512,0.5624919533729553,-7.2,-6.7
O=C(c1ccccc1)c1cccc(Br)c1,3556798,0.3711711764335632,0.572904646396637,-9.1,-8.2
N#Cc1cc(I)ccc1Cl,3556837,0.3994795083999634,0.5597130060195923,-6.0,-5.9
Nc1nccc(-c2ccc(Br)cc2)n1,3560402,0.3664137125015259,0.5784396529197693,-7.9,-7.1
Brc1ccc(CNCc2ccccc2)cc1,3560474,0.3877828121185303,0.5802547335624695,-8.5,-7.8
Cc1cc2cc(Br)ccc2nc1Cl,3560825,0.3711849749088287,0.5718996524810791,-7.4,-7.3
Cc1cc(I)ccc1Cl,3561230,0.3963237106800079,0.5660071969032288,-5.9,-5.8
Cc1cnc(Br)c(Br)c1,3563323,0.3944518566131592,0.5609768033027649,-5.7,-5.4
Fc1cc(F)c(I)cc1F,3563980,0.3980939984321594,0.5524471998214722,-5.8,-5.8
CC1CCc2c(F)cccc2C1=O,3564119,0.3905025422573089,0.5731452703475952,-7.2,-7.6
O=C(CBr)CS(=O)(=O)c1ccccc1,3564158,0.4132149815559387,0.572780966758728,-6.9,-6.5
CCn1nnnc1-c1cccc(N)c1,3564188,0.3704524636268616,0.5804880261421204,-8.0,-7.5
O=Cc1nccc2ccccc12,3564197,0.3555048406124115,0.5722867846488953,-6.9,-7.0
N#Cc1nccnc1N,3564199,0.3936558365821838,0.5672003030776978,-5.4,-4.7
CC(N)Cc1cccc(F)c1,3564308,0.4019264280796051,0.5729808211326599,-6.5,-5.9
NCC1CCCCC1O,3564315,0.4079045355319977,0.5774015188217163,-4.7,-4.7
CC(N)c1ccc(F)cc1Cl,3564353,0.4067792296409607,0.5716772079467773,-6.0,-5.9
CNC1CCN(C)C1=O,3564406,0.4219197332859039,0.568284809589386,-5.1,-4.4
CC(C)(N)c1cccc(F)c1,3564582,0.4018807411193847,0.5836067199707031,-6.8,-6.1
Cc1cccc(C(C)(C)N)c1,3564583,0.3993801474571228,0.5879726409912109,-6.9,-6.3
O=C1CCNc2cc(F)ccc21,3564587,0.3917728066444397,0.574232816696167,-6.7,-6.7
CCC(Cl)c1ccc(F)cc1F,3564608,0.4077583253383636,0.5700893998146057,-6.8,-6.3
OC1(c2ccc(F)cc2)CC1,3564612,0.3907073140144348,0.5828166604042053,-6.4,-6.1
O=[N+]([O-])c1ccc2ncnc(Cl)c2c1,3564649,0.3708867728710174,0.5755302906036377,-7.8,-7.1
Cc1ccc(C(C)CN)cc1,3564667,0.4037366807460785,0.5834859013557434,-6.5,-6.2
NC1CCCN(S(=O)(=O)N2CCOCC2)C1,3564751,0.4238682687282562,0.5681845545768738,-6.0,-6.4
O=C1CNCCN1Cc1ccc(Cl)cc1,3564760,0.4074640274047851,0.5798704028129578,-7.1,-7.0
CCNc1nc(C)cc(Cl)n1,3564784,0.4006240963935852,0.5674120187759399,-6.4,-5.8
FC(F)(F)C1CNC1,3564821,0.4278057217597961,0.5714373588562012,-4.8,-4.6
NC1CCC2(CCC2)CC1,3564826,0.3810397088527679,0.5821346640586853,-5.8,-5.9
FC(F)C1CCCCN1,3564829,0.4217252135276794,0.571843683719635,-5.4,-4.9
CC(Cl)c1cnccn1,3564861,0.4014481604099273,0.5744197964668274,-5.6,-4.8
Fc1ccc2cnc(Cl)cc2c1,3564960,0.3644126653671264,0.5697401762008667,-6.8,-7.1
Cc1cc(C)nc(CN)n1,3565010,0.397627979516983,0.5653718709945679,-5.7,-5.0
N#CCc1ccc2cn[nH]c2c1,3565427,0.3751992881298065,0.577184796333313,-6.9,-6.4
CC(CO)c1cccc(Cl)c1,3565728,0.4051564931869507,0.5749611258506775,-6.7,-5.8
CC(C=O)c1cccc(Cl)c1,3565729,0.4090711772441864,0.5733034014701843,-6.7,-6.0
CC(C=O)c1cccc(F)c1,3565739,0.4067149460315704,0.5718008875846863,-6.7,-6.1
N#CC1CCCC(F)(F)C1,3565786,0.4142958223819732,0.5592142343521118,-5.4,-5.5
N#CC1CCC(F)(F)C1,3565802,0.4165918827056885,0.5591161847114563,-5.4,-5.2
Ic1cocn1,3565840,0.3892947435379028,0.5588802695274353,-3.9,-3.8
Oc1cnoc1,3565845,0.3875201940536499,0.5555977821350098,-4.1,-4.1
FC(F)(F)Oc1cccc(Cl)n1,3565868,0.4084318876266479,0.5587669014930725,-6.9,-6.1
CN1CC[C@H](N)C1=O,3566082,0.4212521612644195,0.5607301592826843,-5.1,-4.4
C#CC1CNC1,3566141,0.4392633140087127,0.5773380994796753,-4.1,-3.8
