smiles,reagent_id,dhodh_activity,rorgt_activity,ds_1,ds_2
NCC(N)=O,221682,0.4390780925750732,0.5375903248786926,-3.5,-3.2
ClCc1cscn1,221722,0.392403095960617,0.5596243739128113,-4.3,-3.9
ClCc1ccccn1,221753,0.3954617083072662,0.5667999982833862,-5.3,-4.7
ClCc1cccnc1,221754,0.3983619213104248,0.5690224766731262,-5.4,-4.7
CC(C)CC(N)c1nc2ccccc2[nH]1,221757,0.3835803568363189,0.5846084952354431,-7.6,-7.1
Cc1ccc(S(=O)(=O)N2CCCNCC2)cc1,221759,0.4123775064945221,0.5830733776092529,-7.4,-7.3
CNCc1cc([N+](=O)[O-])ccc1Cl,221775,0.4111902415752411,0.5745300054550171,-6.8,-6.2
O=C1CCNN1,221781,0.4268895983695984,0.5670475363731384,-4.3,-4.2
C[C@@H](N)C(N)=O,221786,0.4479660987854004,0.5519664883613586,-4.2,-3.8
CS(=O)(=O)NC1CCNCC1,221822,0.4219187200069427,0.5703921318054199,-5.1,-5.3
O=C(c1ccccc1)C1CCNCC1,221834,0.3968121707439422,0.5811203122138977,-7.6,-7.3
CS(=O)(=O)N1CCC(N)CC1,221838,0.4199795126914978,0.5692565441131592,-4.9,-5.2
O=C(c1ccc(F)cc1)C1CCNCC1,221839,0.401191234588623,0.578619658946991,-7.1,-7.4
O=S(=O)(N1CCCC1)N1CCNCC1,221867,0.4253184795379638,0.5726549029350281,-5.8,-6.1
N#Cc1cccc(NS(N)(=O)=O)c1,221871,0.4126410186290741,0.5748099684715271,-6.4,-6.0
O=Cc1ccc2c(c1)OCO2,222107,0.3880218863487243,0.5712483525276184,-6.5,-5.7
Nc1cccc(N)c1,222224,0.3747937977313995,0.5812304019927979,-5.2,-4.8
Cc1ccnc(=S)[nH]1,222389,0.3860212862491607,0.561024010181427,-4.9,-4.7
C1CNC1,222722,0.4243735074996948,0.5748592019081116,-2.8,-2.5
CCOC(=O)c1cccc(N)c1,222768,0.4021818339824676,0.5723898410797119,-7.0,-5.7
O[C@H]1CCNC1,222900,0.4212499558925628,0.5800132155418396,-4.2,-3.6
Nc1ccc2nc[nH]c2c1,222924,0.3536707758903503,0.588100254535675,-6.2,-5.5
NCCCc1nc2ccccc2[nH]1,223005,0.3770501315593719,0.5809381008148193,-6.7,-6.1
NNc1cc(F)ccc1F,223017,0.4055754244327545,0.5645323991775513,-6.6,-5.6
NCc1cccc(Br)c1,223082,0.397432804107666,0.5702090859413147,-5.5,-5.5
NCc1ccc(S(=O)(=O)N2CCOCC2)s1,223156,0.4130506813526153,0.5728981494903564,-5.9,-6.3
NCCCCC(=O)O,223178,0.4330098628997803,0.5410606861114502,-4.5,-4.1
c1ccc(C2CNCc3ccccc32)cc1,223191,0.3736545741558075,0.5931110382080078,-8.4,-8.5
NC1Cc2ccccc2C1,223218,0.3806695342063904,0.5919424295425415,-6.7,-6.1
CNCC#N,223251,0.4688045084476471,0.5463655591011047,-3.3,-3.0
NNc1c(F)cccc1Cl,223315,0.4061965942382812,0.5639296770095825,-6.1,-5.5
NNc1ccc(F)c(F)c1,223466,0.4061633050441742,0.5632480978965759,-6.6,-5.7
N[C@@H]1CCNC1,223495,0.4137262403964996,0.5785544514656067,-4.0,-3.5
Cc1ccc(Oc2ccc(N)cc2)cc1,224192,0.3742933273315429,0.5788158774375916,-8.2,-7.5
CS(=O)(=O)c1ccc(NN)cc1,224483,0.4058607816696167,0.5803609490394592,-6.1,-5.7
NCc1ccccc1CS(=O)(=O)N1CCOCC1,224495,0.4170129001140594,0.5785014033317566,-6.2,-7.4
C1CCNCC1,224672,0.4149839282035827,0.5726489424705505,-4.3,-3.8
NNc1ccc(F)c(Cl)c1,224708,0.4080594182014465,0.5672959685325623,-6.3,-5.8
N#Cc1ccc(NS(N)(=O)=O)cc1,225258,0.4108737111091614,0.5778763294219971,-6.5,-5.6
O=S1(=O)Nc2ccccc2N1,225265,0.3943707346916199,0.5839968323707581,-6.5,-6.1
NS(=O)(=O)N1CCC(C(=O)O)CC1,225316,0.4185399711132049,0.5671021342277527,-6.0,-6.0
CN1CCC(C(=O)O)CC1=O,225579,0.4130212664604187,0.5570679903030396,-5.8,-5.3
NCC1CCCc2ccccc21,226645,0.3894886076450348,0.5881099104881287,-7.2,-6.6
O=S(=O)(c1cccnc1)N1CCNCC1,230175,0.4143700301647186,0.5822120308876038,-6.0,-6.1
O=C(O)CCNS(=O)(=O)c1cccnc1,230203,0.4181746244430542,0.5725222826004028,-6.6,-6.0
CN(CC(=O)O)S(=O)(=O)c1cccnc1,230206,0.4176061153411865,0.5756992697715759,-6.6,-6.0
O=C(O)C1CCN(S(=O)(=O)c2cccnc2)CC1,230223,0.4083149135112762,0.5785180926322937,-7.1,-7.7
N#Cc1cnc2ccccc2c1Cl,230555,0.3677799701690674,0.5673383474349976,-6.7,-6.6
N#Cc1cnc2c(Cl)cccc2c1Cl,230615,0.3711652755737304,0.5670158863067627,-7.0,-6.9
Nc1ccc(S(N)(=O)=O)cc1Br,230670,0.4076431095600128,0.5835512280464172,-5.9,-6.1
O=[N+]([O-])c1cc(Cl)ccc1S(=O)(=O)Cl,230687,0.4080076515674591,0.5705090165138245,-6.0,-6.6
CS(=O)(=O)c1ccc2c(c1)CCCN2,231143,0.3982888758182525,0.580976665019989,-6.8,-6.8
CS(=O)(=O)c1ccc(NC(N)=O)cc1,231179,0.4048085510730743,0.5813440084457397,-6.7,-6.4
NNCc1cc(F)ccc1F,234488,0.4085290431976318,0.5673608183860779,-6.4,-6.0
NC1CCc2[nH]ncc2C1,235664,0.3852147758007049,0.5892863869667053,-5.9,-5.5
O=C(O)c1ccc2nc(Cl)ccc2c1,235806,0.3690860271453857,0.5776134729385376,-7.9,-7.4
CC(=O)c1cccc(S(N)(=O)=O)c1,235858,0.4071194231510162,0.578636884689331,-6.8,-6.4
CCCc1ccc(S(N)(=O)=O)cc1,235869,0.4108460247516632,0.5830265283584595,-6.5,-6.5
NS(=O)(=O)c1cccnc1Cl,235906,0.408655971288681,0.5724369287490845,-6.0,-5.8
CC(F)(F)CCC(=O)O,236072,0.4330101311206817,0.539328932762146,-5.2,-4.7
NC(=O)c1cccc2c1CCCN2,236159,0.3879901468753814,0.583225667476654,-7.2,-6.8
NC(=O)c1ccc2c(c1)CCCN2,236160,0.3913471698760986,0.585895299911499,-7.6,-7.3
NC1CCCC(O)C1,237128,0.3981315791606903,0.5763729214668274,-4.9,-4.8
O=S(=O)(N1CCNCC1)N1CCOCC1,237840,0.429853081703186,0.5695935487747192,-5.2,-5.8
NNCc1ccccn1,238105,0.3983689546585083,0.5717881917953491,-5.9,-5.0
Cc1csc(CCN)n1,238106,0.3965045809745788,0.5599802136421204,-4.9,-4.3
NC1CCCc2occc21,238107,0.3892281353473663,0.5804787874221802,-6.2,-5.4
COCCCC(=O)O,238835,0.435551643371582,0.5378609299659729,-4.6,-3.9
CCOC(C)C(=O)O,238837,0.4467542469501495,0.5455171465873718,-4.6,-4.2
CCOCCCC(=O)O,238839,0.4388132095336914,0.5432172417640686,-4.8,-4.3
CCNCc1ccc(F)cc1F,240343,0.4124707281589508,0.5680884122848511,-6.2,-6.0
CCNCC(CC)CC,240386,0.4342959225177765,0.5780140161514282,-5.0,-4.7
Cc1csc(-c2ccc(O)cc2)n1,240875,0.3644307851791382,0.5696943998336792,-7.3,-6.6
CCOC(=O)c1cnc2ccccc2c1Cl,240879,0.3796654641628265,0.5695339441299438,-7.4,-6.9
NC(C(=O)O)c1cccc(F)c1,241086,0.4083895087242126,0.5700680017471313,-6.9,-6.2
Cc1n[nH]c(C)c1C=O,248379,0.3964912295341491,0.5631685853004456,-5.4,-4.8
N#CCC(=O)c1cccc(F)c1,248541,0.4097846746444702,0.564071536064148,-7.0,-6.0
CS(=O)(=O)c1ccc(N)cn1,248823,0.3969903290271759,0.5753037929534912,-5.8,-5.4
CCS(=O)(=O)c1ccccc1N,248833,0.4012101292610168,0.5814452171325684,-6.5,-6.0
O=C(O)c1cc(F)c(F)cc1C(=O)O,248853,0.3945670425891876,0.563442587852478,-7.3,-7.1
c1ccc2c(c1)CCCC2NC1CC1,248921,0.3871640264987945,0.5929176211357117,-7.8,-7.5
CNc1nc2ccccc2[nH]1,249006,0.3644083142280578,0.5837509632110596,-6.9,-6.1
NC1COC1,249039,0.4258547723293304,0.561728298664093,-3.2,-3.1
O=C1CCS(=O)(=O)CC1,254783,0.4231153130531311,0.544609785079956,-5.3,-5.0
Brc1cccc(Oc2ccncc2)c1,255182,0.376240611076355,0.5674425959587097,-7.7,-6.9
CN(C)C1CCNCC1,255941,0.4176949560642242,0.5764731168746948,-4.6,-4.3
Cn1nccc1C(=O)O,256024,0.3946406245231628,0.5719499588012695,-5.4,-4.9
Cc1cc(CS(=O)(=O)Cl)no1,256026,0.395605981349945,0.5563851594924927,-5.7,-5.4
Nc1ccc2c(c1)CCO2,256047,0.3822861015796661,0.5818356275558472,-6.5,-5.7
Cn1cc(N)cn1,256081,0.3844898343086242,0.5781411528587341,-4.5,-3.8
CC(N)c1ccc2c(c1)NC(=O)CO2,256194,0.4004476964473724,0.5826358199119568,-7.1,-6.8
Cc1ccc(C)n1-c1cccc(N)c1,260744,0.3715764582157135,0.5819608569145203,-8.0,-7.1
CNC(=O)c1cccc(O)c1,264310,0.3981069028377533,0.5711508393287659,-6.8,-6.1
NC(=O)c1cccc(O)c1,264528,0.3912284672260284,0.5743403434753418,-6.4,-5.7
CN(C)C(=O)c1cccc(O)c1,267105,0.3993324339389801,0.5714203119277954,-7.2,-6.0
Cc1ccc(N=[N+]=[N-])cc1,267538,0.3876223564147949,0.5671913623809814,-6.1,-6.2
Cc1nc2cc(N)ccc2[nH]1,267791,0.3585380315780639,0.5835874676704407,-6.2,-6.1
Cn1nccc1C=O,268321,0.3942898511886596,0.5695242285728455,-4.9,-4.3
CNCc1cc(C)on1,270877,0.4029407501220703,0.5652146339416504,-5.6,-5.5
N#Cc1ccc(S)cc1,282226,0.3907910883426666,0.5657587647438049,-5.2,-4.8
CNc1ccc(C#N)cc1,282304,0.4015834629535675,0.5764766335487366,-5.6,-5.2
CCNc1ccc(C#N)cc1,282306,0.4077896475791931,0.5768346786499023,-6.0,-5.4
O=S(=O)(NC1CC1)c1cccnc1,283406,0.4056694507598877,0.585067629814148,-7.0,-6.0
Nc1nnc(-c2ccccn2)s1,287381,0.3576857447624206,0.5717558264732361,-7.2,-6.2
CNCc1ccccn1,288348,0.3970274031162262,0.5733683109283447,-5.3,-4.7
Fc1ccc(CNCc2ccccc2)cc1,294455,0.3890683352947235,0.5786056518554688,-8.7,-7.8
Cc1ccc(CNCc2ccccc2)cc1,294476,0.3863644003868103,0.5825623869895935,-9.0,-8.0
CCCCNCc1cccc(C#N)c1,306161,0.4176125824451446,0.5748400688171387,-6.5,-6.5
CCNc1ccc(F)c(F)c1,318472,0.4090897142887115,0.5671550035476685,-6.2,-5.9
CCNc1cccc(Cl)c1,319746,0.4059522151947021,0.5733855366706848,-5.8,-5.4
Clc1ccc(NCc2cccnc2)cc1,320110,0.385009765625,0.5761080384254456,-8.5,-7.2
CCNc1cccc(C#N)c1,320783,0.4092304110527038,0.5745967626571655,-6.0,-5.7
CCNc1cccc(Br)c1,321557,0.4034473598003387,0.5751006007194519,-5.9,-5.4
Cc1cc(F)ccc1NCc1cccc(C#N)c1,326749,0.3946444094181061,0.5740975141525269,-8.8,-8.4
Cc1cc(F)ccc1NCc1ccc(C#N)cc1,326798,0.3928726315498352,0.5759159922599792,-8.1,-8.0
CCOC1CCCNC1,330871,0.4241654574871063,0.5702857375144958,-5.4,-4.4
O=C(O)c1ccc2c(c1)CCN2,330882,0.387957900762558,0.5855746865272522,-7.0,-6.6
CNc1cccc(Br)c1,349183,0.3977419734001159,0.5737599730491638,-5.5,-5.1
CNc1ccc(F)cc1,349256,0.3967799842357635,0.5755119323730469,-5.5,-5.1
O=S(=O)(c1ccc(F)cc1)C(F)(F)F,350708,0.4062474370002746,0.5730034112930298,-7.0,-6.8
Cc1ccccc1CNN,355836,0.4029644727706909,0.5775539875030518,-6.2,-5.9
NS(=O)(=O)C(F)F,358165,0.4395273923873901,0.5408406257629395,-4.5,-4.1
CCCNCCC#N,409566,0.4558717310428619,0.5620313286781311,-4.2,-3.9
CC(C)NC(=O)Nc1cccc(C#N)c1,413091,0.4127363264560699,0.5794617533683777,-7.0,-7.1
Cn1ncc2c1CCCC2=O,414767,0.3869563937187195,0.57382732629776,-6.1,-6.1
Cn1cc(S(=O)(=O)Cl)cn1,415905,0.4062083065509796,0.5729551911354065,-5.3,-5.0
Cc1cc(C)n(CCO)n1,416394,0.4031946063041687,0.5699099898338318,-5.6,-4.9
NC1CCC(CO)CC1,416954,0.399183452129364,0.577756404876709,-5.5,-4.8
CC1COCCN1,417647,0.4326761662960052,0.5718950629234314,-4.4,-3.8
c1ccc2c(c1)NCCO2,417947,0.3891584873199463,0.5815582871437073,-6.3,-5.5
CNc1nccs1,418095,0.3884710371494293,0.568377673625946,-4.4,-3.9
Cn1ccnc1-c1cccc(N)c1,418164,0.3705567717552185,0.582292914390564,-7.8,-6.3
CN1CCN(S(=O)(=O)N2CCNCC2)CC1,419407,0.427230954170227,0.5723820328712463,-5.8,-6.2
CC1CCCC(C)C1N,419489,0.4088613390922546,0.5837901830673218,-5.5,-5.4
NCc1ccc2ncccc2c1,422802,0.3654301464557647,0.5769003033638,-7.0,-6.4
CC(N)C#N,427023,0.4693564176559448,0.5557301640510559,-3.4,-3.2
NS(=O)(=O)N1CCCC1,427795,0.4275265634059906,0.5696790218353271,-5.2,-4.9
NS(=O)(=O)N1CCCCC1,427798,0.4248985052108764,0.5676479935646057,-5.7,-5.3
O=C(O)CN1CCCCC1=O,435797,0.4178137481212616,0.5540837645530701,-6.3,-5.6
Oc1ccc(Cl)nc1,437170,0.392786294221878,0.562059223651886,-5.3,-4.9
CCNCC(F)(F)F,437176,0.4428067803382873,0.5497474670410156,-4.5,-4.2
Cc1cc(-c2ccccc2)ccc1N,440506,0.3675369918346405,0.583646297454834,-8.3,-8.1
Nc1ccc(S(=O)(=O)C2CCCC2)cc1,440522,0.3929060995578766,0.5877289175987244,-7.4,-7.5
CNc1ccncc1,440997,0.3906980752944946,0.5748536586761475,-4.8,-4.3
CNc1nc(C)cs1,441006,0.3907729387283325,0.5656979084014893,-4.8,-4.2
Fc1ccc(-c2nc3ccccc3[nH]2)cc1,457362,0.3504992425441742,0.579504668712616,-8.3,-8.9
COc1ccc(Cc2nc3ccccc3[nH]2)cc1OC,457365,0.3736202120780945,0.5762779116630554,-8.7,-8.1
NCc1cnccn1,459929,0.3940030336380005,0.5671549439430237,-4.8,-4.2
CC(=O)c1ccc(S(=O)(=O)C2CCCC2)cc1,461707,0.3962161839008331,0.5829215049743652,-7.8,-7.6
O=C1COc2cc(S(=O)(=O)Cl)c(Br)cc2N1,465426,0.4022201299667358,0.5734726190567017,-7.0,-6.9
Cc1nc(CC(N)=S)cs1,465432,0.39109668135643,0.5632269978523254,-5.3,-4.4
O=S1(=O)CCCN1,479481,0.4315337240695953,0.5640341639518738,-4.7,-4.1
NCCNc1ccc([N+](=O)[O-])cc1,480879,0.4104137718677521,0.5743144750595093,-6.4,-5.6
CC(=O)c1cc[nH]n1,483956,0.3878775537014007,0.5704759359359741,-5.2,-4.6
NC(=S)c1cccc(O)c1,486582,0.387899249792099,0.5747310519218445,-6.4,-5.4
Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)O)cc2)cc1,487390,0.388226568698883,0.5827755331993103,-8.0,-9.0
CC(C(=O)O)S(=O)(=O)c1ccc(F)cc1,487423,0.4056890308856964,0.5754731893539429,-6.5,-7.0
Cn1cnnc1-c1cccc(N)c1,491528,0.3694075345993042,0.5820832848548889,-7.8,-6.6
Cc1nccs1,491538,0.3817601501941681,0.5564975738525391,-3.9,-3.7
NCc1cccc(S(N)(=O)=O)c1,492866,0.4127983748912811,0.5804435014724731,-6.0,-5.9
NC1CCCc2c1cnn2Cc1ccccc1,492896,0.3760687112808227,0.5891846418380737,-8.6,-7.8
Cn1c(NN)nc2ccccc21,493074,0.372421383857727,0.5784901976585388,-7.2,-6.5
CC1CCCC(N)C1,493084,0.3970605731010437,0.5761376619338989,-5.0,-5.1
Cc1cc(S)nc(C)n1,497341,0.3890129327774048,0.5548152923583984,-5.3,-4.6
CCn1cnnc1-c1cccc(N)c1,497471,0.3760039806365967,0.5814869403839111,-7.8,-6.7
N#Cc1cccc(-c2ncn[nH]2)c1,497935,0.3732066750526428,0.5754684209823608,-7.4,-6.4
NCCS(N)(=O)=O,497940,0.4392638802528381,0.5465799570083618,-4.0,-3.6
CNCc1cccc([N+](=O)[O-])c1,505781,0.4072210490703583,0.5752547979354858,-6.4,-5.9
CC(=O)c1c(C)noc1C,505787,0.3862602114677429,0.5480667948722839,-6.3,-6.0
Cc1ccc(S(=O)(=O)c2ccc(CBr)cc2)cc1,505788,0.3876697123050689,0.5858120322227478,-7.9,-8.1
Cc1nccc(-c2ccc(N)cc2)n1,506460,0.3669672310352325,0.5803233981132507,-7.9,-7.0
Nc1ccccc1S(=O)(=O)C1CCCC1,506463,0.3918687403202057,0.5864023566246033,-7.9,-7.5
CC(C)C(O)c1nccn1C,510158,0.4081096053123474,0.5794727206230164,-6.1,-5.2
CNS(=O)(=O)c1cccc(N)c1,521196,0.4111374318599701,0.5857652425765991,-6.8,-6.0
N#CCCn1nnc2ccccc21,531130,0.3778990805149078,0.577968180179596,-7.1,-6.8
Cn1c(CO)nc2ccccc21,535979,0.3704245984554291,0.5725035071372986,-6.4,-6.1
NC(=S)c1ccnc(Cl)c1,546827,0.3924529552459717,0.5728991627693176,-5.7,-5.1
CC1(C)CNCCO1,550825,0.4275709092617035,0.562714159488678,-4.8,-4.4
c1ccc2c(c1)CCCCN2,550828,0.3859071135520935,0.5862716436386108,-7.6,-6.7
Cc1cc(Cl)c(N)c2cccnc12,550853,0.3646132051944732,0.5744321346282959,-6.6,-6.8
CS(=O)(=O)c1ccc(F)c(S(=O)(=O)Cl)c1,550860,0.4108226299285888,0.5723385214805603,-6.2,-6.8
Cc1cc(O)n(C)n1,551341,0.3959135413169861,0.5662730932235718,-5.0,-4.5
CCS(=O)(=O)NC1CCNCC1,551342,0.4265191853046417,0.5722402930259705,-5.7,-5.8
CCCNc1cccc(N)c1,551749,0.4009234607219696,0.5795718431472778,-6.4,-5.6
CNc1cccc(N)c1,551758,0.3916233479976654,0.5817162394523621,-5.6,-4.9
CCNc1cccc(N)c1,551760,0.3981689810752868,0.5811432600021362,-5.9,-5.3
NS(=O)(=O)C1CCCNC1,551941,0.4159961938858032,0.5719552040100098,-4.8,-5.4
Cc1cc(NC(=O)C(=O)O)no1,552035,0.4015800058841705,0.5612667798995972,-6.4,-5.9
O=S(=O)(NC1CCNCC1)c1ccc(F)cc1,552036,0.4135630130767822,0.582770049571991,-7.2,-7.4
Cc1ccc(S(=O)(=O)Oc2ccc(S(=O)(=O)Cl)cc2)cc1,553910,0.4002380967140198,0.5819113254547119,-8.9,-8.5
NS(=O)(=O)c1ccc(C(=O)CBr)cc1,555848,0.4128479659557342,0.5780574083328247,-6.5,-6.2
O=C(O)CCc1ccc([N+](=O)[O-])cc1,555852,0.4059768915176391,0.5693946480751038,-7.2,-6.6
CCC1CCCNC1,561038,0.4114832580089569,0.581476092338562,-5.0,-4.7
NCc1nccs1,563266,0.3902188539505005,0.5627526640892029,-4.1,-3.6
N#Cc1cccc(COc2cccc(N)c2)c1,563490,0.387317419052124,0.5741214156150818,-8.2,-7.8
Nc1ccnc2ccccc12,564929,0.349904328584671,0.5800719857215881,-7.1,-6.2
O=C1CCCN1CCCl,565141,0.4223148822784424,0.5612373948097229,-5.2,-4.8
N#Cc1cccc(NC(=O)NC2CC2)c1,573037,0.4022296667098999,0.5835930109024048,-7.2,-7.1
Cn1cc(C#N)cn1,588041,0.4007059335708618,0.5695571899414062,-4.7,-4.4
Cn1cc(C(N)=S)cn1,588067,0.3896591961383819,0.5778549313545227,-5.1,-4.3
Cn1cc(C(N)=NO)cn1,588235,0.3912796974182129,0.5783481001853943,-6.0,-5.2
O=[N+]([O-])c1ccc2nc(Cl)ccc2c1,599307,0.3706079721450805,0.5757842063903809,-7.8,-7.3
CC(Br)c1ccccc1F,599503,0.3996942043304443,0.5740719437599182,-6.5,-5.8
Nc1ccncc1Br,602851,0.386783093214035,0.5708418488502502,-4.8,-4.5
Nc1cnc(-c2cccc(F)c2)nc1,602902,0.3694261908531189,0.5770554542541504,-8.0,-6.8
CCNC(=O)c1cc(Cl)ccn1,605787,0.4043194353580475,0.5687017440795898,-6.5,-5.8
NC(=O)c1cc(Cl)ccn1,605924,0.395467460155487,0.5689415335655212,-5.9,-5.6
Oc1ccc(OCc2cccnc2)cc1,606786,0.3815807700157165,0.5711360573768616,-8.0,-7.1
Oc1ccc(OCc2ccncc2)cc1,606809,0.3805945217609405,0.5704100728034973,-7.4,-7.0
CC(C)C(N)c1nc2ccccc2[nH]1,614197,0.3815545737743377,0.5883960127830505,-7.5,-7.1
NCCOc1cccc(F)c1,614198,0.4104414880275726,0.5639036893844604,-5.9,-5.4
O=C1NC2CCCC1CNC2,615871,0.4093338251113891,0.5879784822463989,-5.0,-5.7
NCCS(=O)(=O)N1CCc2ccccc21,616124,0.4029530882835388,0.5814802646636963,-6.6,-6.5
N#Cc1cccc(CNC(=O)CCl)c1,616272,0.4178784787654876,0.5722728967666626,-7.2,-6.6
FC(F)(F)Oc1ccc2c(Cl)ccnc2c1,624737,0.3819163739681244,0.5669605731964111,-8.2,-7.7
Cc1cc(C)n(-c2cccc(N)c2)n1,624786,0.3729184865951538,0.5821508169174194,-8.0,-7.0
CC1CCC(NC2CC2)CC1,624792,0.3961494266986847,0.5878141522407532,-6.0,-6.1
CCCC(C)NC,624801,0.4378270506858825,0.5674794912338257,-4.5,-3.9
Nc1c(C(=O)O)cnc2ccccc12,624840,0.3629965186119079,0.5793757438659668,-6.7,-7.0
N#CC(c1ccccc1)c1ccc(N)cc1,624846,0.3832805752754211,0.5814794898033142,-8.4,-7.6
Oc1ccc2c(c1)CNCC2,624856,0.3910429179668426,0.5839011073112488,-6.8,-6.2
c1ccc2c(c1)CNCCN2,624948,0.3926625251770019,0.5906387567520142,-7.0,-6.2
NC1CCS(=O)(=O)CC1,624951,0.4114036560058594,0.5645762085914612,-4.9,-4.8
Cc1cnccc1C#N,626888,0.3984318375587463,0.560880184173584,-5.5,-4.9
CC(=O)Cc1ccc(C)cc1,627650,0.3993009924888611,0.5719309449195862,-6.6,-6.4
Cc1c(O)cccc1Cl,638539,0.4001170396804809,0.5639308094978333,-6.0,-5.4
NCCCC(N)=O,640281,0.4339261949062347,0.5447769165039062,-4.5,-3.8
O=C(O)CNC(=O)c1cnc2ccccc2c1O,647211,0.3824860155582428,0.5718626976013184,-8.3,-7.7
Nc1cccc(Cl)c1N,671772,0.3939061760902405,0.5837844610214233,-5.5,-5.1
Nc1cnccc1O,679160,0.3879207670688629,0.5735296607017517,-5.0,-4.5
O=C(CCl)Nc1cnc2ccccc2c1,695634,0.3807953000068664,0.5756086707115173,-7.9,-7.4
Brc1cccc(-c2nc3ccccc3[nH]2)c1,701930,0.3487476706504822,0.5793028473854065,-8.4,-8.6
c1ccc2[nH]c(C3CC3)nc2c1,701995,0.3565896153450012,0.5910332798957825,-6.9,-6.8
O=[N+]([O-])c1cc(Cl)ccc1I,708295,0.3992924392223358,0.565125584602356,-6.1,-5.7
NCc1ccc2ccccc2c1,708299,0.3627224564552307,0.5775935053825378,-7.4,-7.0
NCc1cc[nH]n1,784754,0.3932070434093475,0.5729507207870483,-4.5,-3.9
O=[N+]([O-])c1ccc(Cl)cc1I,784869,0.4008798599243164,0.5636089444160461,-6.1,-5.7
NC1COc2ccccc2C1,793885,0.3910332024097442,0.5837101340293884,-6.3,-6.2
CCC1COCCN1,794303,0.4278918802738189,0.5728805661201477,-4.7,-4.4
CC(=O)c1ccc(C)nc1,813256,0.3908306658267975,0.5694290399551392,-6.3,-5.9
CNCC(N)=O,823562,0.4376700222492218,0.5513264536857605,-3.8,-3.5
Oc1cccc2c1OCO2,830142,0.3836477994918823,0.5704198479652405,-6.3,-5.7
CC(C)CCN1CCNCC1,868294,0.4239775538444519,0.5695493221282959,-5.7,-5.4
c1ccc(-n2ncc3c2CCNC3)cc1,869787,0.3686068058013916,0.591941773891449,-8.2,-7.6
CC(C)(O)c1nc2ccccc2[nH]1,876270,0.3760201632976532,0.586225688457489,-7.1,-6.7
CC(C)(C)C(=O)C(=O)O,886137,0.4239293932914734,0.5448558926582336,-4.9,-4.8
Brc1nncs1,886141,0.3764016628265381,0.5485553741455078,-4.1,-4.1
Nc1cnccc1S,887095,0.3832270801067352,0.5689005851745605,-4.6,-4.2
[N-]=[N+]=NCc1cccc(F)c1,896945,0.3982793390750885,0.5600942373275757,-6.8,-6.2
C1CNCCOC1,909528,0.427267462015152,0.560360848903656,-4.3,-3.8
Clc1ccc2nccc(Cl)c2c1,909601,0.3652096390724182,0.5703555345535278,-7.3,-6.8
Nc1ccc(N)cc1,909928,0.3753677010536194,0.5849854946136475,-5.1,-4.7
Nc1cnccc1C=O,909988,0.3891532719135284,0.5718541741371155,-5.4,-4.8
Nc1ccncc1I,909990,0.3858332633972168,0.5727337002754211,-4.8,-4.4
N#Cc1ccc(I)cc1,910096,0.3928146958351135,0.5664365887641907,-5.4,-4.9
O=Cc1ccnc(Cl)c1,910099,0.3940856158733368,0.560619056224823,-5.7,-5.2
OCc1ccnc(Cl)c1,910100,0.3953765332698822,0.5610538125038147,-5.7,-5.1
Fc1ncccc1I,910176,0.3943693935871124,0.5582490563392639,-5.3,-4.7
Clc1nccs1,910179,0.3861273825168609,0.5502358675003052,-3.9,-3.6
Cc1cccc2c(Cl)ccnc12,910191,0.360535055398941,0.5707012414932251,-7.1,-6.9
Cc1ccnc(N2CCNCC2)c1,910208,0.3973816037178039,0.5784093141555786,-7.3,-6.4
Cn1ccc(C(=O)O)n1,910312,0.3912900984287262,0.5733188986778259,-5.3,-4.8
Cc1nc(Cl)cc(Cl)n1,910442,0.3927352428436279,0.5523226261138916,-5.7,-5.0
Cc1cc(Cl)c2cc(F)ccc2n1,910487,0.3671674132347107,0.5663328170776367,-7.7,-7.2
NC(=NO)c1ccc(F)cc1F,910580,0.39674973487854,0.5665852427482605,-6.8,-6.4
N#Cc1ncccc1F,910628,0.3986878991127014,0.5542764663696289,-5.4,-5.0
Nc1ncccc1I,910635,0.3882485330104828,0.5737718939781189,-5.5,-4.6
Nc1ncccc1CO,910640,0.390026181936264,0.5727187991142273,-5.6,-5.4
N#Cc1ccc2cc[nH]c2c1,910756,0.3620675206184387,0.5764755606651306,-6.2,-6.1
NCC1CCCNC1,910761,0.416126400232315,0.5767317414283752,-4.9,-4.0
FC(F)(F)C1CCNCC1,910762,0.4142304062843323,0.5703462958335876,-5.5,-5.7
Brc1cccnc1Br,910776,0.3921025097370147,0.5607156157493591,-5.3,-4.8
Cc1ccc(O)nc1,910777,0.3877722024917602,0.5657638311386108,-5.6,-5.0
Cc1cnccc1Cl,910808,0.3980033099651336,0.5631226301193237,-5.3,-4.7
Brc1cccc2ncccc12,910841,0.3533676862716675,0.5713973045349121,-6.8,-6.5
O=Cc1cccc2cnccc12,910842,0.3553667962551117,0.572364091873169,-6.8,-6.6
O=C(O)c1cccc2cnccc12,910843,0.3577920496463775,0.5745341181755066,-7.4,-6.5
Cc1ccncc1N,910872,0.3890865743160248,0.5741854310035706,-5.3,-4.6
Cc1ccncc1C#N,910894,0.3968069553375244,0.5596444606781006,-5.5,-5.1
