smiles,reagent_id,EGFR_activity,MET_activity,ds_1,ds_2
O=Cc1ccccn1,15,0.4392043575644493,0.6365863442420959,-4.1,-4.6
O=C1CCCCc2ccccc21,16,0.2884529739618301,0.4849160820245742,-6.2,-7.1
CC(C)N,20,0.292460083309561,0.6349234558641911,-3.0,-3.6
O=Cc1cccs1,22,0.4520595595240593,0.5866281777620316,-3.6,-4.0
O=Cc1cccnc1,24,0.2996083334088325,0.7951174736022949,-4.1,-4.4
Cc1cc(N)[nH]n1,26,0.7075145214796066,0.7361774981021881,-4.4,-5.0
Nc1ccc2c(c1)OCO2,27,0.2172638619318604,0.7281749367713928,-5.8,-5.5
N#Cc1ccccn1,33,0.150337210856378,0.5673209935426712,-4.2,-4.5
CC(=O)O,34,0.012171913550992,0.153976037655957,-2.5,-3.1
O=C(O)c1cc(F)c(F)c(F)c1F,37,0.756015008687973,0.999770611524582,-6.1,-6.8
O=S(=O)(Cl)c1ccc(Cl)cc1,38,0.0647355630528181,0.633327865600586,-5.2,-5.8
SC1=NCCS1,47,0.6650981478393078,0.8378002315759658,-3.0,-3.0
O=C(O)c1ccccc1[N+](=O)[O-],58,0.0665999924764037,0.2390452444553375,-5.4,-5.9
Fc1ccccc1CCl,59,0.3843728691339493,0.9777071297168732,-5.2,-5.7
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,60,0.0728358155349269,0.5126499012112617,-5.5,-6.1
NNc1ccc2ccccc2c1,70,0.9509246826171877,0.8240667104721069,-6.6,-7.0
Nc1nc2ccccc2[nH]1,79,0.1404745928943157,0.5734915226697922,-5.9,-5.9
Nc1ccc2c(c1)OCCO2,80,0.3325366575270891,0.9354636251926424,-5.8,-5.9
Cc1ccc(C)c(N)c1,82,0.6502784609794616,0.6653495103120803,-5.4,-5.8
Nc1ccc(S(N)(=O)=O)cc1,89,0.1699530577287077,0.9020118355751038,-6.0,-5.4
Nc1ncccn1,93,0.2948191352188587,0.4996141970157623,-4.3,-4.3
O=C1c2ccccc2-c2n[nH]c3cccc1c23,95,0.4986009806394577,0.7447827339172364,-8.4,-8.9
C1CCNCCCCCNCCCCCNCC1,100,0.1423617153777741,0.6272601336240768,-6.8,-0.8
c1ccc2c(c1)CCCN2,102,0.6381095677614212,0.8967534065246582,-5.7,-6.2
CCOc1ccc(N)c([N+](=O)[O-])c1,104,0.4751384481787681,0.9129549443721772,-5.6,-5.8
NCc1ccc2c(c1)OCO2,105,0.5932970732450485,0.9920012772083282,-5.6,-5.8
COc1ccc(N)c([N+](=O)[O-])c1,106,0.3228545561432838,0.6167034775018692,-5.3,-5.6
N#Cc1ccc(N)c(N)c1,108,0.3176137335598469,0.6570808708667755,-5.0,-5.5
N#Cc1ccc(N)c([N+](=O)[O-])c1,109,0.1500673647969961,0.5637286156415939,-5.4,-5.5
NNC(=O)c1ccc([N+](=O)[O-])cc1,113,0.4700263947248458,0.6181842297315597,-6.3,-6.5
C1CCCNCC1,115,0.1437970645260065,0.5019422404468059,-4.3,-4.5
CN1CCNCC1,116,0.2088343002833426,0.3242569157853722,-3.8,-3.8
NNC(=O)c1ccc2ccccc2n1,117,0.9297952711582184,0.8546395480632782,-7.5,-7.4
Nc1c(C(=O)O)ccc2c1C(=O)c1ccccc1C2=O,121,0.0671865811571478,0.2440698154270649,-8.7,-7.7
CCC(C)N,123,0.4658506955951452,0.9230878710746764,-3.5,-4.4
NNc1ccc([N+](=O)[O-])cc1,124,0.1822718188166618,0.8847409427165985,-5.6,-5.6
CN(C)c1cccc(N)c1,126,0.6141819298267365,0.7531164675951004,-5.5,-5.6
c1ccc2c(c1)CCNC2,127,0.6881390959024429,0.9595622956752776,-5.9,-6.5
CCCCCN,128,0.134873242676258,0.6661197066307067,-3.7,-4.5
NCCCCN,133,0.1652855555061251,0.8936069905757904,-3.7,-4.4
NCc1ccc(Cl)cc1,134,0.8541058242321015,0.9945352435112,-5.2,-5.3
CC1CNCC(C)O1,135,0.0711983480141498,0.8172935724258423,-4.5,-4.5
NNC(=O)c1cccc([N+](=O)[O-])c1,137,0.3627577468752861,0.6392362922430038,-6.4,-6.5
CCN1CCNCC1,146,0.1854341422207653,0.4193546442314982,-4.5,-4.2
C1CCNC1,152,0.1100914284455939,0.5739015862345695,-3.2,-3.9
NC1CCCCC1,155,0.4861230216920376,0.6092252120375633,-4.7,-4.9
Cc1ccnc(N)c1,158,0.5105409860610962,0.6839513123035431,-4.8,-4.9
Cc1cccnc1N,159,0.44663255661726,0.6965809613466263,-5.0,-5.3
Nc1nc(-c2ccccc2)cs1,169,0.3859751060605049,0.6484248012304306,-6.1,-6.9
NNC(=O)c1ccccc1Br,171,0.6866948485374451,0.6935239732265472,-6.2,-6.1
Nc1ccccc1,174,0.3005168661475181,0.3116491079330444,-4.9,-5.0
Nc1ccccc1Br,181,0.4330703124403953,0.7070743680000305,-4.8,-5.0
Nc1ccc(Br)cc1,182,0.3389813937246799,0.6071833729743957,-5.3,-5.0
Nc1cccc(Br)c1,183,0.604931315779686,0.7407449871301651,-5.2,-5.2
Cc1cccc(N)c1,188,0.4919644519686699,0.4979592472314834,-5.3,-5.4
Cc1ccccc1N,190,0.5827242136001587,0.552479836344719,-5.2,-5.4
COc1cccc(N)c1,191,0.4416000634431839,0.5375122159719468,-5.2,-5.2
COc1ccccc1N,192,0.2565207004547119,0.3433683350682258,-5.2,-5.4
Cc1cccc(N)c1C,193,0.7050694704055787,0.7635771036148071,-5.7,-6.0
Cc1ccc(N)c(C)c1,194,0.5533901035785675,0.618036738038063,-5.9,-5.8
Cc1ccc(N)cc1C,195,0.6531516700983048,0.7191855877637863,-6.0,-5.9
Nc1ccc(F)cc1,196,0.4169065915048122,0.8034408211708068,-5.2,-5.4
Nc1cccc([N+](=O)[O-])c1,198,0.1591314071789384,0.5162241205573082,-5.5,-5.6
Nc1ccccc1[N+](=O)[O-],199,0.1963605966418981,0.4494036316871643,-5.1,-5.7
Nc1c(Cl)cccc1Cl,200,0.8346155911684037,0.9952746868133544,-5.0,-5.1
Nc1ccccc1Cl,201,0.6052541941404342,0.8752052426338196,-4.9,-5.2
Cc1ccc(N)cc1[N+](=O)[O-],205,0.2444854333996772,0.527869701385498,-6.0,-5.7
Cc1ccc([N+](=O)[O-])cc1N,206,0.3041703786700964,0.6273675829172134,-5.6,-6.1
Nc1ccc(Cl)c(Cl)c1,209,0.6402769982814789,0.991885107755661,-5.8,-5.4
Nc1ccc([N+](=O)[O-])cc1,210,0.1764527425169944,0.4797040864825249,-5.6,-5.5
Cc1cc(C)c(N)c(C)c1,211,0.3800197120755911,0.6412280663847924,-5.4,-6.2
Nc1ccccc1N,213,0.531064723432064,0.4666174218058586,-5.0,-5.0
Cc1ccc(N)cc1,214,0.4023768030107021,0.4519037008285522,-5.6,-5.5
Nc1cc(Cl)ccc1Cl,216,0.6005420386791229,0.9768850326538084,-5.1,-5.4
Nc1cccc(Cl)c1,218,0.4692889258265495,0.7939880728721619,-5.2,-5.2
Nc1cccc(F)c1,219,0.5889516144990921,0.8897184371948242,-5.1,-5.2
CSc1cccc(N)c1,222,0.7306912660598754,0.9289663136005402,-5.1,-5.2
Cc1ccc(N)cc1Cl,224,0.580265411734581,0.942626678943634,-5.9,-5.6
Nc1cccc2ccccc12,225,0.4897159397602081,0.2889409869909286,-6.6,-6.8
Nc1ccc2ccccc2c1,226,0.6831487596035004,0.3812518194317817,-6.3,-6.8
Nc1cccc(S(N)(=O)=O)c1,230,0.2179664477705955,0.919787347316742,-6.0,-5.9
Nc1ccc(Cl)cc1,231,0.3322740271687507,0.6905074954032898,-5.5,-5.2
Nc1ccccc1I,232,0.6440179824829102,0.8190460234880448,-4.9,-5.0
OC1CCCCCCC1,233,0.4712910480797291,0.3627941155806183,-5.6,-5.9
Nc1ccccc1C(F)(F)F,234,0.4949875742197037,0.6632822453975677,-5.7,-6.3
Nc1cccc(C(F)(F)F)c1,236,0.2675805132836103,0.7230800569057465,-6.0,-6.4
Nc1nccs1,239,0.4090243235230446,0.6035638749599457,-3.8,-3.7
Clc1ccccn1,242,0.3659576006233692,0.823506098985672,-4.2,-4.6
Brc1cccnc1,243,0.5303952932357788,0.9066073954105376,-4.0,-4.2
Oc1ccccn1,249,0.34119802005589,0.3693125389516353,-4.5,-4.7
O=C1Nc2ccccc2C1=O,253,0.1075778568163514,0.4797351360321045,-5.9,-6.0
Nc1ccc(Br)cn1,255,0.631739205121994,0.9044627666473388,-5.1,-4.7
Cc1ccc2ccccc2n1,258,0.4613348186016083,0.4302424311637878,-5.9,-6.6
Oc1cccc2cccnc12,260,0.3946290198713541,0.4309195026755333,-6.1,-6.2
Sc1ccc2ccccc2n1,261,0.3935386180877686,0.5469192281365395,-5.6,-6.2
O=C1Nc2cccc3cccc1c23,263,0.7684200346469879,0.8455157995223999,-7.1,-7.7
Cc1ncc([N+](=O)[O-])[nH]1,265,0.3959698513150215,0.7724010854959488,-4.3,-5.2
c1ccc2[nH]cnc2c1,267,0.6050333350896835,0.4088059067726135,-5.1,-5.4
NNc1nc2ccccc2s1,270,0.8097736477851868,0.9273330748081208,-6.1,-6.0
Cc1nc2ccccc2[nH]1,271,0.215601123124361,0.4888904064893722,-5.5,-5.8
C=Cc1ccncc1,272,0.5629030615091324,0.8780292987823486,-4.4,-4.8
c1ccc2[nH]nnc2c1,275,0.7728304207324982,0.7145195543766022,-5.1,-5.4
Brc1ccccn1,276,0.3435646280646324,0.7423151403665542,-4.1,-4.5
Sc1nc2ccccc2[nH]1,280,0.1549492686986923,0.6024972498416901,-5.1,-5.4
Sc1nc2ccccc2s1,282,0.2864451333880424,0.6447970360517502,-4.9,-5.3
O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,284,0.0412604785058647,0.6187742695212364,-6.2,-6.5
O=C1Nc2ccc(Br)cc2C1=O,285,0.2239118132740259,0.8138217031955719,-5.8,-6.2
O=C1Nc2c(Cl)cc(Cl)cc2C1=O,286,0.1957967136055231,0.9759812653064728,-6.4,-6.5
Nc1cccc2cnccc12,303,0.6042759656906128,0.5174563527107239,-6.2,-6.2
CCCCC=O,310,0.163132076151669,0.4897750280797481,-3.2,-4.3
O=Cc1ccccc1,313,0.1859905831515789,0.4277375340461731,-4.5,-5.2
O=Cc1ccc(O)cc1,314,0.2893621832132339,0.6329444795846939,-5.4,-5.1
O=Cc1ccccc1O,320,0.3832211039960384,0.538505345582962,-4.8,-5.5
O=Cc1ccccc1Cl,321,0.3750645935535431,0.8497276425361633,-4.8,-5.6
O=Cc1cccc([N+](=O)[O-])c1,323,0.0819758159108459,0.636148938536644,-4.9,-5.6
O=Cc1ccc([N+](=O)[O-])cc1,324,0.086774665582925,0.6654773265123367,-5.1,-5.6
O=Cc1cccc2ccccc12,325,0.4577710688114166,0.3644893273711204,-6.2,-7.1
O=Cc1c(O)ccc2ccccc12,326,0.7335811764001846,0.5327339440584182,-6.4,-6.7
O=Cc1ccco1,328,0.4178605571389198,0.5169376686215401,-3.7,-4.3
O=Cc1ccc(Cl)cc1,334,0.2659480422735214,0.8411833643913269,-4.8,-5.3
O=Cc1c(F)cccc1Cl,339,0.8324286103248596,0.9949394047260284,-5.3,-5.9
O=Cc1ccc2c(c1)OCCO2,344,0.3348348721861839,0.9669855117797852,-5.3,-6.0
O=Cc1ccc(F)cc1,345,0.3603980131447315,0.9082547008991242,-4.8,-5.3
O=Cc1ccccc1OC(F)F,346,0.4368775725364685,0.8568855345249176,-5.4,-6.2
O=Cc1cccc(Br)c1,347,0.4997916132211685,0.849507999420166,-4.7,-5.3
O=Cc1ccccc1[N+](=O)[O-],348,0.0895610788837075,0.4169178292155265,-5.0,-5.6
O=Cc1ccc(Cl)cc1Cl,351,0.4723662778735161,0.9833317637443544,-4.9,-5.8
O=Cc1ccc(O)cc1O,356,0.570214906334877,0.740306144952774,-5.5,-5.3
CCCCC(C)=O,358,0.1518220857484266,0.2109826650470495,-3.7,-4.5
CCCC(=O)CCC,359,0.1102684617973864,0.3451491770334541,-3.9,-4.4
CC(=O)CC(C)=O,360,0.1787805321044288,0.2850784730166197,-3.7,-4.3
N#Cc1ccncc1,362,0.171481445711106,0.7344222128391266,-4.1,-4.2
CC(=O)c1ccc(Br)cc1,365,0.1639914289116859,0.6202396094799042,-5.2,-5.8
CC(=O)c1cccc(Br)c1,367,0.2207771643996238,0.6364476293325424,-5.1,-5.9
CC(=O)c1ccc(C)cc1,368,0.265705893933773,0.5790557205677033,-5.5,-6.0
CC(=O)c1cccc2ccccc12,377,0.1230389408767223,0.1568380922079086,-6.7,-7.7
CC(C)(O)C#N,378,0.009429298422583,0.2020834015216678,-3.5,-3.4
CC(=O)C(C)(C)C,379,0.1433279429911635,0.2003288362640887,-4.1,-4.3
CC(=O)C=C(C)C,381,0.1272092038969276,0.3667679590638727,-4.0,-5.2
O=C1c2ccccc2-c2ccccc21,384,0.1068166248500347,0.2430262632668018,-7.4,-8.0
O=C(CCl)c1ccc(Cl)cc1Cl,386,0.2706508889794349,0.9591225802898408,-5.4,-6.4
CC(=O)c1ccc(O)cc1,389,0.1638825967907905,0.4983544319868088,-5.6,-5.7
CC(=O)c1ccc([N+](=O)[O-])cc1,392,0.1355963166803121,0.4885640159249306,-5.4,-6.1
CC(=O)c1ccc(Cl)cc1,394,0.1679600078612566,0.7175776660442352,-5.3,-5.7
CC(=O)c1ccccc1Cl,396,0.08427604008466,0.4446870148181915,-5.3,-6.1
CN1CCC(=O)CC1,398,0.3958798877894878,0.1272840379737317,-4.5,-4.3
CC1CCCNC1,410,0.1693619194207713,0.4581062771379948,-4.3,-4.5
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,415,0.2869076333940029,0.8609865844249726,-5.5,-6.1
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,416,0.2041740460554137,0.5696946494281292,-5.7,-5.4
O=C(O)c1cccc([N+](=O)[O-])c1,417,0.1351588761433959,0.5271452859044075,-5.2,-5.8
CC(C)(C)C(=O)O,418,0.0129175826969003,0.3673680029809475,-3.8,-4.1
O=C(O)c1ccccc1Br,419,0.215148451924324,0.4302953630685806,-5.1,-5.7
Nc1cccc(C(=O)O)c1,420,0.3537458121776581,0.4514815300703049,-5.5,-5.7
O=C(O)c1ccccc1Cl,421,0.2935108162462711,0.6065218955278396,-5.2,-5.9
O=C(O)CCCCC(=O)O,422,0.3543212510645389,0.4864309690892696,-4.1,-4.5
O=C(O)c1ccccn1,423,0.2407835924997926,0.3613126762211323,-4.5,-4.9
O=C(O)c1ccc(O)cc1,424,0.3951041039079427,0.5328548043966294,-5.7,-5.6
O=C(O)CC(=O)O,425,0.061790805705823,0.8022962138056755,-3.4,-4.0
CC(C)C(=O)O,431,0.0127432400215184,0.5560606956481934,-3.5,-4.5
O=C(O)Cc1cccc2ccccc12,432,0.5224350914359093,0.8865764975547791,-6.7,-7.7
NCCCCCC(=O)O,434,0.25759790930897,0.5824355006217956,-4.1,-4.1
O=C(O)C=CC(=O)O,436,0.0675109206174966,0.4058163188397884,-3.7,-4.6
O=C(O)c1ccc(Br)cc1,441,0.3752614125609398,0.6904667347669602,-5.0,-5.8
O=C(O)COc1ccccc1[N+](=O)[O-],448,0.664749625325203,0.9678540468215944,-5.2,-6.0
O=C(O)CO,454,0.488798625767231,0.9196634888648988,-3.0,-3.8
O=C(O)CCCCCC(=O)O,455,0.3256256636232137,0.4367517549544573,-4.3,-4.7
O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],456,0.0941159527050331,0.3469211865216494,-5.6,-6.2
O=C(O)CS,461,0.2005254467949271,0.8148007363080978,-2.5,-3.1
O=C(O)c1ccc(F)cc1,464,0.4291831716895103,0.8290945202112198,-5.1,-5.7
O=C(O)c1cccc(O)c1,465,0.3356255698949099,0.4556981533765792,-5.5,-5.8
CCCCC(=O)O,468,0.1962672589346766,0.5439257815480232,-3.5,-4.5
CCCC(=O)O,470,0.1717894873116165,0.6144736900925636,-3.2,-4.2
O=C(O)c1ccc(Cl)cc1,471,0.4044668328016996,0.7558459788560867,-5.1,-5.7
O=C(O)c1ccccc1O,472,0.2120814219117164,0.2609560325741767,-5.1,-5.8
O=C(O)c1cccnc1,473,0.3918446499854326,0.6003527611494064,-4.5,-4.9
CCCCCCCCC(=O)O,474,0.3242336052469909,0.3191819773055613,-4.5,-5.0
Nc1ccc(C(=O)O)cc1,476,0.3442937914282084,0.4428509518504143,-5.7,-5.5
O=C(O)CCC(=O)c1cccs1,480,0.2108447771519422,0.3790311194956303,-4.8,-5.4
Nc1ccc(C(=O)O)cc1[N+](=O)[O-],481,0.3276792328804731,0.5446960493922234,-5.5,-5.8
O=C(O)CCCCCCC(=O)O,487,0.324516599625349,0.3597727192565799,-4.6,-4.9
O=C(O)c1ccc2ccccc2n1,488,0.5507109679281712,0.4569636240601539,-6.2,-7.0
O=C(O)c1ccco1,490,0.221247717551887,0.2658101443201303,-4.1,-4.5
CCCCO,493,0.2152038905769586,0.8380394518375397,-3.4,-4.3
CCC(C)O,494,0.3554759990423918,0.8365650802850724,-3.5,-4.3
OC1CCCCC1,497,0.5703619450330735,0.4027165535837412,-4.6,-4.9
OCCCl,499,0.0810200550127774,0.9906170010566712,-2.8,-3.4
COCCO,500,0.2104086440056562,0.9485155761241912,-3.0,-3.7
CC(O)C(C)O,503,0.1434530666563659,0.6910669937729835,-3.6,-4.5
OCCCCO,504,0.7139320313930512,0.9397612571716308,-3.6,-4.5
C=C(C)CO,506,0.8795252084732056,0.9088012218475342,-3.5,-4.5
CC(C)CCO,510,0.2624238012824207,0.411240841448307,-3.6,-4.8
CC(C)CO,512,0.3089844822883606,0.9116879343986511,-3.5,-4.3
CCCO,513,0.1490648675709963,0.9858500719070434,-3.0,-3.7
CCCCS,518,0.1647454949095845,0.7263234287500382,-2.7,-3.5
OC1CCCC1,521,0.6495316594839096,0.473662269115448,-3.8,-4.8
Nc1ncnc2[nH]cnc12,524,0.4472912073135376,0.4738238573074341,-5.3,-5.2
CC(C)CC(N)C(=O)O,528,0.5603313948959112,0.9501520454883576,-4.4,-4.6
CC(O)C(N)C(=O)O,530,0.5428742960095405,0.9947628617286682,-4.2,-4.3
CC(C)C(N)C(=O)O,532,0.5960316250100732,0.9947115302085876,-4.3,-4.6
Ic1ccccc1,534,0.4549999266862869,0.6144434988498688,-4.3,-4.8
N#CCc1ccccc1,535,0.0483918499900028,0.8425402998924255,-4.7,-5.5
O=[N+]([O-])c1cc(Cl)ccc1Cl,538,0.1347785910591483,0.926098358631134,-5.1,-5.6
Cc1ccc(Br)cc1,539,0.5274017184972764,0.6943704903125762,-4.8,-5.4
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,541,0.1429926708340644,0.7841186046600341,-5.4,-5.9
Oc1ccccc1F,544,0.4407894864678383,0.8692169785499573,-5.2,-5.4
Oc1ccc(Br)cc1,545,0.2822712212800979,0.6399722069501876,-5.3,-5.0
Oc1ccccc1Cl,546,0.4465040549635887,0.8469235479831696,-4.8,-5.2
Oc1ccc(Cl)cc1,547,0.2081023320555687,0.6316045373678207,-5.4,-5.2
Sc1ccc(Cl)cc1,548,0.350684443116188,0.8162626028060913,-4.4,-4.8
Nc1cccc(O)c1,549,0.370121930539608,0.4234694182872772,-5.1,-5.3
O=[N+]([O-])c1ccc(O)cc1,550,0.0613586562685668,0.5490352988243103,-5.7,-5.5
Oc1c(Cl)cc(Cl)cc1Cl,551,0.8480524301528931,0.9994279265403748,-5.2,-5.4
Oc1c(Br)cc(Br)cc1Br,552,0.8925762236118316,0.9942881405353546,-4.9,-5.2
Cc1ccc(O)cc1,560,0.3243307918310165,0.4513779297471046,-5.5,-5.4
Cc1cccc(O)c1,561,0.5031046628952026,0.5138643056154251,-5.3,-5.4
Cc1ccccc1O,562,0.4035768553614616,0.5677150905132293,-5.1,-5.4
Oc1ccc(F)cc1,564,0.3186781290918589,0.7842544496059418,-5.1,-5.3
Oc1ccccc1,566,0.2199452698230743,0.2869726985692978,-4.7,-5.0
Cc1cccc(C)c1O,567,0.7257711976766587,0.8554170250892639,-5.1,-5.7
Oc1cccc(Br)c1,568,0.6689309507608414,0.740266963839531,-5.1,-5.3
Oc1ccc(Br)cc1Br,570,0.6983170688152314,0.9399941325187684,-4.8,-5.3
N#Cc1ccc(O)cc1,571,0.136899821087718,0.5861749738454819,-4.9,-5.2
Oc1cccc(Cl)c1,572,0.5106994286179543,0.8057690441608429,-5.1,-5.3
O=[N+]([O-])c1ccccc1O,573,0.0988525535911321,0.4238435685634613,-5.1,-5.8
Oc1ccccc1-c1ccccc1,574,0.3625422179698944,0.2832365252077579,-6.9,-7.7
Oc1ccc2c(c1)OCO2,576,0.2196795515716076,0.7482471168041229,-5.8,-5.6
Oc1ccc(Cl)cc1Cl,579,0.5752755463123321,0.9818396925926208,-5.4,-5.4
CCBr,584,0.0181361327995546,0.8207843184471131,-2.2,-3.0
CC(C)I,589,0.1193872340023517,0.3626583328470588,-2.7,-3.6
CCCI,590,0.0360060034203343,0.8686138212680816,-2.7,-3.6
CCCCCl,592,0.0390761150280013,0.6321024805307388,-3.0,-3.9
CCCCBr,593,0.0538839039043523,0.5901526242494584,-3.1,-3.8
CCCCI,594,0.0826409761793911,0.6378263980150223,-3.0,-3.5
CC(C)CBr,595,0.1555928070098161,0.5368125975131989,-3.1,-4.3
CCCCCBr,599,0.0896274214959703,0.4288129871711135,-3.3,-4.0
CCCCCCBr,602,0.142623757245019,0.3465857289731502,-3.4,-4.0
CCCCCCCCl,604,0.1769361847778782,0.3130141829140484,-3.8,-4.3
CCCCCCCCCl,605,0.2446432833094149,0.2896576855331659,-4.0,-4.5
CCCCCCCCI,606,0.31239142739214,0.3056679170113057,-4.0,-4.6
CCCCCCCCCCBr,607,0.3800885600969195,0.2559242530958727,-4.3,-5.1
CCCCCCCCCCI,608,0.4042708926834166,0.2753147450974211,-4.5,-4.8
N#Cc1ccc(CCl)cc1,613,0.1881788767874241,0.9265023589134216,-4.8,-5.5
ClCc1ccc(Cl)cc1,615,0.400483700633049,0.9606269240379334,-4.9,-5.4
O=[N+]([O-])c1ccc(CBr)cc1,616,0.1882931422442197,0.8115062415599823,-5.1,-5.8
CCCCCI,622,0.1272729219403117,0.4745155181735754,-3.3,-3.8
CCCCCCCCCCl,624,0.3040026568807661,0.2732096928171813,-4.2,-4.9
NC(=O)CCl,628,0.1630189304007217,0.9196602702140808,-3.4,-4.0
NS(=O)(=O)c1ccccc1,642,0.1326442467980086,0.8942742347717285,-5.4,-5.4
NS(=O)(=O)c1ccc2ccccc2c1,643,0.323288007453084,0.8540403068065643,-6.7,-7.2
NS(=O)(=O)c1cc(Cl)ccc1Cl,644,0.344429462403059,0.983723121881485,-5.4,-5.8
NS(=O)(=O)c1ccc(Cl)cc1,645,0.0892302510794252,0.9327968657016754,-5.2,-5.6
NNC(N)=S,651,0.6686890192329884,0.9860337436199188,-3.5,-4.1
O=Cc1cc(Br)ccc1O,657,0.778160834312439,0.9101848125457764,-5.0,-5.3
CC(=O)c1ccc(C#N)cc1,659,0.1035903360694646,0.5977109730243683,-5.2,-5.9
O=C(O)c1c(F)cccc1Cl,661,0.7174993425607681,0.9851019501686096,-5.6,-6.3
S=C=Nc1ccc(Cl)cc1,669,0.2967649970203638,0.9758816540241242,-5.0,-5.6
CCCCCCCCCCC(=O)O,672,0.4048204427585006,0.2987828424200415,-4.7,-5.2
O=C(O)CCCC(=O)O,673,0.428857097029686,0.5227199897170067,-3.8,-4.2
CCCCCCCC(=O)O,674,0.2691098093055188,0.3333352586254478,-4.4,-4.6
CC(=O)C(=O)O,675,0.0104330507339909,0.0781367659452371,-3.2,-4.0
C1COCCN1,686,0.0128456002672464,0.9106160283088685,-3.5,-3.4
COc1ccccc1O,688,0.2400905489921569,0.3625565126538276,-5.1,-5.4
CC(=O)c1ccccc1O,689,0.0721411988139152,0.1704318989068269,-5.3,-5.9
CCCBr,693,0.0236714709259103,0.83468878865242,-2.7,-3.7
CC(=O)C(F)(F)F,695,0.7038701303303242,0.3020373435458168,-3.8,-5.0
NCCN,699,0.1258589477802161,0.995668202638626,-2.8,-3.5
CC(=O)N1CCNCC1,702,0.1697493294253945,0.3760959140956402,-4.8,-4.6
Nc1ccc(C(=O)O)cn1,703,0.4939524412155151,0.6402854442596435,-5.4,-5.1
O=C(c1ccccc1)c1ccc(F)cc1,706,0.3316945366561413,0.7747741520404816,-7.2,-8.1
Oc1cccc(F)c1,707,0.6496945589780807,0.8900079369544983,-5.0,-5.3
O=C(O)c1ccc([N+](=O)[O-])cc1,708,0.1518295397982001,0.5096346102654934,-5.2,-6.0
NCCCCCCN,712,0.2466171568725258,0.6164504954591393,-4.3,-4.5
Cc1ccsc1C(=O)O,713,0.6066395252943039,0.5975233316421509,-4.5,-4.9
O=C(O)c1cccc(Cl)c1,721,0.3476407051086426,0.7416794866323471,-4.9,-5.7
Oc1cccc2ccccc12,724,0.4811031028628349,0.2974798291921615,-6.5,-6.9
O=[N+]([O-])c1cccc(C=NO)c1,725,0.1944861628115177,0.8448721647262574,-5.4,-5.8
O=S(=O)(Cl)c1ccccc1,726,0.0829541636165231,0.3969833925366401,-5.3,-5.7
BrCc1ccc(Br)cc1,730,0.404997731745243,0.9317177653312684,-4.8,-5.4
CC(C)(C)N,735,0.3103907516924664,0.3707661845255643,-3.2,-3.2
CCC(=O)O,738,0.0402708567329682,0.559800286591053,-3.0,-3.8
CC(O)C(=O)O,740,0.1389038791181519,0.6755331596359611,-3.5,-4.3
Cc1cc([N+](=O)[O-])ccc1N,745,0.3102682702243328,0.6275898486375808,-5.8,-5.9
CNc1ccc([N+](=O)[O-])cc1,748,0.1390989443287253,0.7286503940820694,-5.0,-5.5
Cc1cc(Cl)ccc1N,751,0.57296402156353,0.8881828904151916,-5.8,-5.7
Nc1ccc(Oc2ccccc2)cc1,752,0.2990670301020145,0.2988155603408813,-6.6,-7.6
Nc1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1,755,0.3700236439704895,0.9787476122379304,-7.7,-7.7
Nc1ccc(-c2ccc(N)cc2)cc1,758,0.7459425687789917,0.6100416481494904,-6.9,-7.9
Nc1ccccc1F,760,0.6604986131191254,0.8985240042209626,-5.2,-5.4
Cc1c(N)cccc1Cl,761,0.7389303207397461,0.9574349105358124,-5.6,-5.8
Nc1ccc(Cl)cc1Cl,762,0.5952188014984131,0.9856502652168274,-5.5,-5.4
NC1=NCCS1,770,0.3890568603761494,0.9358320832252502,-3.9,-4.2
CCCCN,772,0.0834853452513925,0.845605018734932,-3.5,-4.2
CN1CCN(N)CC1,775,0.4269302120432258,0.3700093205086887,-4.3,-3.7
CC1CCCC(C)N1,776,0.6425156079232692,0.6941523239016533,-4.4,-5.1
CC1CNCC(C)C1,777,0.2043420261732535,0.49421097189188,-5.0,-5.0
NCc1ccccn1,778,0.918683695793152,0.993963533639908,-4.6,-4.8
NCc1cccnc1,782,0.9160751342773438,0.9956257283687592,-4.7,-4.6
NCCN1CCNCC1,784,0.1872277995687909,0.6291039697825909,-5.3,-4.3
CCCCNCCCC,786,0.1753315527923405,0.6022617980837822,-4.1,-4.3
Nc1ccc(-c2ccccc2)cc1,787,0.6645874083042145,0.4571599900722504,-6.8,-8.0
Cc1cc(I)ccc1N,788,0.6992803573608398,0.8826992154121399,-5.3,-5.6
Nc1cc(Cl)cc(Cl)c1,789,0.4012238387018442,0.9687814474105836,-5.2,-5.2
O=C(O)C1CCNCC1,792,0.3161982141435146,0.6660550698637963,-4.9,-4.7
O=C(O)c1ccc(I)cc1,795,0.4468230463564396,0.7605666220188141,-5.0,-5.7
O=C(O)c1ccc(Cl)cc1Cl,812,0.4731633752584457,0.9515065729618072,-5.3,-6.2
