smiles,reagent_id,PIK3CA_activity,MTOR_activity,ds_1,ds_2
O=Cc1ccc2c(c1)OCCO2,344,0.7906213104724884,0.9333016991615296,-5.5,-6.0
O=Cc1ccc(F)cc1,345,0.6452997893095016,0.547514733672142,-5.4,-5.8
O=Cc1ccccc1OC(F)F,346,0.4527783721685409,0.8667135894298553,-6.1,-6.2
O=Cc1cccc(Br)c1,347,0.9864219188690184,0.6921752601861954,-5.3,-5.7
O=Cc1ccccc1[N+](=O)[O-],348,0.1910020735114813,0.8246386528015137,-5.7,-5.8
O=Cc1ccc(O)cc1O,356,0.7194827198982239,0.9741354823112488,-5.5,-5.3
CCCCC(C)=O,358,0.2538943666964769,0.9986048579216004,-4.2,-4.3
CCCC(=O)CCC,359,0.5153773004189134,0.99801344871521,-4.3,-4.6
CC(=O)CC(C)=O,360,0.0586790549918077,0.9572561085224152,-3.8,-4.0
N#Cc1ccncc1,362,0.098800728842616,0.7481497526168823,-4.4,-4.5
CC(=O)c1ccc(Br)cc1,365,0.8057894170284271,0.5644010603427887,-5.5,-5.9
CC(=O)c1cccc(Br)c1,367,0.8642741322517395,0.5657117813825607,-5.7,-6.4
CC(=O)c1ccc(C)cc1,368,0.272584069520235,0.5547527939081192,-5.9,-6.2
CC(C)(O)C#N,378,0.1412229504669085,0.999628323316574,-3.6,-3.3
CC(=O)C(C)(C)C,379,0.0033051619182515,0.999766194820404,-4.2,-4.2
O=C1c2ccccc2-c2ccccc21,384,0.7291107662022114,0.9861576914787292,-8.2,-8.6
O=C1CCCCCCCCCCC1,387,0.78192418217659,0.8880316913127899,-6.6,-6.6
O=C1CCCCCC1,388,0.8517435550689697,0.9127995789051055,-5.3,-5.5
CC(=O)c1ccc(O)cc1,389,0.3958190090954304,0.9380738735198976,-5.6,-5.8
CC(=O)c1ccc([N+](=O)[O-])cc1,392,0.0838433668017387,0.6719491153955459,-5.9,-6.1
CC(=O)c1ccc(Cl)cc1,394,0.5724252000451088,0.592805951833725,-5.7,-5.9
O=C1CCCC1,395,0.9158064723014832,0.9301454126834868,-4.2,-4.6
CC(=O)c1ccccc1Cl,396,0.522997784614563,0.7661710321903229,-6.1,-6.1
CCOC(=O)CCl,409,0.5853675469756127,0.980612164735794,-3.3,-3.8
CC1CCCNC1,410,0.5795890867710114,0.9958892405033112,-4.5,-5.0
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,416,0.0312157105654478,0.7185621798038483,-6.3,-6.3
O=C(O)c1cccc([N+](=O)[O-])c1,417,0.0184324325993657,0.8210201799869538,-5.8,-6.0
CC(C)(C)C(=O)O,418,0.0102761821850435,0.9563814461231231,-4.1,-4.0
O=C(O)c1ccccc1Br,419,0.6725267797708512,0.7854966402053833,-5.8,-6.0
Nc1cccc(C(=O)O)c1,420,0.0571760772727429,0.9457532346248628,-5.5,-5.7
O=C(O)c1ccccc1Cl,421,0.3503220338374376,0.7932679772377014,-5.9,-6.0
O=C(O)CCCCC(=O)O,422,0.2748701903969049,0.9008537471294404,-4.6,-4.4
O=C(O)c1ccccn1,423,0.3199978098273277,0.9505870699882508,-5.1,-5.1
O=C(O)c1ccc(O)cc1,424,0.1993586100637912,0.975654935836792,-5.3,-5.6
O=C(O)CC(=O)O,425,0.3671766152605414,0.8889203161001206,-3.4,-3.6
CC(C)C(=O)O,431,0.1833954497240483,0.8654411435127258,-3.6,-4.2
NCCCCCC(=O)O,434,0.5162127643823624,0.9928748488426208,-4.2,-4.1
O=C(O)c1ccc(Br)cc1,441,0.5775625169277191,0.715547862648964,-5.3,-5.8
O=C(O)c1ccncc1,444,0.0159357527969405,0.9266680121421814,-4.8,-5.0
O=C(O)COc1ccccc1[N+](=O)[O-],448,0.0615651179105043,0.8753162145614624,-6.1,-5.9
O=C(O)CO,454,0.1384478816762566,0.8755886673927307,-2.8,-3.0
O=C(O)CCCCCC(=O)O,455,0.2680745903402567,0.9524258971214294,-4.4,-4.6
O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],456,0.0636895582079887,0.7020074874162674,-6.1,-6.1
O=C(O)CS,461,0.188552612811327,0.8867207407951355,-2.5,-2.8
O=C(O)c1ccc(F)cc1,464,0.3480923883616924,0.6858240455389023,-5.7,-6.0
O=C(O)c1cccc(O)c1,465,0.0922439213842153,0.9551039218902588,-5.5,-5.8
CCCCC(=O)O,468,0.3147034265100956,0.9822380721569062,-4.2,-4.2
CCCC(=O)O,470,0.2863982006907463,0.9307384014129638,-3.9,-4.0
O=C(O)c1ccc(Cl)cc1,471,0.2638153277337551,0.7506126403808594,-5.5,-5.7
O=C(O)c1ccccc1O,472,0.2975832358002662,0.9772167444229126,-6.0,-5.7
O=C(O)c1cccnc1,473,0.0105785237625241,0.8785675048828125,-5.0,-5.0
CCCCCCCCC(=O)O,474,0.3542787618935108,0.9982262492179872,-5.1,-5.1
Nc1ccc(C(=O)O)cc1,476,0.1283056484535336,0.9713838517665864,-5.3,-5.5
O=C(O)CCCCCCC(=O)O,487,0.2668290019035339,0.9725560665130616,-5.0,-4.7
O=C(O)c1ccc2ccccc2n1,488,0.1875452149659395,0.963978922367096,-6.9,-7.0
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,489,0.270800269767642,0.6746696829795837,-5.9,-6.0
CCCCO,493,0.4246705681085586,0.9989495158195496,-3.5,-3.7
CCC(C)O,494,0.074829783802852,0.9994741141796112,-3.7,-3.7
OC1CCCCC1,497,0.7540156006813049,0.9842746615409852,-4.9,-5.0
OCCCl,499,0.6048749908804893,0.9973933398723602,-2.8,-2.7
COCCO,500,0.5974132992327214,0.9987642526626588,-2.7,-2.7
CC(O)C(C)O,503,0.2028505027119536,0.9973098516464234,-3.8,-3.6
OCCCCO,504,0.3882688418030738,0.9982639849185944,-3.5,-3.4
C=C(C)CO,506,0.2872435927391052,0.991593986749649,-3.4,-3.8
CC(C)CCO,510,0.130497068632394,0.9999013006687164,-3.7,-4.1
CC(C)CO,512,0.1827637746930122,0.9994965732097626,-3.5,-3.8
CCCO,513,0.3909221142530441,0.9979511857032776,-3.1,-3.2
CCCCS,518,0.5061756283044815,0.9993634998798372,-3.2,-3.5
OCCS,519,0.3791546493768692,0.9905154526233672,-2.4,-2.3
OC1CCCC1,521,0.7625996947288514,0.9907573163509368,-4.5,-4.4
Nc1ncnc2[nH]cnc12,524,0.0350190617144107,0.8872970223426819,-4.9,-5.0
Nc1nc2[nH]cnc2c(=O)[nH]1,525,0.4039590358734131,0.9893161654472352,-5.2,-5.5
Ic1ccccc1,534,0.1402517868205905,0.9688114941120148,-5.3,-5.3
N#CCc1ccccc1,535,0.5421996414661407,0.9076177775859832,-5.6,-5.7
Cc1ccc(Br)cc1,539,0.9681996822357176,0.6707536399364471,-5.2,-5.8
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,541,0.3190546125173569,0.6622739911079407,-5.7,-5.8
Oc1ccccc1F,544,0.588442650437355,0.8592318296432495,-5.4,-5.3
Oc1ccc(Br)cc1,545,0.9420873820781708,0.820970767736435,-4.9,-5.2
Oc1ccccc1Cl,546,0.640039810538292,0.9056855618953704,-5.5,-5.3
Oc1ccc(Cl)cc1,547,0.9075490057468414,0.8592552125453949,-4.9,-5.3
Sc1ccc(Cl)cc1,548,0.8874020636081695,0.7979891061782837,-4.6,-5.2
Nc1cccc(O)c1,549,0.9787763297557832,0.9968155264854432,-5.0,-5.1
O=[N+]([O-])c1ccc(O)cc1,550,0.4963000871241093,0.9563847661018372,-5.1,-5.4
Cc1ccc(O)cc1,560,0.8831569910049438,0.9327256917953493,-5.0,-5.6
Cc1cccc(O)c1,561,0.9569682359695436,0.907783854007721,-5.3,-5.7
Cc1ccccc1O,562,0.2373881116509437,0.9399926841259004,-5.7,-5.6
Oc1ccc(F)cc1,564,0.9077670991420744,0.8068801581859588,-5.1,-5.5
Oc1ccccc1,566,0.3267825249582529,0.9955769181251526,-5.1,-5.1
Cc1cccc(C)c1O,567,0.2988294020295143,0.7140954971313477,-5.9,-6.2
Oc1cccc(Br)c1,568,0.9953053534030916,0.8942580103874207,-5.2,-5.4
Oc1ccc(Br)cc1Br,570,0.9857053399086,0.8147479116916656,-5.3,-5.3
N#Cc1ccc(O)cc1,571,0.5468257874250412,0.8647467494010925,-5.0,-5.3
Oc1cccc(Cl)c1,572,0.9810306668281557,0.8955732166767121,-5.1,-5.4
O=[N+]([O-])c1ccccc1O,573,0.3844933707267046,0.9536894619464874,-5.8,-5.6
Oc1ccccc1-c1ccccc1,574,0.2629457838833332,0.9957199037075044,-7.2,-8.0
Oc1ccc2c(c1)OCO2,576,0.5278651349246501,0.988756877183914,-5.4,-5.7
Oc1ccc(Cl)cc1Cl,579,0.940977656841278,0.7817701816558837,-5.4,-5.6
OCCBr,583,0.705425463616848,0.9972482919692992,-2.6,-2.8
CCBr,584,0.9684764385223388,0.9888014137744904,-2.5,-2.6
CC(C)I,589,0.2355068301782012,0.9991910338401796,-3.0,-3.5
CCCI,590,0.8165958225727081,0.9993924498558044,-3.0,-3.3
CCCCCl,592,0.7087301045656205,0.9997322380542756,-3.7,-3.8
CCCCBr,593,0.7951821446418762,0.999663484096527,-3.6,-3.9
CCCCI,594,0.7497516453266144,0.999681031703949,-3.5,-3.8
CC(C)CBr,595,0.1749854173511266,0.9999661803245544,-3.7,-4.0
CCCCCBr,599,0.74881109893322,0.999784940481186,-4.0,-4.1
CCCCCCBr,602,0.7290132254362106,0.9998245954513548,-4.3,-4.2
CCCCCCCCl,604,0.6254715889692306,0.9998719990253448,-4.4,-4.7
CCCCCCCCCl,605,0.6061411798000336,0.9998822808265686,-4.5,-4.7
CCCCCCCCI,606,0.6085554957389832,0.9998724341392518,-4.7,-4.6
CCCCCCCCCCBr,607,0.6345543086528778,0.9998849034309388,-4.8,-4.7
CCCCCCCCCCI,608,0.579854640364647,0.9998879730701448,-5.1,-4.9
N#Cc1ccc(CCl)cc1,613,0.6461981900036335,0.7382516205310822,-5.2,-5.4
ClCc1ccc(Cl)cc1,615,0.978237783908844,0.825045931339264,-5.3,-5.6
O=[N+]([O-])c1ccc(CBr)cc1,616,0.6180663213133812,0.7516653805971145,-5.5,-5.7
CNCCC#N,619,0.9000341832637787,0.9996725261211395,-2.9,-3.3
CCCCCI,622,0.6873549610376358,0.9997897505760192,-4.0,-4.1
CCCCCCCCCCl,624,0.5905571684241295,0.9998894214630129,-4.8,-5.0
NS(=O)(=O)c1ccccc1,642,0.6111690416932106,0.9929166436195374,-5.8,-5.7
NS(=O)(=O)c1ccc2ccccc2c1,643,0.3420317783951759,0.9922646522521972,-7.3,-7.4
NS(=O)(=O)c1ccc(Cl)cc1,645,0.9869450271129608,0.9727308452129364,-5.7,-5.8
NNC(N)=S,651,0.9886525511741638,0.9353220760822296,-3.3,-3.1
O=Cc1cc(Br)ccc1O,657,0.8857668578624726,0.6555108010768891,-5.4,-5.5
CC(=O)c1ccc(C#N)cc1,659,0.1298645306378603,0.5780354857444763,-5.5,-5.9
O=C(O)c1c(F)cccc1Cl,661,0.934163910150528,0.6846610903739929,-5.9,-6.3
CC(=O)CC(C)C,664,0.0307038917089812,0.9985300540924072,-4.1,-4.6
S=C=Nc1ccc(Cl)cc1,669,0.8469418704509735,0.7587890088558197,-5.2,-5.7
CCCCCCCCCCC(=O)O,672,0.369189016520977,0.998966747522354,-5.2,-5.2
O=C(O)CCCC(=O)O,673,0.3151763264089823,0.8700959503650665,-4.3,-4.2
CCCCCCCC(=O)O,674,0.34447271078825,0.9974497854709624,-4.5,-5.0
CC(=O)C(=O)O,675,0.2149558808654546,0.6864730179309845,-3.1,-3.6
COc1ccc(C=O)cc1,681,0.2780208986252546,0.9327240645885468,-4.9,-5.3
C1COCCN1,686,0.9656256794929504,0.9995908498764038,-3.3,-3.5
COc1ccccc1O,688,0.3505432650446892,0.9660270273685456,-5.3,-5.3
CC(=O)c1ccccc1O,689,0.2047263026237487,0.9169103562831878,-6.0,-6.0
CCCBr,693,0.8285727292299271,0.9993883073329926,-3.1,-3.3
NCCO,694,0.7690220445394516,0.995474511384964,-2.8,-2.5
O=Cc1ccc(C(F)(F)F)cc1,697,0.9893582701683044,0.7659622550010681,-6.4,-6.2
NCCN,699,0.9565062642097472,0.997419410943985,-2.8,-2.5
CC(=O)N1CCNCC1,702,0.96182142496109,0.9705472707748412,-4.4,-4.7
O=C(c1ccccc1)c1ccc(F)cc1,706,0.4176341064274311,0.8148545444011688,-8.5,-8.0
Oc1cccc(F)c1,707,0.9922281563282012,0.8937119841575623,-5.2,-5.5
O=C(O)c1ccc([N+](=O)[O-])cc1,708,0.0261567789129912,0.8062483787536621,-5.6,-5.8
Cc1ccsc1C(=O)O,713,0.723858866095543,0.5656456470489502,-4.7,-4.9
O=C(O)c1cccc(Cl)c1,721,0.1743830716237425,0.7013951003551483,-5.6,-6.1
Oc1cccc2ccccc12,724,0.1419297277927398,0.9914805352687835,-7.1,-6.9
O=[N+]([O-])c1cccc(C=NO)c1,725,0.8319683134555816,0.9794282913208008,-5.7,-6.2
O=S(=O)(Cl)c1ccccc1,726,0.2531123202294111,0.9639692664146424,-6.0,-6.0
Cc1ncc[nH]1,729,0.9107066869735718,0.8617469072341919,-3.4,-3.9
BrCc1ccc(Br)cc1,730,0.9933462500572204,0.8390869498252869,-5.2,-5.4
CC(C)(C)N,735,0.1229674209374934,0.999917185306549,-3.5,-3.3
CCC(=O)O,738,0.156086587626487,0.8558663666248322,-3.3,-3.6
CC(O)C(=O)O,740,0.2500807622913271,0.8353534072637558,-3.5,-3.5
Cc1cc([N+](=O)[O-])ccc1N,745,0.2227787464857101,0.7339733064174652,-5.6,-5.8
CNc1ccc([N+](=O)[O-])cc1,748,0.7773172974586486,0.9586336493492128,-5.2,-5.3
Nc1ccc(Oc2ccccc2)cc1,752,0.067482956778258,0.9922524392604828,-8.0,-7.0
Nc1ccc(-c2ccc(N)cc2)cc1,758,0.56854699999094,0.9974379599094392,-7.0,-7.3
Nc1ccccc1F,760,0.5191703602671623,0.7900345504283905,-5.4,-5.3
Cc1c(N)cccc1Cl,761,0.8916430652141571,0.8625029027462006,-5.6,-5.7
Nc1cccc(S(=O)(=O)N2CCOCC2)c1,763,0.9941206216812134,0.9377220511436464,-7.0,-6.7
Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,767,0.9980090975761412,0.9654400527477264,-7.1,-6.6
NC1=NCCS1,770,0.956165885925293,0.9954793334007264,-3.5,-3.6
CCCCN,772,0.7812388867139817,0.9995750069618226,-3.6,-3.5
CN1CCN(N)CC1,775,0.9959770679473876,0.9995743870735168,-3.8,-3.9
CC1CCCC(C)N1,776,0.7591223895549775,0.9980184078216552,-5.3,-5.2
CC1CNCC(C)C1,777,0.3030872631818056,0.9992634654045104,-5.0,-5.1
NCc1ccccn1,778,0.7723961412906647,0.9525813400745392,-4.7,-4.9
NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,781,0.2590486161410809,0.9464815199375152,-6.2,-5.9
NCc1cccnc1,782,0.6009124875068664,0.9222638726234436,-4.6,-4.8
NCCN1CCNCC1,784,0.9931695640087128,0.9983571350574494,-4.2,-4.0
CCCCNCCCC,786,0.6232963234186173,0.9998898148536682,-4.6,-4.5
Nc1ccc(-c2ccccc2)cc1,787,0.177419514581561,0.9955575287342072,-7.1,-7.9
Nc1cc(Cl)cc(Cl)c1,789,0.9982039749622345,0.8089620709419251,-5.0,-5.7
O=C(O)C1CCNCC1,792,0.882308405637741,0.859146797657013,-4.6,-4.8
O=C(O)c1ccc(I)cc1,795,0.1093003869056701,0.9042315185070038,-5.3,-5.9
O=C(O)c1ccccc1F,815,0.4654976591467857,0.75089031457901,-6.0,-5.9
NS(=O)(=O)c1cccc([N+](=O)[O-])c1,829,0.5164911895990372,0.9607459604740144,-5.9,-5.9
NS(=O)(=O)c1ccccc1Cl,833,0.9902038514614104,0.9789204657077788,-5.7,-6.0
NS(=O)(=O)c1ccc(Br)cc1,834,0.9967847049236298,0.9707685351371764,-5.8,-5.4
NC(N)=S,835,0.990536630153656,0.9958438098430632,-2.9,-2.7
O=[N+]([O-])c1ccccc1Br,836,0.7359887331724166,0.7531970351934433,-5.5,-5.8
CS(=O)(=O)c1ccc(Cl)c(S(C)(=O)=O)c1,837,0.5176707684993744,0.9587407171726228,-6.1,-6.1
CCS(=O)(=O)c1ccc(O)c(N)c1,840,0.3803257972002029,0.9653107225894928,-5.9,-5.8
Nc1ccc(O)cc1,841,0.4891451641917229,0.9966987788677216,-4.8,-5.2
Nc1ccc([N+](=O)[O-])cc1O,842,0.1294874232262373,0.8802677273750306,-5.3,-5.2
O=[N+]([O-])c1cccc(O)c1,843,0.2850662656128406,0.9184028148651124,-5.3,-5.6
