smiles,egfr_activity,met_activity
COc1cc2cnc3c(c2cc1OC)C(=O)NC3=O,1.0,1.0
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1,1.0,1.0
Nc1ncnc2sc(Br)c(-c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12,1.0,1.0
Oc1nc(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)no1,1.0,1.0
Cc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)n[nH]c12,1.0,1.0
OCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCCC5)cnc(N)c34)cc2)c1,1.0,1.0
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(O)onc21,1.0,1.0
Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C,1.0,1.0
O=C(Nc1cnccn1)Nc1ccnc2ccccc12,1.0,1.0
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cnn(C)c5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,1.0,1.0
COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCNC(C)=O)cc2NC3=O)ccc1O,1.0,1.0
Nc1ncnc2sc3c(c12)-c1ccc(NC(=O)Nc2ccccc2)cc1CC3,1.0,1.0
NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,1.0,1.0
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,1.0,1.0
Cc1ccc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,1.0,1.0
N#C/C(=C\c1ccc(O)cc1)C(=N)C(C#N)C#N,1.0,1.0
CCN(CC)CCOc1ccc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc1,1.0,1.0
COc1cccc(C(C)NC(=O)c2cnc(-c3ccncc3)s2)c1,1.0,1.0
O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1cc(nc(N3CCCC3)c1)CCCn1cc2c2ccccc21,1.0,1.0
Nc1nnc(-c2cc3c(Oc4ccc(Cl)cc4)cncc3s2)o1,1.0,1.0
O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,1.0,1.0
O=C(O)c1c2ccc(C3CCCC3)c-2[nH]c2ccccc12,1.0,1.0
CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,1.0,1.0
Cc1cc(NC(=O)Cc2ccc(-c3cccc4[nH]nc(N)c34)cc2)ccc1F,1.0,1.0
Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1,1.0,1.0
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncn3)cc2)c1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)c1,1.0,1.0
COc1cc(-c2ccc3c(c2)Nc2ccc([N+](=O)[O-])cc2NC3=O)ccc1O,1.0,1.0
CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1,1.0,1.0
Cc1ccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)cc1,1.0,1.0
COc1ccc(C=C2C(=O)ON=C2c2ccc(Br)cc2)cc1OC,1.0,1.0
O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc1cccnc1,1.0,1.0
CS(=O)(=O)N(Cc1ccc2nc(O)c3cccn3c2c1)C1CC1,1.0,1.0
CN(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,1.0,1.0
Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccncc2)c1,1.0,1.0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1.0,1.0
CC(=O)Nc1cccc(CN=C2C(=O)C(=O)C2Nc2ccc3[nH]ncc3c2)c1,1.0,1.0
CSc1c[nH]c2ncnc(NCCCO)c12,1.0,1.0
COc1cccc(-c2cc3c(O)nc4ccccc4n3c2)c1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCNS(C)(=O)=O)cnc(N)c34)cc2)c1,1.0,1.0
COc1ccc(-c2ccc(NC(=O)Nc3cc(F)cc(F)c3)cc2)c2c(N)noc12,1.0,1.0
CN=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,1.0,1.0
C/N=C(\N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,1.0,1.0
O=C(NCc1ccc(Cl)c(Cl)c1)Nc1ccc2n[nH]cc2c1,1.0,1.0
Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C(C)C(=O)N(C)C)c5)cnc(N)c34)cc2)cc1,1.0,1.0
Oc1[nH]cc2c(-c3ccc(Nc4nc5ccccc5o4)cc3)cccc12,1.0,1.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,1.0,1.0
Nc1nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc2n1CC1CC1,1.0,1.0
NCCCOc1cc(-c2ccc(Nc3nc4ccc(Cl)cc4o3)cc2)c2c[nH]c(O)c2c1,1.0,1.0
Cc1cc(-c2ccccc2)n(-c2cc(NN=Cc3ccco3)ncn2)n1,1.0,1.0
COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(Cl)c5o4)cc3)c3c(N)ncnc32)CC1,1.0,1.0
c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1,1.0,1.0
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1.0,1.0
CCS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,1.0,1.0
Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,1.0,1.0
Cc1cc(OC2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,1.0,1.0
CCN(CC)CC#Cc1ccc2c(c1)-c1n[nH]c(-c3ccc(C#N)nc3)c1C2,1.0,1.0
Cc1nn(-c2ccccc2)c2c1c(=O)c1cc(Cl)ccc1n2O,1.0,1.0
CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,1.0,1.0
C[SH](=O)(O)N=CCOc1cncc(-c2ccc3cnccc3c2)c1,1.0,1.0
Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,1.0,1.0
CN1CCN(c2cccc(Nc3nccc(-c4c(C(N)=O)nc5ccccn45)n3)c2)CC1,1.0,1.0
O=C(NCc1ccc(Br)cc1)Nc1ccc2n[nH]cc2c1,1.0,1.0
Cc1ccc(CNC2C(=O)C(=O)C2=Nc2ccncc2)cc1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN(C)C)cnc(N)c34)cc2)c1,1.0,1.0
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,1.0,1.0
COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,1.0,1.0
O=C(Nc1cnccn1)Nc1ccnc2c(F)cccc12,1.0,1.0
Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1ccccc1,1.0,1.0
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,1.0,1.0
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,1.0,1.0
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,1.0,1.0
Cc1ccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)cc1,1.0,1.0
O=C1NN=C(Cc2ccc(F)c(C(=O)N3CCN(c4ncccn4)CC3)c2)C2CCC=CC12,1.0,1.0
Brc1cnc2[nH]cc(-c3ccccc3)c2c1,1.0,1.0
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,1.0,1.0
COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12,1.0,1.0
Clc1csc2ncnc(Nc3ccccc3)c12,1.0,1.0
Cc1nc2c(sc3c(Br)ccc(Cl)c32)c(=O)o1,1.0,1.0
O=C1C(=O)C(NCCc2ccc(Oc3ccccc3)cc2)C1=Nc1ccncc1,1.0,1.0
OCCNc1cc2cc(-c3cccnc3)ccc2cn1,1.0,1.0
O=C(NC(CO)c1ccccc1)N1CC=C(c2c[nH]c3ncccc23)CC1,1.0,1.0
CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,1.0,1.0
CCCc1cc(-c2ccc3[nH]ncc3c2)on1,1.0,1.0
CN1C(=O)C(c2ccc3ccccc3c2)C(c2ccncc2)=NC1=NCC(N)Cc1ccccc1,1.0,1.0
CS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,1.0,1.0
N#Cc1c(O)nc(O)c2c(=N)oc3ccc(Cl)cc3c12,1.0,1.0
O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,1.0,1.0
COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCc4cccc(F)c4)cc2NC3=O)ccc1O,1.0,1.0
NCCNS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3nnc(O)c4ccccc34)cc2)c1,1.0,1.0
Cc1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c(C)c1,1.0,1.0
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc4nccnc4c3N)cc2)c1,1.0,1.0
NC(=O)c1cccc2[nH]c(-c3ccc(NC(=O)c4cccc(S(=O)(=O)N5CCOCC5)c4)cc3)nc12,1.0,1.0
CCCC(=O)Nc1n[nH]c2nc3ccccc3cc12,1.0,1.0
NC(COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1c[nH]c2ccccc12,1.0,1.0
Cc1ccc(CNC2C(=O)C(=O)C2=Nc2ccncc2)cc1C,1.0,1.0
CC(=O)N(c1ccncc1)C1C(=O)C(=O)C1=NC(C)C(C)(C)C,1.0,1.0
CN(C)c1ccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)cc1,1.0,1.0
COc1cc(Nc2nccc(Nc3cc(C4CCCCC4)no3)n2)cc(OC)c1OC,1.0,1.0
OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,1.0,1.0
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(Cl)cccc12,1.0,1.0
COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12,1.0,1.0
Cc1cc(Cl)ccc1NC(=S)NNC(=O)C(O)(c1ccccc1)c1ccccc1,1.0,1.0
O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21,1.0,1.0
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,1.0,1.0
COc1cc(C=C2SC(=S)NC2=O)ccc1O,1.0,1.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,1.0,1.0
CC(NC1C(=O)C(=O)C1=Nc1ccncc1)C(C)(C)C,1.0,1.0
NC(=O)c1sc2c(Br)ccc(Cl)c2c1N,1.0,1.0
Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)ccc3n(O)c21,1.0,1.0
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,1.0,1.0
NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1,1.0,1.0
COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,1.0,1.0
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccco5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,1.0,1.0
COc1ccc(-c2cnc3c(Br)cnn3c2)cc1,1.0,1.0
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3F)cc2OC)c1,1.0,1.0
COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1,1.0,1.0
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]ncc34)cc2)c1,1.0,1.0
NC(=O)c1cc2c(-c3cccc(F)c3)cncc2s1,1.0,1.0
CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,1.0,1.0
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cnn(C)c5)c4)cc3F)ccnc2cc1OCCCN1CCOCC1,1.0,1.0
O=C1C(=O)C(NCc2cccc(C(F)(F)F)c2)C1=Nc1ccncc1,1.0,1.0
CN(C)c1cc2sncc2cc1NC(=O)C(=O)O,1.0,1.0
COc1cc(C=C(C#N)c2nc3ccc(C)cc3[nH]2)c(Br)cc1O,1.0,1.0
Oc1nc2cc(-c3ccccc3)cnc2[nH]1,1.0,1.0
COc1cccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)c1,1.0,1.0
OCCNc1cc2cc(-c3ccsc3)ccc2cn1,1.0,1.0
OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12,1.0,1.0
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3cnccn23)n1,1.0,1.0
Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,1.0,1.0
COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12,1.0,1.0
COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,1.0,1.0
Cc1cc(C)cc(NC(=O)Nc2ccc3c(c2)CCc2sc4ncnc(N)c4c2-3)c1,1.0,1.0
O=C1C(=O)C(NCc2ccc(Cl)c(Cl)c2)C1=Nc1ccncc1,1.0,1.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1F,1.0,1.0
Cc1cc2nnc(SCc3cn4ccccc4n3)n2c2ccccc12,1.0,1.0
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1.0,1.0
O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#Cc5cccnc5)cnc(N)c34)cc2)c1,1.0,1.0
Cn1c2ccccc2c2c3c(O)[nH]cc3c3c4ccccc4n(CCC#N)c3c21,1.0,1.0
CC(C)(O)Cc1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)nn12,1.0,1.0
CC(C)Oc1n[nH]c(O)c1C=C1C=Nc2ccccc21,1.0,1.0
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,1.0,1.0
COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2,1.0,1.0
Oc1ncnc2c1oc1ccc(Cl)cc12,1.0,1.0
Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc1)CCN2,1.0,1.0
Cc1ccccc1NC(=O)Nc1ccc(NC(=O)c2csc3ncnc(N)c23)cc1,1.0,1.0
CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCCC4)cc3OC)nc2N1C1CCCC1,1.0,1.0
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1.0,1.0
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C)c2)c1,1.0,1.0
N#Cc1ccc(NC(=O)Nc2ccnc3cc(C(F)(F)F)ccc23)nc1,1.0,1.0
c1ccc(CNc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1,1.0,1.0
Brc1ccc2[nH]nc(-c3ccccc3)c2c1,1.0,1.0
Nc1ccc(-c2csc3c(C=Cc4nc5ccccc5[nH]4)cnc(N)c23)cc1,1.0,1.0
CCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(N(C)C(=O)C3CCCCC3)ccc21,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4nc(N)nc(N)c34)cc2)c1,1.0,1.0
CNC(=O)C(C)n1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccc(C)cc5)cc4)csc23)cn1,1.0,1.0
NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1,1.0,1.0
CN1CCC(NC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)CC1,1.0,1.0
N#Cc1ncc2nc1OCC(O)C(O)COc1ccc(Cl)cc1NC(=O)N2,1.0,1.0
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,1.0,1.0
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,1.0,1.0
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1,1.0,1.0
Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,1.0,1.0
O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21,1.0,1.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl,1.0,1.0
CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(O)ncnc4[nH]3)ccn2)cc1,1.0,1.0
O=C(NN=Cc1ccc(O)cc1O)Nc1cccc2nsnc12,1.0,1.0
O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,1.0,1.0
Cc1ccc(C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23)cc1,1.0,1.0
Nc1ncnc2c1c(I)nn2C1CCC(O)CC1,1.0,1.0
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(F)cccc12,1.0,1.0
CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(S(N)(=O)=O)c3)ncc2F)cc1,1.0,1.0
Fc1ccc(-c2ncn(CCN3CCOCC3)c2-c2ccc3[nH]ncc3c2)cc1,1.0,1.0
CCCC(=O)Nc1[nH]nc2ccc(-c3cn(Cc4ccccc4)nn3)cc12,1.0,1.0
Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,1.0,1.0
NC(=O)c1cccc2c1Nc1nnc(Cl)cc1C(=O)N2,1.0,1.0
Nc1ncnc2scc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,1.0,1.0
O=C1C(=O)C(NCc2ccc(Cl)cc2)C1=Nc1ccncc1,1.0,1.0
Oc1nc2sccc2c2nc(-c3ccncc3)nn12,1.0,1.0
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.0,1.0
COc1cc(-c2ccc3c(c2)Nc2ccc(CCOc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1CC#N,1.0,1.0
O=C(Nc1[nH]nc2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(F)c1,1.0,1.0
O=C(Cc1ccc(Cl)cc1)Nc1n[nH]c2c1CCC2,1.0,1.0
CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN)cnc(N)c34)cc2)c1,1.0,1.0
NC(COc1cncc(C=Cc2ccncc2)c1)Cc1c[nH]c2ccccc12,1.0,1.0
COc1cc2c(Oc3ccc(C4C=NC(=Nc5ccc(F)cc5)N(C)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,1.0,1.0
Cc1c(O)ccc2c1CCCC2=NNC(=O)Cc1cccc2ccccc12,1.0,1.0
Cn1cc(C(CN)c2cncc(C=Cc3ccncc3)c2)c2ccccc21,1.0,1.0
COc1ccc(-c2nc3cc(-c4csc(C(=O)NCC(C)(C)C)c4)cnc3[nH]2)cc1,1.0,1.0
c1ccc2c(c1)nnn2Cc1cn(-c2ccc3[nH]ncc3c2)nn1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,1.0,1.0
NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,1.0,1.0
N#CC1C(=N)n2c(sc(=Cc3ccco3)c2=O)=C(C(N)=O)C1c1ccco1,1.0,1.0
COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1O,1.0,1.0
N#Cc1ccc(-c2[nH]nc3c2Cc2ccc(OCCN4CCOCC4)cc2-3)cn1,1.0,1.0
NCCCOc1cc(-c2ccc(Nc3nc4ccccc4o3)cc2)c2c[nH]c(O)c2c1,1.0,1.0
CCCCn1c(NC(=O)c2ccc(C#N)cc2)nc2cc(N(C)C(=O)C3CCCCC3)ccc21,1.0,1.0
Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,1.0,1.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(O)[nH]cc4c4c5ccccc5n2c4c31,1.0,1.0
Cc1ccc(Nc2nc3ccc([N+](=O)[O-])cc3[nH]2)nc1,1.0,1.0
COc1ccc2c(NC(=O)Nc3cc(C(F)(F)F)ccn3)ccnc2c1,1.0,1.0
CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,1.0,1.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,1.0,1.0
NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,1.0,1.0
CCN1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,1.0,1.0
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)c(F)c2)c1,1.0,1.0
CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,1.0,1.0
COc1ccc(-c2nc3cc(-c4csc(C(=O)NCCC(C)C)c4)cnc3[nH]2)cc1,1.0,1.0
Cc1cc(C)c2oc(Nc3ccc(-c4cccc(C(N)=O)c4N)cc3F)nc2c1,1.0,1.0
COc1cccc(C(C)NC(=O)c2cc(C)c(-c3ccc4[nH]nc(C)c4c3)s2)c1,1.0,1.0
O=C1CCC=C2Oc3cc(C(F)(F)F)ccc3C(=O)C12,1.0,1.0
O=C(Nc1[nH]nc2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1,1.0,1.0
CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,1.0,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cn[nH]c5)cnc(N)c34)cc2)c1,1.0,1.0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,1.0,1.0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,1.0,1.0
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,1.0,1.0
CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,1.0,1.0
CCCN1CCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)CC1,1.0,1.0
CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)csc12,1.0,1.0
OCCCn1cnc(-c2ccccc2)c1-c1ccncc1,1.0,1.0
CCc1nc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O,1.0,1.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1.0,1.0
Cc1[nH]nc2cnc(-c3cncc(OCC(N)Cc4cccc(C(F)(F)F)c4)c3)cc12,1.0,1.0
NC(COc1cncc(C=Cc2ccncc2)c1)Cc1ccccc1,1.0,1.0
O=C1C(=O)C(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,1.0,1.0
Cc1ccc2c(c1)NC(=O)c1ccccc1N2,1.0,1.0
Cn1cc(-c2cnn3c(N)c(-c4ccc(NC(=O)Nc5cccc(C(F)(F)F)c5)cc4)cnc23)cn1,1.0,1.0
COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(C)n[nH]c1N2,1.0,1.0
O=C(NC1=Cc2ncc3cnnc(O)c(c2-3)C1)C1CC1c1ccccc1,1.0,1.0
Cc1c(C=O)c(O)n2c(nc3ccccc32)c1C#N,1.0,1.0
CC(C)N(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,1.0,1.0
Oc1ncc(I)c2nc(-c3cccc(Cl)c3)cn12,1.0,1.0
CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,1.0,1.0
COc1ccc2c(NC(=O)Nc3cccc(Br)n3)ccnc2c1,1.0,1.0
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,1.0,1.0
Cc1c(-c2ccc3n[nH]c(N)c3c2)nnn1Cc1ccccc1,1.0,1.0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1,1.0,1.0
O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F,1.0,1.0
CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,1.0,1.0
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,1.0,1.0
Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,1.0,1.0
O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12,1.0,1.0
CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,1.0,1.0
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,1.0,1.0
Oc1nc(-c2ccccc2)cc(-c2ccc3[nH]ncc3c2)n1,1.0,1.0
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,1.0,1.0
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1.0,1.0
CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,1.0,1.0
