smiles,pik3ca_activity,mtor_activity
Oc1ccccc1-c1nc(N2CCOCC2)c2cnn(C3CCN(Cc4ccccc4)CC3)c2n1,1.0,1.0
CNC(=O)c1ccc2c(c1)OCCc1cc(C(=O)N(C)c3ccccc3Cl)sc1-2,1.0,
N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,1.0,
CN(C)CCn1ccc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21,1.0,
CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,1.0,1.0
Cc1ccc(Cl)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,1.0,
Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cn1,1.0,1.0
Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5ccc(F)c(Cl)c5)c4c3c2)cn1,1.0,
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc(N4CC5CCC(C4)O5)c3s2)CC1,1.0,1.0
CNS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,0.0,
Cn1cc(/C=C2\Oc3ccc(NC(=O)Nc4cccnc4)cc3C2=O)c2c(N3CC4CCC(C3)O4)ccnc21,1.0,1.0
N#Cc1nc(NCc2ccccc2)cc(N2CCOCC2)n1,0.0,
CN1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,1.0,1.0
Cc1cc([N+](=O)[O-])ccc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,1.0,
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,1.0,1.0
Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,1.0,1.0
COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1,1.0,
COc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,1.0,
CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)cc4)cc3)nc21,1.0,1.0
O=C(Nc1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1)c1ccncc1,0.0,
N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,1.0,
Cc1ccc(NC(=O)c2c(C)ccc3c(N)nc(C)nc23)cn1,1.0,1.0
c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,1.0,
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21,1.0,
O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1.0,1.0
Cc1c(CN2CCN(C(O)C=O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1.0,
CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,1.0,0.0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3Cl)c2)cnc1N,1.0,
Nc1cccc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)c1,1.0,
COc1ccc2c(Sc3ccc(Br)cc3)c3ccoc3nc2c1,0.0,
COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nc(NC(C)=O)sc4c3)cnc2C)cc1,1.0,
CCNC(=O)Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3c(cnn3C)n2)cc1,1.0,
OCCCCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(O)n1,0.0,
Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(N(C)S(C)(=O)=O)c2)n1,1.0,
O=S(=O)(Nc1cncc(-c2ccc3ncc(-c4nn[nH]n4)n3c2)c1)c1ccccc1,1.0,
Cc1c(Cl)cccc1Cn1c(=S)[nH]c(=O)c2sc(N3CCOCC3)nc21,1.0,
O=C1CN(CCC2CCOCC2)c2nc(-c3ccc(-c4ncn[nH]4)cc3)cnc2N1,1.0,1.0
CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C(O)CO)ccc1-2,1.0,
CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,0.0,1.0
CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,1.0,
CC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)cc1,1.0,1.0
Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(N3CCOCC3)ccnc21,1.0,1.0
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,1.0,1.0
COc1ccc2c(N3CCN(C(C)=O)CC3)c3ccoc3nc2c1,0.0,
CN1CCC(Oc2ccc(Nc3cc(-c4cnc(N)nc4)nc(N4CCOCC4)n3)cn2)CC1,1.0,
CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,1.0,1.0
COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)c(C)n2CCCN1CCN(C)CC1,1.0,1.0
CC(C)c1ccccc1Nc1nccc(-c2ccc(Br)cc2)n1,1.0,
Cc1nc(NCC#N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0,1.0
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4)cc2OCC3)n(C(C)C)n1,1.0,
Oc1cccc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccnc(O)c2)c1,1.0,
CC(=O)Nc1nc2ccc(-c3ccnc(Sc4ccc(C)cc4)n3)cc2s1,1.0,
Cc1nn2c(C(N)=O)cc(N3CCOCC3)nc2c1Cc1cccc(C(F)(F)F)c1C,1.0,
CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,1.0,1.0
COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,1.0,
Cc1nc(Nc2cccnc2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,1.0,1.0
Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,1.0,
Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,1.0,
Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,1.0,1.0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,1.0,1.0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,1.0,1.0
COc1ccc(S(=O)(=O)c2nc3ccccc3nc2N2CCOCC2)cc1,1.0,
CC(C)Oc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N(C)CCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,1.0,1.0
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccncc4)nc(N4CCOCC4)c3s2)CC1,1.0,
COC(=O)N1CCC(n2ncc3c(N4CCOC(C)C4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,1.0,1.0
N#Cc1ccc(-c2c(-c3ncn[nH]3)sc(N3CCOCC3)c2C#N)c(F)c1,1.0,1.0
Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)c3ccc(F)cc3)c2)n1,1.0,
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,0.0,1.0
CC(C)N1CCN(c2cnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc3n2)CC1,1.0,1.0
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3ccccc3ncc21,1.0,
CCN(CC)S(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,0.0,
CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,1.0,1.0
Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5ccc(F)c(C(F)(F)F)c5)c4c3c2)cn1,1.0,
Oc1nc(N2CCOCC2)cc(N(Cc2cccc3ccccc23)CC(O)C(F)(F)F)n1,0.0,
Oc1cc(N2CCOCC2)nc(Cc2nc3ccc(Br)cc3[nH]2)n1,1.0,
O=c1cc(N2CCOCC2)[nH]c(Cc2nc3ccc(Br)cc3[nH]2)n1,1.0,
Oc1cccc(-c2cc(N3CCOCC3)nc(OCc3ccccn3)n2)c1,1.0,
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3ccccc3)nc2C1,1.0,
CC1(C)CC(=O)c2sc(N3CCOC[C@H]3Cc3ccccc3)nc2C1,0.0,
Cc1cccc([N+](=O)[O-])c1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,1.0,
CCC/C(=N\N(C)S(=O)(=O)c1cc([N+](=O)[O-])ccc1C)c1cnn2ccc(C#N)cc12,1.0,
Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,1.0,
Cc1nnc(O)c2c1c1cc(Br)ccc1n2Cc1cccc(C#N)c1,1.0,
Nc1nc2cc(-c3cncc(S(=O)(=O)NCC(F)(F)F)c3)ccn2n1,0.0,
COc1cccc(Nc2nccc(-c3ccc(Cl)cc3Cl)n2)c1,1.0,
Oc1cccc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccc3nc[nH]c3c2)c1,1.0,
Oc1ncnc2cc(N3CCOCC3)ccc12,0.0,
CN(Cc1ccccn1)C(=O)C1CCN(c2ccnc3c2c(/C=C2\Oc4ccc(NC(=O)Nc5cccnc5)cc4C2=O)cn3C)CC1,1.0,1.0
CN1CCN(CCOc2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,1.0,1.0
Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,1.0,
Cc1nc(N)cc2c1cc(-c1cnc3c(ccn3C)c1)c(=O)n2C1CCCC1,1.0,1.0
CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(C5=CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,1.0,1.0
CN1C(=O)CC(N2CCOCC2)=NC1=CC(=O)Nc1ccc(F)c(F)c1,1.0,
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cnccc4C)cn23)n1,1.0,1.0
CS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,1.0,
CN(C(=O)c1cc2c(s1)-c1ccc(C#N)cc1OCC2)c1ccccc1Cl,1.0,
CN(C)CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)nc21,1.0,1.0
CONC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0,1.0
COc1cc2nc3occc3c(-n3cnc([N+](=O)[O-])c3)c2cc1OC,0.0,
COc1cccc(-c2cc(Nc3ccc4n[nH]cc4c3)nc(N3CCOCC3)n2)c1,0.0,
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1,1.0,1.0
C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,1.0,
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C2(C#N)CC2)c1,1.0,
CC(=O)Nc1nc2ccc(-c3cncc(S(C)(=O)=O)c3)c(C)n2n1,0.0,
CNC(=O)c1ccc2c(c1)OCCn1cc(-c3ncnn3C(C)C)nc1-2,1.0,
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)Nc1cccnc1,1.0,1.0
Oc1nc2ncc(-c3ccc(-c4ncn[nH]4)cc3)nc2n1CC1CCOCC1,1.0,1.0
O=C(Nc1ccc(-c2nc(C3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1ccc(N2CCNCC2)cc1,1.0,1.0
O=C1NC(=O)/C(=C/c2ccc(-c3cccc(O)c3)o2)S1,1.0,
c1cc(-c2cc(N3CCOCC3)nc(NCCc3ccncc3)n2)c2cn[nH]c2c1,1.0,
CN(C)CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cccnc4)cc3)nc21,1.0,1.0
Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12,1.0,
COc1nc(=O)c2sc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1C,1.0,
CC(C)n1cc(-c2cccc(O)c2)c2c(N)ncnc21,1.0,
O=S(=O)(Nc1cc(-c2ccc3ncc(NCCc4ccccc4)nc3c2)cnc1Cl)c1ccc(F)cc1,1.0,
CN(C)C(=O)c1cccc(-c2ccnc3c2c(/C=C2\Oc4cccc(O)c4C2=O)cn3C)c1,1.0,1.0
CN(C)CC(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,1.0,
O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1ccc(N2CCNCC2)cc1,1.0,1.0
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,1.0,
O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3ccn(CCO)c3n2)cc1,1.0,
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(NC(=O)NC5CC5)cc4)nc(N4CC5CCC(C4)O5)c3s2)CC1,1.0,1.0
O=S(=O)(Nc1cc(-c2cc3cccnc3cn2)cnc1Cl)c1ccc(F)cc1,1.0,
O=S(=O)(Nc1cc(-c2ccc3ncc(NCC4CCCNC4)nc3c2)cnc1Cl)c1ccc(F)cc1,1.0,
O=C(Nc1ccncc1)c1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1,1.0,
NC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0,1.0
Nc1ncc(-c2nc(N3CCOCC3)c3ncccc3n2)cn1,1.0,
O=C(Nc1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1.0,1.0
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2c(F)cccc21,1.0,
CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(C)=O)CC4)c3n2)cc1,1.0,1.0
COc1ccc(Nc2ncc(CN3CC[C@@H](CO)C3)cc2-c2nc(C)nc(N)n2)cn1,1.0,
Cc1c(CN2CCN(C(=O)[C@H](C)N)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1.0,
O=C(Cc1nc(O)cc(N2CCOCC2)n1)Nc1ccc(F)cc1,1.0,
O=C(Cc1nc(O)cc(N2CCOCC2)n1)Nc1cccc(Br)c1,1.0,
N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,1.0,
CS(=O)(O)=Nc1cccc(-c2ccc3nc(NC(=O)C4CCCCC4)nn3c2)c1,0.0,
CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCSCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,1.0,1.0
c1nc2c(N3CCOCC3)nc(-c3ccc4c(c3)OCCO4)nc2[nH]1,1.0,
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,1.0,1.0
CC1(C)CC(=O)c2sc(N3CCOc4ncccc43)nc2C1,0.0,
COc1ccc(Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cn1,1.0,
Nc1cc(Cl)c(-c2cc(Nc3cnc4ccccc4c3)nc(N3CCOCC3)n2)cn1,1.0,
O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)cc(F)c3O)s2)S1,1.0,
CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1.0,1.0
NC(=O)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,1.0,
CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,1.0,1.0
CCC/C(=N\NS(=O)(=O)c1cc([N+](=O)[O-])ccc1C)c1cnn2ccc(C#N)cc12,1.0,
CS(=O)(=O)N1CCN(Cc2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)cn3c2Br)CC1,1.0,
Oc1cccc(-c2cc(N3CCOCC3)nc(NCCc3ccccn3)n2)c1,1.0,
CC(=O)NCC(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,1.0,
O=C1CC2(CCCC2)Cc2nc(N3CCOCC3)sc21,1.0,
CC(=O)Nc1nc2ccc(-c3ccnc(Sc4cccc(F)c4)n3)cc2s1,1.0,
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(OCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,1.0,1.0
O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,1.0,
C[C@@H]1CC[C@H]2C(C)(C)CCC[C@]2(C)c2c1oc1c(C=O)c(O)c(O)cc21,1.0,
C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,1.0,1.0
C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,1.0,1.0
c1ccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)cc1,1.0,
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,1.0,
Cc1nc(-c2cnc3ccc(-c4cncc(NS(=O)(=O)c5ccc(F)cc5F)c4)cn23)no1,1.0,
Nc1ncnc2nc(N3CCOCC3)ncc12,0.0,
CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C\c1c(-c3c(C)nn(C)c3C)[nH]c3ccc(OC)cc13)O2,1.0,1.0
COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)c(C)n2CCN1CCOCC1,1.0,1.0
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(=O)(=O)NC)c4)n3)ccn2)cc1,1.0,1.0
O=C(Cc1nc(O)cc(N2CCOCC2)n1)N1CCc2c(OC(F)(F)F)cccc21,1.0,
Cc1c(-c2cccc(C(=O)N3CCN(C)CC3)c2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1.0,1.0
OCc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,1.0,1.0
CNC(=O)c1nc(-c2ccc(F)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,1.0,
Oc1cc(-c2cn[nH]c2)nc(NCc2cccc3ccccc23)n1,0.0,
COc1ccc(Nc2ncc(CN3CCS(=O)(=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1.0,
CC(C)n1nc(C#Cc2cccnc2)c2c(N)ncnc21,1.0,
CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,1.0,1.0
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2CC1CC1,1.0,
Nc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1,1.0,
O=C1NC(=O)/C(=C/c2ccc(-c3ccc4c(c3)OCO4)o2)S1,0.0,
CCCC(CCC)C(=O)Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1,1.0,
Cc1nc(-c2cccnc2Nc2cccc3[nH]ccc23)c2nc[nH]c2n1,1.0,1.0
Cc1nc(-c2cccnc2Nc2cccc3[nH]ccc23)c2[nH]cnc2n1,1.0,
O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)o2)S1,1.0,
CCN(/C=C1/C(=O)O[C@H](COC)[C@]2(C)C3=C(OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@H]4C3C(=O)C(=O)C12)CCN(CC)CC,1.0,1.0
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1.0,
Nc1ncc(-c2nc(N3CCOCC3)c3sccc3n2)cn1,1.0,1.0
CS(=O)(=O)c1ccc(C(=O)N2CCOc3ccc(-c4ccc5nc[nH]c5c4)cc3C2)c(Br)c1,1.0,
Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)N4CCN(CCO)CC4)cc3)ccnc21,1.0,1.0
CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN)cc4)cc3)nc21,1.0,1.0
CC(C)CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,0.0,
COc1ccccc1N1C(=O)C2CCCC=C2N=C1SCC(=O)Nc1ccc2nccnc2c1,1.0,
COc1ccc(CN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cccc(O)c5)nc43)CC2)cn1,1.0,1.0
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccccn23)n1,1.0,1.0
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,1.0,1.0
COc1ncccc1-c1ccc2nc(Nc3cc[nH]n3)c(-c3nc(C)nc(N)n3)n2c1,1.0,1.0
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,1.0,1.0
Cc1nc(N)cc(-c2cccnc2Nc2cccc(O)c2)n1,1.0,
CC(=O)Nc1nc(C)c(-c2cnc(S(C)(=O)=O)o2)s1,1.0,
CN(C(=O)c1cc2c(s1)-c1ccc(-c3cn[nH]c3)cc1OCC2)c1ccccc1Cl,1.0,
O=CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)nc21,1.0,1.0
CN(C(=O)C1CCN(c2ccnc3c2c(/C=C2\Oc4ccc(NC(=O)Nc5cccnc5)cc4C2=O)cn3C)CC1)c1cccnc1,1.0,1.0
COc1ccc(-c2ccnc(Nc3ccc(Cl)cc3)n2)cc1,1.0,
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)C=S(O)(O)=C3)cc1,1.0,1.0
CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,1.0,
CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,1.0,1.0
O=S(=O)(c1ccc(Br)cc1)c1nc2ccccc2nc1N1CCOCC1,1.0,
CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4C(F)(F)F)nc(N4CCOCC4)c3n2)CC1,1.0,
COc1ccc(Nc2ncc(CN3CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,1.0,
CN(C)CCN(C)c1ccc(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)cc1C#N,1.0,
COc1ccc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cn1,1.0,1.0
CC1(C)CC(=O)c2sc(N3CCOCC3Cc3c[nH]c4ncccc34)nc2C1,1.0,
Cn1nc(-c2cccc(-c3ccccc3)c2)c2c(N)ncnc21,0.0,
CN1CCN(c2ncc(-c3csc4c(=O)cc(N5CCOCC5)oc34)cn2)CC1,1.0,
CC1CC(=O)c2sc(N3CCOCC3)nc2C1,1.0,
Nc1ncnc2[nH]nc(-c3cccc(OCc4c(Cl)cccc4Cl)c3)c12,0.0,
CN1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,1.0,
CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,1.0,
Cc1nc(-c2cnc3ccc(-c4cncc(NS(=O)(=O)c5ccccc5)c4)cn23)no1,1.0,1.0
O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cc1)Nc1ccc(N2CCNCC2)cc1,1.0,1.0
CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,1.0,1.0
Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N3CCOCC3)c2)n1,1.0,
O=c1ncn(Cc2ccccc2)c2nc(N3CCOCC3)sc12,1.0,
OCc1cccc(-c2nc(N3CCOCC3)c3ncn(CC4CCN(Cc5ccccc5)CC4)c3n2)c1,1.0,0.0
O=[N+]([O-])c1cccc(S(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)c1,1.0,
Cc1c(-c2cccc(S(C)(=O)=O)c2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1.0,1.0
Cc1nc(N)nc(-n2c(Nc3cc(O)cc(O)c3)nc3ccccc32)n1,1.0,1.0
COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1NS(=O)(=O)c1ccccc1,1.0,
COc1ccc(Nc2ncc(CN3CCCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1.0,
CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,1.0,1.0
Cn1cc(CN2CCCC2)c2nc(-c3cccc(CO)c3)nc(N3CCOCC3)c21,1.0,
COC[C@H]1OC(=O)/C(=C/N2CCCC2)C2C(=O)C(=O)C3C(=C(OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,1.0,
COc1ccc(S(=O)(=O)Nc2cncc(-c3ccc4nc(NC(C)=O)sc4c3)c2)cc1,1.0,1.0
COc1nc(N)ncc1-c1ccc(Cl)c(S(=O)(=O)Nc2cccc(F)c2F)c1,1.0,
COc1ccc2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N6CCOCC6)cc5)cc4C3=O)c2c1,1.0,1.0
c1cncc(Oc2c3cc4c(cc3nc3occc23)OCO4)c1,0.0,
COc1cccc(Nc2nc(N3CCCCC3)nc3c2cnn3C)c1,1.0,
COc1cccc(Nc2nc(-c3cnc(N)nc3)nc3c2cnn3C)c1,1.0,
OCc1cc(NCc2ccccc2)nc(N2CCOCC2)c1,0.0,
Nc1cccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)n1,1.0,1.0
COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,1.0,1.0
COc1ccc(-c2nn(C[C@H](C)CO)c3ncnc(N)c23)cc1OC,1.0,1.0
O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,1.0,1.0
COc1cc(N2CCOCC2)nc2c(Cc3cccc(C(F)(F)F)c3C)cnn12,1.0,
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(CCO)c4)cc2OCC3)n(C)n1,1.0,
