smiles,dhodh_activity,rorgt_activity
CC1(C)C2CCC1(c1cccc(-n3cnc(CS(=O)(=O)CC4CCC(=O)N4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cccc(Nc3cnn(CC(O)CO)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cccc(S(C)(=O)=O)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccc(CS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccc(N=S(C)(N)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccc(S(N)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccn(CC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccn(CC(O)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccn(CCC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccn(CCS(C)(=O)=O)c(=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ccnc(NS(C)(=O)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cn(CC(O)CO)nn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cn(CCS(C)(=O)=O)cn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cn(CS(C)(=O)=O)cn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(C(O)CO)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(C4(O)COC4)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(CC(N)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(CCS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(CS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(N)c(C#N)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(NC(N)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(NCC(N)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(NCC(O)CO)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(NCCS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(NS(C)(=O)=O)c(C#N)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc(NS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnc4[nH]c(=O)[nH]c4c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cncn3CCS(C)(=O)=O)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(C(CO)CO)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(C4COC4)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(CC(N)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(CC(O)CO)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(CC(O)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(CCC#N)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(CCC(N)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(CS(C)(=N)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3cnn(CS(C)(=O)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3n[nH]c(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ncn(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ncnn3CC(O)CO)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3ncnn3CS(C)(=O)=O)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-c3noc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3ccc(C(F)F)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3ccc(CCC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3ccc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3ccc(CNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3ccc(S(N)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C(CO)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C(F)F)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C(O)CCO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C(O)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C4(CS(C)(=O)=O)CC4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C4(O)COC4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C4CCS(=O)(=O)C4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(C4CS(=O)(=O)C4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CC#N)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CC(O)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CC4CS(=O)(=O)C4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCC#N)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCCC#N)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(=O)(=O)C4CC4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(=O)(=O)C4COC4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(=O)(=O)CC4CC4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)c1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cc(Cl)cc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cc(O)cc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)ccc(Cl)c3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)ccc(O)c3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)c(Cl)c12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CNC(=O)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CS(=O)(=O)C4COC4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CS(=O)(=O)CC4CC4)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(CS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(NS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(S(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(-n3cnc(S(N)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(N3CCN(CCS(C)(=O)=O)C(=O)C3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1ccnc(N3CCN(CCS(C)(=O)=O)CC3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cc(CO)n[nH]3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cc(NS(C)(=O)=O)ccn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cc(S(N)(=O)=O)ccn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccc(CNS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccc(N4CC(O)C4)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccc(NCCO)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccc(NCCS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccc(NS(C)(=O)=O)cn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccc(NS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccc(NS(C)(=O)=O)nn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cccc(NS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccn(CC(O)C(F)(F)F)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccn(CCNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccn(CCO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccn(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccnc(NS(C)(=O)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ccnc(NS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cn(CC(O)CO)nn3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnc(C(O)CO)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnc(CC(N)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnc(CCC(N)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnc(CS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnc(NCC(N)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnc(NCC(O)CO)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnc(NCCS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(C4CC(O)C4)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CC#N)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CC(O)C(F)(F)F)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CC(O)CO)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CC(O)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CCC(=O)NCCO)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CCC(N)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CCO)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CCS(C)(=O)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CCS(N)(=O)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3cnn(CS(C)(=O)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C(C)(C)S(=O)(=O)C4CC4)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C(C)(C)S(C)(=O)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C(O)C(F)F)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C(O)C(N)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C(O)C4CC4)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C(O)CCO)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C(O)CO)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C4(O)COC4)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(C=CC#N)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CC(=O)NCCO)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CCC#N)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CCC(N)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CCS(C)(=O)=O)c(Cl)o3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CCS(C)(=O)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CN)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CNC(=O)CO)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CNC(N)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CNCC(F)(F)F)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CNCC(N)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CNS(C)(=O)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CO)c(CO)o3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CS(C)(=N)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CS(C)(=O)=O)c(Cl)o3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3nc(CS(N)(=O)=O)co3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-c3ncnn3CC(O)CO)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3ccc(CCC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3ccc(CNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3cnc(C(CO)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3cnc(C(O)CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3cnc(CC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3cnc(CCC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1cncc(-n3cnc(CNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1nc(-n3cnc(CCS(C)(=O)=O)n3)ncc1Br)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)C2CCC1(c1nccc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,,1.0
CC1(C)CC(C(=O)NC2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)CC2)CCO1,,1.0
CC1(C)CC(C(=O)NCC2CN(S(=O)(=O)c3ccc(F)c(Cl)c3)c3cc(NC(=O)OC(C)(C)C(F)(F)F)ccc3O2)CCO1,,1.0
CC1(C)CC1C(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1,,1.0
CC1(C)CCN(C(=O)c2c(F)cccc2Cl)c2ccc(-c3cc(C(N)=O)ccc3Cl)cc21,,1.0
CC1(C)Cc2cc(-c3cc(C(N)=O)ccc3Cl)ccc2N(C(=O)c2c(F)cccc2Cl)C1,,1.0
CC1(C2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)NC(=O)NC1=O,,1.0
CC1(CC2CC2)C(=O)C(C#N)=CC2(C)c3nc(-c4ccnc5ccccc45)nc(-c4ccccc4F)c3CCC12,,1.0
CC1(CCCO)C(=O)C(C#N)=CC2(C)c3nc(-c4ccnc(C5CC5)c4)nc(-c4ccccc4F)c3CCC12,,1.0
CC1(CCc2ncn(-c3nccc(C45CCC(c6cc(-c7c(F)cccc7F)nnc64)C5(C)C)n3)n2)COC1,,1.0
CC1(CN)CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
CC1(N(CC23CCC(c4cc(-c5c(F)cccc5F)nnc42)C3(C)C)C(=O)c2c[nH]c(=O)cn2)CC1,,1.0
CC1(N(CC23CCC(c4cc(-c5c(F)cccc5F)nnc42)C3(C)C)C(=O)c2ccc(=O)[nH]n2)CC1,,1.0
CC1(N)CCN(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(NC(=O)C2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)CC1,,1.0
CC1(NC(=O)Cc2ccncc2)CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,,1.0
CC1(NC(=O)OC(C)(C)C)CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,,1.0
CC1(NC(=O)OC(C)(C)C)CCN(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(NC(=O)c2cccnc2)CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,,1.0
CC1(NCC2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(NC(=O)OC(C)(C)C)ccc3O2)COC1,,1.0
CC1(NS(C)(=O)=O)CCN(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(O)CC(C(=O)NC2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)C1,,1.0
CC1(O)CCC(NC(=O)C2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)CC1,,1.0
CC1(O)CCN(C(=O)C2CC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(O)CCN(C(=O)C2CC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(O)CCN(C(=O)C2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(O)CCN(C(=O)C2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)CC2)CC1,,1.0
CC1(O)CCN(C(=O)C2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(O)CCN(C(=O)C2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
CC1(O)CCN(C(=O)C2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)CC1,,1.0
CC1(O)CCN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
CC1(O)CCN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
CC1(O)CCN(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
