smiles,dhodh_activity,rorgt_activity
CNS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,,1.0
CNS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)nc1,,1.0
CNS(=O)(=O)c1ccc(CNC(=O)c2ccc3c(c2)nc(CC2CCC(C(F)(F)F)CC2)n3C2CC2)cc1,,1.0
CNS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(c2)CN(Cc2ccc(C(F)(F)F)cc2)C3C(C)C)cc1,,1.0
CNS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(C(C)C3CC3)c2=O)cc1,,1.0
CNS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(C(C)C3CC3)c2=O)nc1,,1.0
CNS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(C3CCC3)c2=O)nc1,,1.0
CNS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n(C(C)C)c2=O)nc1,,1.0
CNS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n(C(C)C3CC3)c2=O)nc1,,1.0
CNS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n(C3CCC3)c2=O)nc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C(=O)C1(OC)CC1)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C(=O)C1CCCO1)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C(=O)C1CCO1)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C(=O)CO)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C(=O)COC)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C(=O)OC)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C(C)=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CN(C=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ccc2c(c1)CNC2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
CNS(=O)(=O)c1ncn(-c2nccc(C34CCC(c5cc(-c6c(F)cccc6F)nnc53)C4(C)C)n2)n1,,1.0
CNc1cc2c(-c3ccc(C(=O)O)cc3F)cn(C(=O)c3c(Cl)cccc3C(F)(F)F)c2cn1,,1.0
CNc1cnc2c(-c3ccc(C(=O)O)cc3F)nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c2c1,,1.0
CNc1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,1.0,
COC(=O)C1(NC(=O)C2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)CCS(=O)(=O)CC1,,1.0
COC(=O)C1CC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CCC1=O,,1.0
COC(=O)C1CC(n2cnnc2)CCN1c1ccc(CN2C(C)CCC(c3ccccc3)S2(=O)=O)c(F)c1,,1.0
COC(=O)C1CC2(CCN1c1ccc(CN3C(C)CCC(c4ccccc4)S3(=O)=O)c(F)c1)OCCO2,,1.0
COC(=O)C1CC=C(c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3c2CCC(C(=O)O)C3)CC1,,1.0
COC(=O)C1CC=C(c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3c2CCCC3)CC1,,1.0
COC(=O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
COC(=O)C1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,,1.0
COC(=O)C1CCOCC1c1cc(F)c(CN2C(C)CCC(c3ccccc3)S2(=O)=O)cc1F,,1.0
COC(=O)C1CCc2c(C3=CCC(C(=O)OC(C)(C)C)CC3)nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c2C1,,1.0
COC(=O)C1CCc2c(C3=CCC(C(=O)OC(C)(C)C)CC3)nn(C(=O)c3c(Cl)cccc3C3CC3)c2C1,,1.0
COC(=O)C1CN(c2cc(F)c(CN3C(C)CCC(c4ccccc4)S3(=O)=O)cc2F)CCC1n1cnnc1,,1.0
COC(=O)C1CN(c2ccc(CN3C(C)CCC(c4ccccc4)S3(=O)=O)c(F)c2)CCC1n1cnnc1,,1.0
COC(=O)CC1CN(S(=O)(=O)c2ccc(F)c(C(F)(F)F)c2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1,,1.0
COC(=O)CC1CN(S(=O)(=O)c2ccc(F)c(C(F)(F)F)c2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,,1.0
COC(=O)CC1CN(S(=O)(=O)c2ccc(F)c(Cl)c2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,,1.0
COC(=O)CC1CN(S(=O)(=O)c2ccc(F)c(OC)c2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,,1.0
COC(=O)CC1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,,1.0
COC(=O)CCC(=O)Nc1ccc(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2F)cc1,,1.0
COC(=O)CCCC(=O)Nc1ccc(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2F)cc1,,1.0
COC(=O)CCNC(=O)C1CN(S(=O)(=O)c2ccc(F)c(Cl)c2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,,1.0
COC(=O)CCNC(=O)CC1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,,1.0
COC(=O)Cc1cc(F)c(CN2C(C)CCC(c3ccccc3)S2(=O)=O)cc1F,,1.0
COC(=O)Cc1cccc(-c2c(F)cc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2F)c1,1.0,
COC(=O)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,,1.0
COC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,,1.0
COC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccccc2)C1,,1.0
COC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,,1.0
COC(=O)N1CCc2c(-c3ccc(C(=O)O)cc3F)nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c2C1,,1.0
COC(=O)N1CCc2c(-c3ccc(C(=O)O)cc3F)nn(C(=O)c3c(Cl)cccc3C3CC3)c2C1,,1.0
COC(=O)N1Cc2cc(S(=O)(=O)C3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COC(=O)N1Cc2cc(S(=O)(=O)CC3(C#N)CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COC(=O)N1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COC(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COC(=O)NC1(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1,,1.0
COC(=O)NC1CC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,,1.0
COC(=O)NC1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,,1.0
COC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,,1.0
COC(=O)OC1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,,1.0
COC(=O)c1c(-c2c(Cl)cccc2Cl)noc1-c1cnn(-c2cccc(Cl)c2)c1C(F)(F)F,1.0,
COC(=O)c1cc(F)c(-c2nn(Cc3c(C)cccc3C(F)(F)F)c3cccc(F)c23)cc1O,,1.0
COC(=O)c1ccc(-c2cn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c3cccnc23)c(F)c1,,1.0
COC(=O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c3cccnc23)c(F)c1,,1.0
COC(=O)c1ccc(-c2nn(Cc3c(Cl)cccc3C(F)(F)F)c3cnccc23)c(F)c1,,1.0
COC(=O)c1ccc(C#N)c(COC(c2ccc(C3(S(=O)(=O)c4ccc(F)cc4)CCCC3)cc2)(C(F)(F)F)C(F)(F)F)c1,,1.0
COC(=O)c1ccc(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)cc1,,1.0
COC(=O)c1ccc(COC(c2ccc(C3(S(=O)(=O)c4ccc(F)cc4)CCCC3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COC(=O)c1ccc(CS(=O)(=O)Nc2ccc(-c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3F)cc2)cc1,,1.0
COC(=O)c1ccc(F)c(COC(c2ccc(C3(S(=O)(=O)c4ccc(F)cc4)CCCC3)cc2)(C(F)(F)F)C(F)(F)F)c1,,1.0
COC(=O)c1ccc(Nc2ccc3c(c2)CCCN3S(=O)(=O)N(C)Cc2ccc(C(C)(C)C)cc2)cc1,,1.0
COC(=O)c1cccc(-c2ccc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2)c1,1.0,
COC(=O)c1cccc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C1CCCCC1,1.0,
COC(=O)c1cccc(F)c1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(=O)c1cccc(F)c1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(=O)c1ncccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(C)(C)C(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COC(C)(C)C(=O)NCC1CN(S(=O)(=O)c2ccc(F)c(Cl)c2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1,,1.0
COC(C)(C)Cc1nc(-c2nnc(CC(C)(C)C(=O)O)o2)sc1-c1ccc(S(=O)(=O)NC(C)C(F)(F)F)c(F)c1C(F)F,,1.0
COC(C)(C)Cc1nc(-c2nnc(CC(C)(C)OC=O)o2)sc1-c1ccc(S(=O)(=O)NC(C)C(F)(F)F)c2ccccc12,,1.0
COC(C)C(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,,1.0
COC(C)C(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COC(C)c1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,1.0,
COC(c1c(C)ccc(C(=O)N2CCOCC2)c1C)c1cc2c(C)cc(C(F)(F)F)cc2n1C,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C34CCC(C(=O)O)(CC3)CC4)C2)cc1F)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C3CCC(C(=O)O)CC3)C2)cc1F)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C3CCS(=O)(=O)CC3)C2)cc1F)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCC(C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1F)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)OC(C)(C)C)C2)cc1F)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F,,1.0
COC(c1ccccc1)(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)C(F)(F)F,,1.0
COC(c1ccccc1)(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)C(F)(F)F,,1.0
COC1(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CCC(C(=O)O)CC1,,1.0
COC1(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCC(C(=O)O)CC1,,1.0
COC1(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCC(CO)CC1,,1.0
COC1(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1,,1.0
COC1(C(=O)N2Cc3cc(S(=O)(=O)C4CC4)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CC1,,1.0
COC1(C(=O)N2Cc3cc(S(=O)(=O)CC4CC4)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CC1,,1.0
COC1(C(=O)N2Cc3cc(S(=O)(=O)CCO)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CC1,,1.0
COC1(C(=O)N2Cc3cc(S(C)(=O)=O)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)c(F)c2)CC1,,1.0
COC1(C(=O)N2Cc3cc(S(C)(=O)=O)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CC1,,1.0
COC1(C(=O)N2Cc3cc(S(C)(=O)=O)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCC1,,1.0
COC1(C(=O)N2Cc3cc(S(C)(=O)=O)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,,1.0
COC1(C(=O)N2Cc3cc(S(C)(=O)=O)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2F)CC1,,1.0
COC1(C)CCN(C(=O)C2CCc3c(C4=CCC(C(=O)OC(C)(C)C)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1(C)CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1(C)CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)F)CC4)c3C2)C1,,1.0
COC1(C)CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1(C)CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1(CC(=O)N2Cc3cc(S(=O)(=O)CC4CC4)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CC1,,1.0
COC1(CC(=O)N2Cc3cc(S(C)(=O)=O)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CC1,,1.0
COC1CC(C(=O)NCC2CN(S(=O)(=O)c3ccc(F)c(Cl)c3)c3cc(NC(=O)OC(C)(C)C(F)(F)F)ccc3O2)C1,,1.0
COC1CC(C(=O)NCC2CN(S(=O)(=O)c3ccc(F)cc3)c3cc(NC(=O)OC(C)(C)C(F)(F)F)ccc3O2)C1,,1.0
COC1CCC(NC(=O)c2ccc(Cl)c(Cc3nc4c(C)cc(C(F)(F)F)cc4n3C)c2Cl)CC1,,1.0
COC1CCCC1n1c(=O)c(NCc2ccc(S(C)(=O)=O)cc2)nc2cnc(-c3c(C)ncnc3C3CC3)nc21,,1.0
COC1CCN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CCN(C(=O)c2ccc(Cl)c(Cc3cc4c(C)cc(C#N)cc4n3C)c2Cl)CC1,,1.0
COC1CCN(C(=O)c2ccc(Cl)c(Cc3nc4c(C)cc(C#N)cc4n3C)c2Cl)CC1,,1.0
COC1CCN(C(=O)c2ccc(Cl)c(Cc3nc4c(C)cc(C#N)cn4c3C)c2Cl)CC1,,1.0
COC1CCN(C(=O)c2ccc(Cl)c(Cc3nc4c(C)cc(C(F)(F)F)cc4n3C)c2Cl)C1,,1.0
COC1CCN(C(=O)c2ccc(Cl)c(Cc3nc4c(C)cc(C(F)(F)F)cc4n3C)c2Cl)CC1,,1.0
COC1CCN(C(=O)c2ccc(Cl)c(Cc3nc4c(C)cc(C(F)(F)F)cn4c3C)c2Cl)CC1,,1.0
COC1CCN(C(=O)c2ccc3c(N4CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C(F)(F)F)c3c2)C1,,1.0
COC1CCN(Cc2ccc(Cl)c(Cc3nc4c(C)cc(C(F)(F)F)cc4n3C)c2Cl)CC1,,1.0
COC1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,,1.0
COC1CCc2c(-c3ccc(C(=O)O)cc3F)nn(C(=O)c3c(Cl)cccc3C3CC3)c2C1,,1.0
COC1CN(C(=O)C2(C)CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)c(C(F)(F)F)c4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)c(C)c4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)c(C)c4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4C(F)(F)F)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C#N)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)CC1O,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CC(C)C(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)C(C)C4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(C)ccnc4N4CCC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(C5CC5)ccc(F)c4Cl)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)CC1O,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)OC(C)(C)C)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)OC(C)(C)C)CC4)nn(C(=O)c4c(Cl)cccc4C4(F)CCC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C(=O)OC(C)(C)C)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C)(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(C4=CCC(C)(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(N4CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(N4CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(N4CCC(C(=O)OC(C)(C)C)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CCc3c(N4CCC(C(=O)OC(C)(C)C)CC4)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)C2CNc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4CC4)c3C2)C1,,1.0
COC1CN(C(=O)CC2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(NC(=O)OC(C)(C)C)ccc3O2)C1,,1.0
COC1CN(C(=O)N(C)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)NC2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,,1.0
COC1CN(C(=O)c2cc(F)c3c(-c4cc(O)c(C(=O)[O-])cc4F)nn(Cc4c(Cl)cccc4C(F)(F)F)c3c2)C1,,1.0
COC1CN(C(=O)c2ccc(Cl)c(Cc3cc4c(C)cc(C#N)cc4n3C)c2Cl)C1,,1.0
COC1CN(C(=O)c2ccc3c(-c4ccc(C(=O)O)cc4F)cn(C(=O)c4c(Cl)cccc4C(F)(F)F)c3c2)C1,,1.0
COC1CN(C(=O)c2ccc3c(N4CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C(F)(F)F)c3c2)C1,,1.0
COC1CN(c2ccc(CN3C(C)CCC(c4ccccc4)S3(=O)=O)c(F)c2)CCC1n1cnnc1,,1.0
COCC(=O)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,,1.0
COCC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,,1.0
COCC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccccc2)C1,,1.0
COCC(=O)N1CCN(C2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,,1.0
COCC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,,1.0
COCC(=O)N1Cc2cc(S(=O)(=O)C3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COCC(=O)N1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
COCC(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,1.0
