smiles,reagent_id,gsk3b_activity,jnk3_activity,ds_1,ds_2
N#Cc1ccc(F)cc1Cl,74191,0.0160556433925264,0.0060454240518607,-5.8,-5.7
OCCc1cccc(F)c1F,74257,0.0001570458753928,0.0001571069632308,-5.8,-5.9
CC(C)(Br)C(=O)O,74308,0.0086191294606873,0.0044900091089986,-3.2,-3.5
O=C(O)c1c(F)cccc1Br,74324,0.0008188250027395,0.0187818468009936,-5.8,-6.1
O=C(O)c1c(F)cccc1[N+](=O)[O-],74325,0.0006255301408322,0.0126853819977903,-5.6,-6.1
Nc1cc(F)cc(Cl)c1,74338,0.0057928181396362,0.0117122186239014,-5.1,-5.1
Oc1ccc2cc[nH]c2c1,74425,0.2246838692186429,0.0045322914183394,-5.8,-6.0
Oc1cccc(Cl)c1F,74426,0.0122342662093046,0.000188813203794,-5.3,-5.3
Cc1ccc(Cl)cc1O,74429,0.005093071286771,0.0003461082600686,-5.6,-5.5
Clc1ccccc1I,74449,0.0012349878451697,0.0008529989678401,-5.2,-5.0
Nc1c(Cl)cc(F)cc1Cl,74481,0.0006497173072678,0.0076152119416919,-5.4,-5.5
Cc1ccc(F)cc1O,74521,0.0025036870942652,0.000230231484167,-5.5,-5.5
Cc1ccc(N)c(Cl)c1O,74524,0.0158914347304801,0.0008169450516902,-5.5,-5.4
Cc1ccc(Br)cc1Cl,74561,7.195075104368901e-06,6.754128896601451e-06,-5.8,-5.6
CC(C)(C)CCO,74569,3.256538481818994e-05,0.0005864035651071,-3.6,-3.8
CS(=O)(=O)c1ccc(C=O)cc1,74584,0.0133254443803025,0.2517960953526199,-5.8,-6.2
CC(CO)CCO,74591,0.0003630029187294,2.4735773028207777e-05,-3.6,-3.9
Fc1cccc(Br)c1C(F)(F)F,74724,0.0035859024499558,0.0305798834964662,-6.6,-6.4
C#Cc1cccc(F)c1,74725,0.0011802376722641,0.0006515605156019,-5.5,-5.6
Cc1ccc(F)cc1C#N,74727,0.0030673975268413,0.0003203183422805,-6.0,-5.9
Fc1ccc(CCBr)cc1,74768,8.509732826754522e-05,2.1085718714425484e-05,-5.5,-5.6
Clc1ccc2ccc3cccnc3c2n1,74775,0.0030055045391023,0.0106616871703181,-8.4,-8.2
Cc1ccc(CCl)cc1C,74847,7.579194565364872e-05,0.0001253694980844,-6.2,-6.1
OCC#Cc1ccccc1,74915,0.0007296595568021,5.384009658107487e-05,-5.8,-6.0
N#Cc1ccc(F)cc1F,74947,0.0157414014973221,0.0039433573731571,-5.7,-5.7
OCc1c(F)cccc1F,74948,0.0001531927440694,0.0001635683917576,-5.5,-5.7
ClCCCc1ccc(Cl)cc1,74961,0.0001526010970112,1.4466655728995193e-05,-6.0,-5.9
CC(C)(CO)C(=O)O,74974,0.0002078070417995,0.0019336007830588,-3.4,-3.7
NCc1ccc(F)c(Cl)c1,74975,0.0130596534556389,0.0021571943178072,-5.5,-5.6
NCc1ccccc1O,75014,0.0082523435792609,5.046286651044507e-05,-5.2,-5.1
O=[N+]([O-])c1cc(I)cc([N+](=O)[O-])c1,75033,0.0010757114374023,0.024910282404744,-5.8,-6.5
N#Cc1cnc2ccccc2c1,75068,0.0079512964337936,0.0072832634614314,-6.6,-6.7
Cc1cc(O)ccc1F,75104,0.0014323201897211,1.2646102451669089e-05,-5.4,-5.7
Fc1cc(Br)cc(C(F)(F)F)c1,75110,0.0004725421406811,0.0023945035332872,-6.5,-6.4
Oc1cccc(OC(F)F)c1,75135,0.0558814692140003,0.0003049211623471,-5.7,-5.9
Oc1cccc(S)c1,75136,0.0566991512861477,8.759904716769759e-05,-4.6,-4.8
Oc1ccccc1OC(F)F,75141,0.015466034922132,0.0007920097411806,-5.8,-5.7
CCCCCCCCCCCC#N,75158,0.018685906016617,0.0371566195035502,-5.0,-5.1
O=[N+]([O-])c1ccc(Cl)c(O)c1,75226,0.0041897063209034,0.0014411857698405,-5.7,-5.7
O=Cc1ccc(O)c(Cl)c1,75299,0.1263357659700069,0.0101799020041255,-5.5,-5.6
COC(=O)c1cccc(C)c1O,75316,0.0006981370889233,0.0012170769448454,-5.8,-6.1
NC(=NO)c1ccc2c(c1)CCO2,75365,0.0099391970331453,0.0012115598228477,-7.0,-7.0
NNc1c(F)cccc1F,75400,0.0016923536656804,0.0100470629510989,-5.7,-5.6
NNc1cc(Cl)ccc1F,75453,0.0447535365005023,0.0469022387295922,-5.8,-5.6
CS(=O)(=O)c1ccc(C#N)cc1,75465,0.0671558315552829,0.0798257635520713,-5.6,-6.1
CS(=O)(=O)c1ccc(CC(=O)O)cc1,75466,0.0003870558931273,0.0010768177288696,-6.1,-6.5
O=C(O)c1cc(F)cc(Br)c1,75550,0.0001240620145967,0.0004122601563035,-5.9,-6.2
Fc1cccc(C(F)(F)F)c1F,75604,0.000135532618885,0.0007384742556725,-6.5,-6.3
Cc1c(O)cccc1F,75637,0.0058934067802608,5.5484239033064913e-05,-5.5,-5.5
O=C(O)c1ccncc1Cl,75693,0.0134780627556608,0.0015823856966432,-5.4,-5.2
Fc1cccc(CCBr)c1,75695,0.0001588854821149,5.4321671345849976e-05,-5.8,-5.7
O=C(O)c1cnccc1Cl,75697,6.997077548834785e-05,0.0001618131967118,-4.9,-5.3
O=C(Cl)N1c2ccccc2Sc2ccccc21,75708,0.0008360931386505,0.0047322820915269,-7.9,-7.4
Nc1cccc2cc[nH]c12,75766,0.4005765498615801,0.0826866158911826,-5.7,-5.8
Cn1nccc1N,75803,5.23915817447782e-05,1.1528349358644113e-05,-3.7,-3.8
O=C(O)Cc1ccc(F)c(Cl)c1,75852,9.51041507234872e-05,0.0002117365987707,-6.0,-6.4
Fc1ccc(Cl)c(I)c1,75855,0.0437556442252169,0.0207091503976815,-5.4,-5.3
Fc1ccc(Cl)cc1Br,75862,0.0001435291093808,0.00077284111982,-5.4,-5.4
O=Cc1cc(Cl)ccc1F,75863,0.0003439335006135,0.042049936573494,-5.6,-5.8
N#CCc1cc(Cl)ccc1F,75865,0.0004797644152559,0.0024279895949019,-5.8,-6.0
NCCn1cnc2ccccc21,75908,0.0051478489116561,0.0002222710843722,-5.7,-5.6
NC(=S)c1ccc2c(c1)CCO2,75939,0.0022461582063748,0.0031621122900418,-6.3,-6.4
O=[N+]([O-])c1cnccc1Cl,75960,8.34818372604582e-05,0.0005872692824752,-4.7,-5.1
CCNCCCCO,75982,0.0006282584691776,3.5209644727816905e-05,-3.8,-3.8
CCCCC(=O)CC(=O)OC,75985,6.495416513936272e-06,1.590805855374914e-06,-4.7,-4.6
N#Cc1ccc(C(F)(F)F)c(F)c1,76002,0.0505643444232696,0.0215318392233939,-6.7,-6.7
Cc1cc(-c2csc(N)n2)ccc1F,76007,0.0015778010842154,2.5854269766229984e-05,-7.2,-7.3
Cc1ccc(Br)c(Cl)c1,76012,6.640986995033615e-05,5.998553950161091e-05,-5.7,-5.6
N#Cc1cccc2c1NC(=O)C2,76038,0.8224365552950523,0.0754736388324371,-6.3,-6.6
CC1CC(=O)c2ccccc21,76160,4.291515700892189e-05,8.234342756241464e-06,-6.7,-7.3
NCCn1cncn1,76195,5.239170446094124e-06,2.04993617494258e-09,-3.5,-3.8
C=C(C)CBr,76222,0.0004684104314575,6.236501013227224e-07,-3.4,-3.3
NCC(O)c1ccc2ccccc2c1,76285,0.0136756618609069,0.0053830151865987,-7.7,-7.4
NS(=O)(=O)c1c(F)cccc1F,76296,0.000342216958554,0.0010777301761234,-5.7,-6.2
NS(=O)(=O)c1cc(Cl)ccc1F,76300,0.0013578920855131,0.0011377108103282,-5.9,-6.4
NS(=O)(=O)c1cc(F)c(Cl)cc1F,76302,0.0026776824805978,0.0052485224153867,-6.2,-6.4
NS(=O)(=O)c1ccc(Br)cc1Cl,76311,0.0028175669756356,0.0050670882053598,-6.0,-6.3
NS(=O)(=O)c1ccc(Cl)cc1Cl,76313,0.0046461937560671,0.0044033560148637,-5.9,-6.3
NS(=O)(=O)c1ccc(I)cc1,76314,0.0207714187829537,0.0028991335552063,-5.8,-6.0
Nc1ccc(Cl)c(F)c1,76338,0.0007026438308287,0.000251983159336,-5.2,-5.2
Nc1ccc(Cl)cc1O,76339,0.0650512197840726,0.0001285080447177,-5.2,-5.1
N#Cc1cc(F)ccc1N,76347,0.148681182352751,0.0105497957628081,-5.6,-5.4
CCCc1ccccc1O,76387,3.428441506206271e-05,4.91699826253501e-07,-5.6,-5.7
C1CCN(C2CCNCC2)C1,76467,0.0027442143846172,0.000122019526249,-5.0,-5.4
OC(c1ccccc1)c1ccc(Br)cc1,76476,0.0023727061954559,2.4832469557924555e-05,-6.9,-7.7
Nc1ccc(O)c(F)c1,76482,0.0899951178778792,0.0008842747890108,-5.0,-5.2
Nc1ccc2nccnc2c1,76484,0.0272625817917287,0.0003101538773489,-5.6,-5.7
O=[N+]([O-])c1cc(Cl)ccc1F,76592,0.0002846702085548,0.0059560238412814,-5.6,-5.9
NCc1ccc([N+](=O)[O-])cc1,76621,0.0309693338180295,0.0029102594213636,-5.8,-5.7
Oc1ccc(C(F)(F)F)cc1Cl,76742,0.0016626051955817,0.0013149827300312,-6.4,-6.3
C#CCCCCC,76804,0.0004135948673012,8.851189829921051e-06,-4.2,-4.0
Nc1cccnc1C(=O)O,76892,0.0052281545480431,0.0019235786719074,-5.1,-5.1
CC1Cc2cc([N+](=O)[O-])ccc2N1,76945,0.000785233258739,0.0035574420404074,-6.9,-6.8
N#CCn1cnc2ccccc21,76950,0.0010604335655308,0.000125761740437,-5.7,-5.9
Nc1nccc(-c2cccc([N+](=O)[O-])c2)n1,76970,0.6255771592259407,0.2971378117799759,-7.5,-8.0
O=C(O)c1cc(O)nc2ccc(Br)cc12,77053,0.0013241390070529,0.0003459388960935,-7.7,-7.6
O=C1CCc2cccc(F)c21,77095,0.0029242280859984,0.0047355186108623,-6.9,-6.9
Fc1cccc2c(Cl)ccnc12,77097,0.0016662957446065,0.0204013709224682,-6.7,-6.6
O=C1OC(=O)C2=C1CCC2,77143,4.1266860372818645e-06,3.1108010539658846e-06,-5.8,-5.9
NCc1ccc(Cl)cc1F,77236,0.0071779186894218,0.0014525518669922,-5.6,-5.6
N#CCc1ccc2c(c1)OCCO2,77314,0.0011444133916368,0.000117656339151,-6.5,-6.4
N#Cc1ccccc1S(N)(=O)=O,77332,0.038106884203762,0.0015991834680363,-5.5,-5.9
O=Cc1c(O)cccc1F,77379,0.0385345275641952,0.0205107341229449,-5.4,-5.4
O=C1C2CCCC1CCC2,77395,5.431566881386463e-06,1.591784546162668e-06,-4.5,-4.5
C1CN(C2CC2)CCN1,77470,0.0145675672992965,0.0006967483104401,-4.0,-4.3
O=[N+]([O-])c1c(O)ccc2ccccc12,77642,0.0681514853042244,0.0899094234220683,-7.1,-7.6
CC1CCC(=O)c2ccccc21,77671,5.3637788782538026e-05,1.4544260011165044e-05,-7.0,-7.2
Cc1noc(C)c1N,77863,2.1703353985089242e-08,1.242861889732048e-09,-4.4,-4.2
Cc1nccc2ccccc12,77946,0.0006861505677162,0.0009036933346727,-6.6,-6.7
Nc1cccc(-c2ccccc2)c1,78049,0.0014463563383117,0.0020871533081567,-7.4,-7.7
Cc1c(Cl)cccc1Br,78143,1.2118389984350433e-05,1.3052829306754372e-05,-5.9,-5.6
O=C1Cc2cc(C(=O)O)ccc2N1,78169,0.7321273338325227,0.0303581043507215,-6.8,-7.2
O=C(O)CN1C(=O)Cc2ccccc21,78239,0.0010569587942667,0.0009274541901291,-6.6,-7.0
CCOC(=O)CCCCCC(=O)O,78312,0.0001270424124285,0.0002697561671816,-5.0,-5.2
Brc1c[nH]cn1,78316,0.0137774729641481,0.0020921854080806,-3.4,-3.9
O=Cc1cnc[nH]1,78348,0.0003418517727164,0.0001828579542937,-3.6,-3.5
Oc1cc(F)cc(Cl)c1,78575,0.0238552950504535,0.023421618225992,-5.1,-5.3
CC(C)(CC(=O)O)C(=O)O,78616,0.0005028786391446,0.0008638169579528,-4.0,-4.5
N#CCc1ccc2ccccc2n1,78750,0.000503859156944,0.0043720351654091,-7.1,-6.9
CC(O)C(C)(C)C,78768,0.0109213451660531,0.0108609568395198,-3.7,-3.8
O=C(O)c1cnc2ccccc2c1,78802,0.0013029571665215,0.0026830728994298,-6.9,-7.3
Cc1cccc(CO)c1,78839,0.0008087179893209,1.2173673999169896e-05,-5.5,-5.7
NCCCCO,78853,0.0259877654429971,0.000249363290026,-3.2,-3.3
CCCOCCCN,78866,0.0003018226783229,6.82510565849752e-06,-3.6,-3.8
OCc1cccc(Br)c1,78870,0.0007556173796189,0.0001095252788651,-5.4,-5.4
CCC(C)(O)C(=O)O,78925,0.0008971957635984,0.0143513209158159,-3.7,-4.2
CCCCCCl,79034,2.5887615267810232e-05,5.905132921224575e-07,-3.6,-3.4
O=c1[nH]c2ccccc2s1,79074,0.0016107805118558,0.0031443417758804,-5.5,-5.8
Oc1nccc(C(F)(F)F)n1,79075,4.81956486954694e-05,0.0007629911995351,-5.7,-5.5
O=C(O)c1ccc2cc[nH]c2c1,79193,0.0045172625440308,0.0037978126571488,-6.5,-6.6
O=S(=O)(Cl)c1ccc(Oc2ccc(Cl)cc2)cc1,79216,0.0019986749532108,0.0049898258321945,-7.9,-8.1
CCCCN(CCCC)CCCN,79232,0.0003884620007642,4.5754362340201526e-05,-4.6,-5.0
O=C(O)c1ccc([N+](=O)[O-])cc1O,79278,0.0106517929742039,0.0021058670678329,-6.2,-6.3
Cc1ccc(CCN)cc1,79288,0.0003006704450797,4.4021759429094095e-06,-5.7,-5.8
O=C(c1ccccn1)c1ccccn1,79318,0.0004157568356401,0.0005779397824435,-6.5,-6.8
O=Cc1ccc(-c2ccc(Cl)cc2)cc1,79327,0.0162962821133987,0.1080208335068164,-7.6,-8.0
Cc1ccc(CCl)cc1[N+](=O)[O-],79406,0.0006560734856165,0.011858477771376,-6.2,-6.4
Cc1cccc(-c2cccc(C(=O)O)c2)c1,79411,0.0012236305169923,0.0007617607274653,-8.5,-8.8
O=c1[nH]c2cc(Cl)ccc2s1,79415,0.0123171264721719,0.007225218068828,-6.0,-6.0
O=C1CCCCC(=O)O1,79482,3.0242474240780963e-06,6.005788473932281e-07,-4.8,-5.2
CCCCC(=O)NN,79576,6.230767120251831e-05,7.705867212576786e-06,-4.2,-4.5
CN(C)C(=O)CCC(=O)O,79583,0.0002600555418735,4.975384111888071e-05,-4.5,-4.7
Brc1ccc(OCc2ccccc2)cc1,79599,0.0003508086688782,4.898851353842826e-05,-6.9,-7.9
O=C1CCOCC1,79615,4.7746382033282886e-06,9.120381031300644e-06,-3.8,-4.2
Fc1cc(F)c(F)c(Br)c1,79624,0.0017346651221642,0.018758856356726,-5.7,-5.6
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,79758,0.001622297563404,0.0103915298690822,-5.6,-6.2
Cc1cccc([N+](=O)[O-])c1Br,79920,0.0001042884193688,0.0020568151410225,-5.7,-6.2
Cc1cc(F)ccc1O,79972,0.0028454049222677,0.0002736856489061,-5.5,-5.6
Cc1cccc(C=O)c1O,79991,0.0002931887306794,0.0003352816964255,-5.6,-5.8
Cc1c(CC(=O)O)c(=O)oc2cc(O)ccc12,80101,0.0001535236295654,8.138169080252663e-06,-7.4,-8.1
N#Cc1ccc(F)cc1Br,80136,0.0285964867030429,0.008922720758801,-5.7,-5.6
Nc1ccc2c(c1)CCC(=O)N2,80359,0.0103421570699648,0.0003931947276035,-6.6,-6.7
Cc1cc(C)n(CCN)n1,80364,7.669556824252898e-05,3.7379599568688255e-06,-4.8,-4.8
CC(=O)c1nccs1,80412,2.0160901548425988e-05,5.68558900641317e-05,-4.1,-4.1
O=C(O)Cc1ccccc1O,80446,4.408707576357273e-05,1.4856107671132972e-05,-5.3,-6.0
O=Cc1cc(F)cc(F)c1,80510,0.000840489672945,0.0822850199183449,-5.6,-5.6
Fc1ccc(Br)cc1Cl,80521,3.081516449884578e-05,0.0002382721172085,-5.4,-5.4
N#Cc1ccc(F)c(Cl)c1,80539,0.0192691881997717,0.0056423958652755,-5.5,-5.7
Cc1cc(CC(=O)O)on1,80711,1.6082445629958054e-05,7.856503969818579e-06,-4.8,-5.2
O=C1CCCc2cc(C(=O)CCl)ccc2N1,80819,0.1647630385223237,0.0031650463403821,-7.9,-7.8
Sc1cccc(Br)c1,80883,0.0004986569436937,9.652579794199312e-05,-4.7,-4.8
O=C(O)c1cccc(Cl)c1O,80898,0.0047371238226109,0.0030283109970201,-5.5,-6.0
COc1ccc2cc(C#N)ccc2c1,80908,0.0515941262863179,0.0145613490807591,-7.1,-7.3
Fc1cccc(F)c1CBr,80921,0.0001729641757284,0.0006700058957065,-5.3,-5.7
N#Cc1ccc(N=C=S)cc1,80941,0.3136293437293716,0.0876344873344351,-5.7,-5.7
O=C(O)Cc1cccc(F)c1F,80962,7.013225667643674e-05,0.0002090488388055,-5.9,-6.3
O=Cc1cc(Cl)cc(Cl)c1Cl,80968,0.0020853079281188,0.3719151704339311,-6.1,-6.1
CC(O)c1ccc(Cl)cc1Cl,80991,0.0007912647316103,0.0008852964198922,-5.9,-5.9
CC(C)(C)CN,81002,9.13578763005533e-06,0.0003650333551601,-3.3,-3.1
CCCC(C)CCO,81038,7.1657536026621385e-06,1.6448503653334057e-06,-4.5,-4.6
O=C(O)C(=O)c1c[nH]c2ccccc12,81066,0.0723260097263846,0.0374175211822148,-6.6,-7.1
Cc1ccc(C#N)cn1,81082,0.0156422355057856,0.002767698997746,-5.0,-4.9
CC(=O)c1ccc(F)c(Cl)c1,81084,0.0001010487856054,0.0002916380628253,-6.3,-6.2
Fc1cc(Cl)ccc1CBr,81178,0.0014647615672195,0.0023129620606856,-5.6,-5.8
O=C(O)c1cccc([N+](=O)[O-])c1O,81262,0.0019877067094552,0.0035746806865084,-5.9,-6.4
CN[C@@H](C)C(=O)O,81267,2.3175567565843584e-05,1.2146621696310614e-05,-3.5,-3.6
Brc1ccccc1I,81320,0.004638112245345,0.0016280575516719,-5.2,-5.0
Cc1ccc(Br)c(C)c1,81345,1.3413316051372189e-05,2.1070492780837035e-06,-5.9,-5.8
Cc1ccc(Cl)c(Br)c1,81585,5.50229602650016e-05,3.569038658793174e-05,-5.8,-5.8
CC(=O)Cc1cccc(F)c1,81601,6.44986361608828e-05,6.50064500810071e-05,-5.7,-6.1
C#CCCCCCCCC,81747,0.0039297464274568,0.0028838140106827,-4.7,-4.9
CC(=O)c1c(F)cccc1Cl,81777,0.0002078152038944,0.0153838847016974,-5.7,-5.9
COc1ncccc1N,81784,0.0004020037249369,6.95180780942667e-05,-4.5,-4.6
Cc1ccc(C#N)cc1[N+](=O)[O-],81856,0.0135572879180472,0.0164491586965596,-5.9,-6.4
Cc1ccc2c(c1)C(=O)CC2,81863,0.0003786747417591,6.36003904464194e-05,-6.8,-7.0
CC(C)(C)Oc1ccc(C#N)cc1,81917,0.0046808064194237,0.0002849787204901,-6.1,-6.1
CC(CO)(CO)C(=O)O,81933,3.555562293765034e-05,0.0014290363941933,-3.6,-4.0
Oc1cccc2nc3ccccc3nc12,81936,0.0502184201788622,0.0002658568584562,-7.9,-7.9
NC(=S)Nc1cccnc1,82055,0.000444142191152,1.0187634052616569e-05,-4.6,-4.6
N#Cc1cc(Br)ccc1N,82063,0.0775990727187107,0.0056446649965131,-5.4,-5.5
C#CCOc1ccccc1,82166,0.0005565204683861,1.3057011666606224e-05,-5.3,-5.3
Brc1cnc(I)nc1,82266,1.8321700432632264e-05,8.56433033676135e-05,-4.5,-4.2
CNc1ccccc1F,82320,5.424158477524976e-05,0.0003807372562589,-5.0,-5.2
N#Cc1ccc(N2CCNCC2)nc1,82360,0.2475614493247121,0.0208381755139413,-5.9,-6.0
CC(C)(C)OC(=O)N1CCCC(O)C1,82388,6.219356246159393e-05,0.0003247388042266,-5.9,-6.0
O=[N+]([O-])c1ccc(S)nc1,82401,0.0003376274369791,0.0021038121405581,-5.0,-5.0
O=C(O)C1CCC(O)CC1,82407,0.0163669521934934,0.0016691321373301,-4.9,-5.4
Cc1cccc(CO)n1,82511,2.181968373737853e-05,4.419644943283278e-06,-5.0,-5.0
Clc1ccc(I)c(Cl)c1,82515,0.0037363824511113,0.0061335938133981,-5.5,-5.3
O=[N+]([O-])c1cnc(Br)s1,82580,0.0199113595583064,0.305709433001175,-4.6,-4.6
N#Cc1cc(F)cc(C(F)(F)F)c1,82764,0.0048374115842776,0.0031900169835353,-6.7,-6.7
CC(=O)c1cccc(F)c1F,82767,0.0001480308393159,0.0006673868448736,-5.8,-6.2
Fc1ccc2c(c1)CCN2,82801,0.0454993646167167,0.0044094172508692,-5.8,-5.9
O=Cc1cnc2ccccc2c1,82846,0.0004934022229894,0.0055074842763133,-6.7,-6.9
O=C(O)c1c(O)cccc1O,82897,0.1236865764778144,0.0724058383435249,-5.6,-5.6
Nc1ccc2c(c1)CC(=O)N2,83058,0.8714362943544984,0.075401470218306,-6.0,-6.1
O=C(O)c1ccc2c(c1)CCCN2,83080,0.0257973188428668,0.0003309915321572,-6.9,-7.2
O=[N+]([O-])c1ccc(C#CCO)cc1,83088,0.0101009468654126,0.0190440835867775,-6.4,-6.7
O=[N+]([O-])c1c(O)cccc1F,83092,0.0560706494077749,0.1221049635336385,-5.4,-5.8
Fc1ccc(F)c(Br)c1,83355,0.000131720767242,0.0009614729724606,-5.4,-5.3
Cc1ccc(Br)c(C)n1,83442,2.787142318559173e-06,2.3785136543581606e-06,-5.5,-5.3
Fc1ccc(I)cc1,83448,0.0038290873018318,0.0006171074915187,-5.0,-5.0
Fc1cc(Br)cc(F)c1CBr,83503,0.0009658601101008,0.0030989044071361,-5.6,-6.0
FCOc1cccc(Br)c1,83566,0.0009363449945908,0.0002111597059956,-5.3,-5.2
Fc1ccc(Cl)cc1I,83629,0.0665085398870402,0.0067868395795828,-5.5,-5.5
NNC(=O)c1ccc2ccccc2c1,83669,0.0003438190457667,0.0118566395947709,-8.0,-8.1
OCCC(F)(F)C(F)(F)F,83724,1.6346820630527354e-05,1.7061456508841769e-06,-4.7,-4.9
O=C(O)c1ccc(-c2cccc(Cl)c2)cc1,83745,0.0091658212257016,0.005571566918082,-8.1,-8.3
Cc1cccc(Br)n1,83807,9.169345165678212e-06,4.871304770434535e-05,-5.0,-4.9
Nc1ccc(F)cc1O,83812,0.0123594577176845,0.0001715688208264,-5.1,-5.0
NNC(=O)c1cccc(F)c1,83901,5.68581706994642e-05,0.0008214034322691,-6.0,-6.2
FC1(F)CCNCC1,83930,0.0107202161398163,0.0016055233447563,-4.3,-4.4
CC(N)c1ccc2[nH]c(=O)[nH]c2c1,83973,0.918874567747116,0.4161320461455034,-6.7,-6.5
O=C(O)c1ccc2[nH]c(=O)[nH]c2c1,83978,0.124433111403029,0.0109788352573203,-6.7,-6.9
CCCCCCCNC,84050,0.0003340723897249,0.0001596144978776,-4.4,-4.4
Nc1ccc(Br)c2ccccc12,84097,0.1198038788803387,0.2035570349893532,-6.9,-7.0
Cc1cccc(F)n1,84103,4.70051130478938e-06,1.4071730977922683e-05,-4.9,-4.8
O=Cc1cc[nH]n1,84190,0.066532084905346,0.3098827475298094,-3.8,-4.0
O=Cc1oc2ccccc2c1Cl,84201,0.0009426591866837,0.0024690608157465,-6.4,-6.6
Cc1cccc(C(N)=NO)c1,84271,0.0002916048272873,8.04804014815007e-05,-6.4,-6.6
CC(=O)c1nccc2ccccc12,84315,0.0035902119213015,0.0063647842325892,-6.7,-7.1
Fc1ccc(Br)c2ccccc12,84391,0.0012403978149251,0.0681885208643507,-7.3,-7.1
OCCCCCCCc1ccccc1,84393,0.0034026692757834,0.0006463031644749,-6.1,-6.5
O=Cc1cc(O)ccc1O,84394,0.0107959328025552,0.0001607836688771,-5.3,-5.3
CCC(=O)c1cccc([N+](=O)[O-])c1,84430,0.0002950100043088,0.0008266004454299,-6.2,-6.6
CCCCCCC#N,84450,0.0013079955608681,7.841432168819492e-06,-4.2,-4.2
O=[N+]([O-])c1cn[nH]c1,84467,0.0002131034616501,0.0133524864482296,-3.9,-4.1
Cc1cc(Br)ccc1Cl,84486,1.0758285336258428e-05,1.033844577067477e-05,-5.8,-5.6
CC(O)C(F)(F)F,84516,0.0002224389719762,2.556589362210131e-05,-3.8,-4.0
NC(=S)c1ccccc1Cl,84517,0.0006154609169322,0.0151639386163147,-5.4,-5.5
CCCc1ccc(O)cc1,84558,0.0001524662830691,2.576793245335955e-07,-5.7,-5.9
CC(O)C#N,84572,0.000869667489786,3.0549179667847056e-06,-2.9,-2.9
N#Cc1cccc(CO)c1,84657,0.1483078576857224,0.0019071988696019,-5.4,-5.8
Cc1cc(N)ccc1O,84701,0.0375805410251382,0.0007656418747235,-5.3,-5.3
Sc1ncc[nH]1,84802,4.71514986246204e-05,3.80532998303909e-05,-3.0,-3.0
Brc1ccc(-c2ccccc2)cc1,84863,6.836912304057919e-05,0.0003466138503739,-7.4,-7.7
Cn1c(N)nc2ccccc21,84883,0.009038481388836,2.750213733661784e-06,-5.9,-6.2
O=C1CCCCCCCC1,84896,1.7623912624736836e-05,6.676344656349024e-07,-5.6,-6.2
CCC(O)C(C)C,84906,0.0003263489481147,1.2976807552350276e-05,-4.0,-4.1
Cc1cccc(CN)c1,84912,0.0197632481111213,5.527007041280546e-05,-5.4,-5.6
CCN(CC)CCCO,84919,0.0012674547843133,1.0855525964842856e-05,-4.0,-4.1
CC(C(=O)O)C(C)C(=O)O,84931,5.108761643555499e-05,7.86256961218061e-05,-4.6,-4.9
CC1CCCC(C)C1O,84968,0.000175309128772,6.325369468955592e-06,-5.2,-5.4
O=C(O)c1cccc([N+](=O)[O-])c1Br,84995,0.0018259214293578,0.0065119018223475,-5.9,-6.5
CCCCC(=O)CC,85005,4.182086356500411e-06,2.977290923357497e-07,-4.2,-4.5
N#Cc1ccc(C(=O)O)c(F)c1,85021,0.0909759856345772,0.0097432420509534,-6.2,-6.3
O=[N+]([O-])c1cccnc1Br,85049,0.0001987446594382,0.0025044701556907,-4.8,-5.3
O=Cc1cccc(Cl)c1F,85067,0.0002222986035909,0.0525011985904711,-5.7,-5.9
Nc1ccc(F)cc1N,85091,0.0911092119698878,0.0017609654345168,-4.9,-5.1
O=Cc1cc(F)ccc1Cl,85165,0.000146403778442,0.0117990864705461,-5.6,-5.7
Oc1c(Cl)cc(Cl)c2cccnc12,85171,0.1515997450882423,0.0246815113778211,-6.8,-6.7
N#Cc1ccc2c(c1)OCO2,85189,0.0523435299401171,0.0007243690473795,-5.9,-5.8
CC(C)(CO)CCCN,85294,0.0093710952743295,0.0036727785902446,-3.9,-3.8
C1CCCCNCCC1,85334,9.285084236489991e-05,1.3777985025530177e-06,-5.0,-5.5
CCCC(=O)CC,85367,1.3128952174497602e-06,1.694974520236096e-07,-4.0,-4.0
CC(O)CCN,85373,0.005366560981065,0.0005490746960152,-3.3,-3.4
CC(C)CCS,85382,3.345380412441472e-07,1.8067738769389423e-08,-3.5,-3.4
CC(O)CNCC(C)O,85419,2.570959189978111e-06,6.002813298336311e-05,-4.1,-4.1
C#Cc1cccc(C(F)(F)F)c1,85437,0.0009354991467066,0.002112596341022,-6.7,-6.6
C#Cc1cccnc1,85438,0.0004010597052811,2.6160212337524654e-06,-4.7,-4.7
C1=Cc2ccccc2Nc2ccccc21,85442,0.0073982881178835,0.1400190730113536,-7.7,-8.0
C#CC(C)(C)O,85448,0.0824458439712405,0.0540178528572141,-3.4,-3.5
CC(=O)c1ccncn1,85452,0.0001725602546475,8.827662017150618e-07,-4.7,-4.7
Fc1ccc(Br)cc1F,85499,3.5719405985529125e-05,0.0002147801301731,-5.3,-5.3
Oc1cccc(F)c1F,85504,0.0119794214420835,0.0001405572172519,-5.3,-5.4
C[C@@H](O)[C@H](N)CO,85514,0.0009811071935886,0.0033016773239214,-3.5,-3.6
